MaDonMuaHang,MaNhaCungCap,MaSanPham,NgayDatHang,SoLuong,DonGiaMua
PO001756,NCC025,SP0110,29/03/2025,621,37700.0
PO000582,NCC012,SP0080,17/01/2025,563,97200.0
PO003112,NCC044,SP0134,02/09/2024,919,105100.0
PO000048,NCC043,SP0116,18/09/2024,612,353900.0
PO003292,NCC028,SP0220,27/06/2025,747,41700.0
PO002348,NCC020,SP0079,31/03/2025,866,21100.0
PO001343,NCC043,SP0051,07/03/2026,620,152900.0
PO003254,NCC005,SP0111,20/03/2026,312,38900.0
PO001290,NCC044,SP0127,29/10/2024,950,31100.0
PO001619,NCC007,SP0120,17/06/2025,116,102000.0
PO001980,NCC044,SP0016,18/10/2024,636,615300.0
PO001793,NCC023,SP0133,2025-08-27,880,150900.0
PO002549,NCC042,SP0177,11/04/2026,527,114500.0
PO003265,NCC027,SP0176,09/05/2026,929,101500.0
PO003283,NCC003,SP0174,23/11/2025,600,460100.0
PO001424,NCC033,,26/08/2025,977,510200.0
PO000790,NCC034,SP0146,03/07/2025,126,57000.0
PO002791,NCC026,SP0115,31/05/2025,134,21200.0
PO002766,NCC033,SP0191,06/06/2026,167,35300.0
PO002855,NCC008,SP0164,10/11/2025,190,548300.0
PO000131,NCC040,SP0070,22/04/2026,647,107500.0
PO003016,NCC036,SP0138,11/08/2024,307,26200.0
PO001790,NCC017,SP0014,29/01/2025,547,422400.0
PO003271,NCC012,SP0118,22/12/2024,955,105900.0
PO000043,NCC016,SP0174,20/03/2026,494,487800.0
PO001452,NCC022,SP0141,02/11/2024,789,53900.0
PO003031,NCC007,SP0136,17/11/2025,780,662700.0
PO001952,NCC040,SP0105,19/09/2024,956,100700.0
PO001773,NCC014,SP0205,26/07/2025,199,246200.0
PO002111,NCC011,SP0188,14/05/2026,95,108400.0
PO001492,NCC039,SP0013,05/08/2025,914,76800.0
PO001674,NCC010,SP0031,26/09/2025,930,42700.0
PO002124,NCC020,SP0122,02/12/2025,322,75700.0
PO000017,NCC039,SP0116,07/07/2026,60,428700.0
PO002208,NCC006,SP0153,17/07/2026,272,110500.0
PO003411,NCC036,SP0069,28/09/2025,607,42300.0
PO002506,NCC012,SP0126,27/03/2026,850,56300.0
PO000464,NCC042,SP0039,26/11/2025,724,14000.0
PO001993,NCC004,SP0156,10/07/2025,431,71600.0
PO001935,NCC021,SP0142,07/12/2024,135,374100.0
PO000954,NCC028,SP0172,22/01/2025,162,483200.0
PO003051,NCC017,SP0164,12/04/2025,382,537600.0
PO002467,NCC034,SP0060,31/05/2026,784,20900.0
PO000042,NCC023,SP0146,23/01/2025,229,60700.0
PO000644,NCC028,SP0133,22/09/2025,529,135400.0
PO001713,NCC036,SP0046,01/08/2024,541,26400.0
PO001481,NCC902,SP0033,13/01/2025,265,54500.0
PO001821,NCC038,SP0209,12/07/2026,463,73600.0
PO000881,NCC035,SP0097,26/12/2024,149,64600.0
PO001477,NCC033,SP0016,13/01/2025,261,485600.0
PO001081,NCC030,SP0116,25/11/2024,879,400200.0
PO000732,NCC024,SP0004,26/09/2024,581,102900.0
PO001431,NCC045,SP0176,07/16/2025,815,77200.0
PO000739,NCC023,SP0046,2025-08-29,34,25300.0
PO001908,NCC028,SP0079,17/10/2025,396,19500.0
PO002944,NCC038,SP0045,08/05/2026,131,113600.0
PO000584,NCC044,,26/07/2026,250,706700.0
PO000696,NCC027,SP0072,08/09/2024,371,422800.0
PO000523,NCC002,SP0007,01/10/2024,382,162800.0
PO000904,NCC014,SP0031,05/06/2025,216,42400.0
PO003237,NCC014,SP0206,02/04/2026,241,37800.0
PO001324,NCC029,SP0100,09/08/2025,161,132300.0
PO002385,NCC015,,22/01/2025,462,100100.0
PO000147,NCC032,SP0024,13/11/2025,871,60100.0
PO001068,NCC018,SP0078,31/08/2025,53,119300.0
PO001375,NCC026,SP0092,2024-10-27,877,32600.0
PO001644,NCC028,SP0194,31/05/2025,342,95300.0
PO001198,NCC027,SP0200,19/09/2024,227,292300.0
PO001099,NCC012,SP0123,11/01/2026,28,133600.0
PO000641,NCC026,SP0054,25/06/2025,671,74700.0
PO003155,NCC045,SP0055,01/02/2025,728,161700.0
PO002475,NCC009,SP0181,01/12/2024,772,488000.0
PO000447,NCC043,SP0028,03/06/2026,462,112600.0
PO003127,NCC011,SP0119,16/10/2025,710,160800.0
PO003091,NCC020,SP0139,2025-01-04,863,137600.0
PO002610,NCC008,SP0041,04/11/2024,773,686400.0
PO000605,NCC040,SP0170,17/03/2025,591,146700.0
PO000308,NCC037,SP0167,31/01/2025,498,29200.0
PO001871,NCC019,SP0100,10/01/2026,871,177200.0
PO002625,NCC009,SP0104,31/10/2024,385,768000.0
PO003101,NCC041,SP0203,28/06/2025,485,727300.0
PO003456,NCC008,SP0159,19/10/2024,21,462600.0
PO000956,NCC017,SP0097,03/31/2026,632,50100.0
PO003293,NCC024,SP0084,18/10/2025,773,100100.0
PO003028,NCC031,SP0132,14/08/2025,952,315100.0
PO001655,NCC032,SP0055,15/03/2025,962,153900.0
PO000407,NCC019,SP0044,24/06/2026,426,801700.0
PO003394,NCC031,SP0126,24/02/2026,703,69800.0
PO001286,NCC023,SP0123,08/04/2025,945,135000.0
PO002602,NCC017,SP0144,02/06/2026,812,143000.0
PO001944,NCC015,SP0098,04/04/2025,323,84800.0
PO001238,NCC012,SP0220,26/09/2024,892,43500.0
PO001417,NCC042,SP0138,18/12/2024,498,24500.0
PO003492,NCC032,SP0117,15/11/2024,258,34700.0
PO002027,NCC045,SP0113,02/06/2025,819,106700.0
PO002226,NCC008,SP0126,11/01/2026,907,72100.0
PO000579,NCC005,SP0173,29/11/2025,580,89200.0
PO002231,NCC043,SP0009,04/06/2026,347,304500.0
PO000865,NCC014,,04/04/2026,636,619400.0
PO000721,NCC027,SP0207,26/03/2025,222,19200.0
PO001126,NCC037,SP0144,10/06/2025,876,121300.0
PO001879,NCC003,SP0191,22/07/2025,612,33600.0
PO000512,NCC033,SP0154,22/10/2025,291,24100.0
PO002026,NCC003,SP0203,11/09/2025,222,634800.0
PO002713,NCC010,SP0165,25/10/2025,340,23100.0
PO001575,NCC017,SP0153,28/06/2026,464,100900.0
PO001889,NCC024,SP0217,05/01/2025,178,126400.0
PO002564,NCC042,SP0052,05/03/2025,491,26900.0
PO001179,NCC044,SP0178,25/11/2025,23,139300.0
PO001048,NCC035,SP0001,09/04/2026,377,30500.0
PO002522,NCC040,SP0060,11/11/2024,305,22000.0
PO002645,NCC021,SP0207,26/09/2025,980,21100.0
PO000061,NCC040,SP0170,27/09/2025,317,133100.0
PO001117,NCC037,SP0138,28/09/2024,269,25100.0
PO000205,NCC025,SP0072,06/02/2026,753,380300.0
PO001714,NCC039,SP0135,02/10/2025,565,647200.0
PO000460,NCC033,SP0009,01/01/2026,439,258900.0
PO000637,NCC037,SP0124,04/06/2025,585,58200.0
PO002805,NCC009,SP0120,19/01/2026,685,81200.0
PO000925,NCC037,SP0196,29/07/2025,271,80800.0
PO001647,NCC039,SP0140,18/12/2025,395,159700.0
PO000704,NCC001,SP0150,06/12/2025,734,117900.0
PO001339,NCC005,SP0063,21/05/2025,674,60000.0
PO001171,NCC016,SP0065,13/01/2025,94,477800.0
PO001320,NCC038,SP0069,17/12/2025,787,34100.0
PO001930,NCC024,SP0081,19/10/2025,595,29400.0
PO001308,NCC035,SP0094,05/12/2024,81,81500.0
PO000026,NCC011,SP0106,23/06/2025,481,112900.0
PO001942,NCC029,SP0149,07/08/2025,207,708300.0
PO001578,NCC030,SP0191,06/10/2024,243,36800.0
PO001886,NCC909,,12/06/2025,316,457600.0
PO002419,NCC031,SP0144,16/11/2024,386,141600.0
PO002668,NCC041,SP0204,02/08/2024,397,737500.0
PO001741,NCC028,SP0008,18/03/2026,338,747600.0
PO002313,NCC001,SP0131,20/02/2026,910,29300.0
PO001650,NCC027,SP0013,04/07/2025,945,81200.0
PO000087,NCC030,SP0064,19/07/2025,259,101900.0
PO001966,NCC037,SP0019,2025-05-26,123,96800.0
PO002784,NCC029,SP0123,07/05/2025,726,139500.0
PO002579,NCC003,SP0044,14/07/2026,578,744700.0
PO003466,NCC004,SP0062,03/01/2026,171,141600.0
PO001161,NCC013,SP0078,27/05/2025,149,99600.0
PO002616,NCC022,SP0118,16/02/2026,726,122700.0
PO001097,NCC039,SP0111,25/01/2026,974,41500.0
PO002545,NCC038,SP0005,20/08/2024,228,166600.0
PO002093,NCC031,SP0047,09/10/2025,394,97300.0
PO000894,NCC023,SP0197,05/03/2025,162,586400.0
PO002835,NCC021,SP0128,14/06/2025,159,169200.0
PO002716,NCC029,SP0124,11/06/2025,519,46700.0
PO001038,NCC044,SP0188,07/08/2024,339,105100.0
PO001080,NCC032,SP0017,19/09/2025,709,37400.0
PO002094,NCC031,SP0077,28/01/2025,570,90100.0
PO002127,NCC001,SP0152,29/01/2026,835,133300.0
PO001841,NCC018,,15/01/2025,703,39600.0
PO000470,NCC028,SP0092,10/03/2025,627,32900.0
PO9900031,NCC011,SP0154,18/09/2024,766,25900.0
PO001765,NCC023,,15/10/2025,773,492900.0
PO002970,NCC018,SP0057,06/06/2026,286,140300.0
PO002149,NCC029,SP0195,16/08/2024,82,118200.0
PO001840,NCC023,SP0171,20/03/2026,977,19900.0
PO000255,NCC036,SP0009,27/01/2025,925,286600.0
PO002703,NCC025,SP0137,13/07/2025,549,668700.0
PO002663,NCC021,SP0012,08/03/2025,997,106800.0
PO002004,NCC001,SP0158,27/10/2025,993,100900.0
PO000683,NCC023,SP0147,08/08/2024,844,41600.0
PO000828,NCC015,SP0144,17/03/2026,895,120900.0
PO000435,NCC008,SP0065,02/07/2026,346,490500.0
PO001833,NCC008,SP0029,08/12/2024,861,135700.0
PO002783,NCC005,SP0162,24/04/2026,860,109800.0
PO002570,NCC027,SP0199,24/09/2025,769,74200.0
PO001878,NCC001,SP0076,13/06/2026,945,65700.0
PO000196,NCC007,SP0117,13/10/2024,773,32500.0
PO003021,NCC035,SP0075,12/06/2025,437,95900.0
PO9900033,NCC025,SP0118,09/10/2024,254,118300.0
PO000699,NCC002,SP0105,11/05/2025,238,112400.0
PO003277,NCC044,SP0098,19/02/2025,606,85100.0
PO000081,NCC038,SP0070,29/03/2026,21,104000.0
PO001121,NCC034,SP0007,06/11/2025,466,145800.0
PO000284,NCC008,SP0162,16/05/2025,342,116600.0
PO002087,NCC005,SP0132,24/01/2025,740,284000.0
PO000298,NCC032,SP0181,02/02/2025,980,474000.0
PO001775,NCC033,SP0139,02/07/2026,357,101400.0
PO001204,NCC009,SP0048,2026-04-21,317,39200.0
PO002045,NCC016,SP0040,2025-06-17,571,121000.0
PO001527,NCC028,SP0083,01/12/2024,313,48100.0
PO000343,NCC022,SP0138,20/01/2025,940,22700.0
PO003347,NCC045,SP0023,13/01/2025,987,122300.0
PO000200,NCC006,SP0074,22/05/2025,946,623500.0
PO000931,NCC001,SP0079,11/10/2025,811,19100.0
PO001071,NCC017,SP0167,21/11/2024,918,29300.0
PO002151,NCC045,SP0204,08/09/2024,886,914300.0
PO003436,NCC029,SP0110,19/12/2025,550,39800.0
PO001402,NCC014,SP0216,29/10/2024,968,45700.0
PO003064,NCC001,SP0161,17/08/2025,794,70600.0
PO003319,NCC023,SP0092,01/07/2025,727,31900.0
PO003322,NCC038,SP0026,12/07/2025,267,64700.0
PO002273,NCC005,SP0123,23/12/2024,802,154400.0
PO001448,NCC001,SP0070,10/08/2025,484,90900.0
PO001439,NCC002,SP0172,10/03/2025,774,461500.0
PO003382,NCC038,SP0188,12/10/2025,399,111000.0
PO001107,NCC006,SP0097,04/10/2024,202,55700.0
PO003243,NCC017,SP0050,26/06/2025,752,395300.0
PO003136,NCC004,SP0183,05/12/2025,396,94200.0
PO003231,NCC019,SP0157,14/06/2025,480,136400.0
PO000626,NCC039,SP0140,18/12/2025,942,173100.0
PO003194,NCC019,SP0037,08/09/2024,238,112900.0
PO000991,NCC027,SP0012,25/12/2025,534,112700.0
PO002971,NCC022,,13/02/2026,582,674200.0
PO001510,NCC006,SP0136,05/17/2025,883,523900.0
PO000848,NCC001,SP0048,09/05/2026,857,42300.0
PO000274,NCC014,SP0101,19/10/2024,354,243300.0
PO002912,NCC028,SP0218,03/06/2025,153,107900.0
PO003146,NCC004,SP0122,05/12/2024,655,82100.0
PO002282,NCC031,SP0112,27/01/2026,653,82900.0
PO000247,NCC014,SP0215,08/01/2025,210,50000.0
PO003500,NCC001,SP0072,19/09/2025,245,452800.0
PO000356,NCC018,SP0050,29/07/2026,961,513900.0
PO003209,NCC012,SP0183,09/10/2025,450,88800.0
PO001630,NCC028,SP0175,09/08/2025,364,20400.0
PO000322,NCC017,SP0045,21/05/2025,249,141200.0
PO002119,NCC015,SP0041,31/08/2024,205,712900.0
PO002496,NCC043,SP0178,13/03/2026,417,127600.0
PO001461,NCC029,SP0113,20/12/2024,400,106400.0
PO002051,NCC017,SP0116,08/04/2025,983,390800.0
PO000642,NCC041,SP0110,19/08/2025,236,41100.0
PO001948,NCC018,SP0123,19/12/2024,295,133600.0
PO000146,NCC028,SP0058,08/11/2024,490,32000.0
PO000803,NCC018,SP0172,20/09/2025,55,479300.0
PO001541,NCC039,SP0138,03/10/2025,821,25200.0
PO002922,NCC035,SP0099,03/19/2025,921,134300.0
PO000467,NCC019,SP0083,08/03/2025,801,46700.0
PO003423,NCC032,SP0135,26/03/2026,85,723000.0
PO001625,NCC014,SP0180,29/01/2025,200,714600.0
PO002880,NCC036,SP0136,06/05/2025,657,593200.0
PO002929,NCC030,SP0160,21/03/2026,298,45500.0
PO001828,NCC040,SP0141,12/09/2024,625,45500.0
PO000278,NCC024,SP0155,22/11/2024,483,135900.0
PO001214,NCC019,SP0113,21/01/2026,941,98800.0
PO001371,NCC006,SP0180,12/02/2026,529,789600.0
PO000936,NCC039,,19/03/2026,111,660300.0
PO003009,NCC031,SP0106,05/06/2026,576,115900.0
PO000998,NCC025,SP0056,09/02/2025,748,42600.0
PO001518,NCC025,SP0013,22/09/2024,222,79200.0
PO001357,NCC008,SP0117,26/11/2024,724,32500.0
PO001420,NCC023,SP0005,31/07/2026,719,135100.0
PO000256,NCC021,SP0084,12/02/2026,532,84700.0
PO002418,NCC006,,2025-04-15,498,441400.0
PO002209,NCC007,SP0216,2025-04-15,545,59100.0
PO000538,NCC018,SP0204,2025-01-12,335,873300.0
PO002921,NCC021,SP0017,14/12/2024,74,38500.0
PO002104,NCC011,SP0017,24/09/2025,860,36700.0
PO001600,NCC009,SP0071,16/05/2026,965,543600.0
PO001601,NCC012,SP0197,06/09/2024,393,541100.0
PO000755,NCC017,SP0173,20/09/2024,586,104800.0
PO001470,NCC008,SP0005,06/03/2026,268,149000.0
PO001589,NCC028,SP0064,20/02/2025,942,110200.0
PO002076,NCC045,SP0062,19/03/2026,163,153000.0
PO002188,NCC041,SP0166,08/03/2025,675,195700.0
PO003387,NCC035,SP0048,02/04/2025,652,42000.0
PO003218,NCC038,SP0012,25/11/2024,104,86000.0
PO001635,NCC008,SP0133,18/04/2026,822,137400.0
PO000246,NCC026,SP0056,03/04/2026,996,42200.0
PO001292,NCC011,SP0195,03/04/2025,208,154900.0
PO000855,NCC023,SP0066,30/11/2024,955,274700.0
PO001386,NCC024,SP0207,20/04/2026,170,19800.0
PO002268,NCC041,SP0217,28/05/2026,131,153800.0
PO001570,NCC004,SP0206,19/07/2026,596,38000.0
PO003308,NCC030,SP0158,11/25/2025,421,94600.0
PO000216,NCC042,SP0046,08/12/2024,756,28400.0
PO002552,NCC027,SP0186,27/06/2025,282,674300.0
PO002242,NCC030,SP0005,07/06/2026,860,142000.0
PO001894,NCC020,SP0215,07/04/2026,602,55100.0
PO003172,NCC027,SP0087,03/01/2025,390,104300.0
PO002216,NCC030,SP0115,21/10/2025,268,19800.0
PO002463,NCC025,SP0064,01/11/2025,180,107800.0
PO002340,NCC013,SP0033,25/05/2025,715,67500.0
PO001169,NCC002,SP0018,02/12/2024,235,527100.0
PO002635,NCC011,SP0163,26/02/2026,679,101500.0
PO002596,NCC011,SP0218,2025-02-05,913,91800.0
PO002222,NCC001,SP0155,20/12/2025,355,151200.0
PO001108,NCC002,SP0138,17/08/2024,151,25200.0
PO000295,NCC031,SP0070,12/08/2024,301,101500.0
PO001098,NCC007,SP0159,18/08/2025,795,426400.0
PO003245,NCC015,SP0169,2026-04-10,576,507500.0
PO002329,NCC028,SP0073,04/02/2025,414,71100.0
PO001918,NCC020,SP0075,22/05/2026,772,87500.0
PO002700,NCC905,SP0178,20/09/2025,933,122400.0
PO000122,NCC021,SP0209,06/01/2025,727,74700.0
PO000845,NCC004,SP0143,01/01/2026,434,82900.0
PO001282,NCC011,SP0181,11/03/2025,790,551200.0
PO000746,NCC010,SP0174,08/02/2025,246,524000.0
PO001648,NCC010,SP0031,11/03/2026,257,36900.0
PO001528,NCC005,SP0142,23/03/2026,996,293100.0
PO003362,NCC020,SP0095,20/09/2025,632,50800.0
PO002269,NCC022,SP0091,21/02/2026,631,49700.0
PO000653,NCC012,SP0088,11/05/2025,892,61200.0
PO003217,NCC008,SP0082,05/03/2025,162,528100.0
PO002125,NCC032,SP0050,01/12/2024,587,415600.0
PO002184,NCC043,SP0004,07/05/2026,201,120500.0
PO000448,NCC033,SP0025,17/03/2026,210,25500.0
PO002054,NCC014,SP0211,26/06/2025,592,149500.0
PO003151,NCC043,SP0042,18/11/2025,688,101400.0
PO9900047,NCC016,SP0071,25/09/2025,436,584600.0
PO003351,NCC907,SP0134,04/12/2025,853,111900.0
PO001511,NCC042,SP0168,17/06/2025,688,21100.0
PO002324,NCC027,SP0134,03/01/2026,79,96100.0
PO000100,NCC015,SP0022,09/03/2026,22,884600.0
PO000499,NCC007,SP0191,14/03/2026,56,37600.0
PO002303,NCC036,SP0102,27/06/2026,288,483100.0
PO000129,NCC013,SP0189,27/10/2025,986,73500.0
PO002927,NCC018,SP0154,01/03/2026,114,24900.0
PO002794,NCC005,SP0099,11/06/2026,813,118400.0
PO002363,NCC002,SP0133,28/09/2024,646,159500.0
PO003472,NCC004,SP0195,23/06/2025,143,112000.0
PO002066,NCC044,SP0118,09/08/2025,739,124200.0
PO000408,NCC017,SP0050,29/05/2026,877,459600.0
PO002591,NCC041,SP0027,16/01/2026,223,52800.0
PO000301,NCC037,SP0105,03/09/2025,772,98700.0
PO001986,NCC032,SP0138,10/03/2025,680,23900.0
PO003403,NCC002,SP0175,27/02/2026,100,18800.0
PO003145,NCC023,SP0196,21/11/2025,344,75400.0
PO002823,NCC042,SP0107,16/01/2025,545,191900.0
PO002134,NCC012,SP0070,02/06/2026,809,88600.0
PO000729,NCC020,SP0156,02/03/2026,617,66200.0
PO002999,NCC044,SP0195,15/04/2025,379,160400.0
PO000717,NCC035,SP0082,24/07/2025,724,551800.0
PO003073,NCC042,SP0197,14/05/2025,226,560400.0
PO000747,NCC001,SP0029,07/01/2026,922,149000.0
PO000068,NCC019,SP0110,24/06/2025,465,40500.0
PO000863,NCC029,SP0129,07/03/2026,908,166500.0
PO002785,NCC909,SP0047,07/09/2025,326,102500.0
PO001381,NCC029,SP0177,14/10/2025,995,174100.0
PO001819,NCC012,SP0162,08/02/2025,35,106900.0
PO000679,NCC016,SP0017,08/02/2026,751,35800.0
PO000784,NCC004,SP0211,13/08/2025,608,139700.0
PO002601,NCC037,SP0119,05/12/2025,502,136300.0
PO003222,NCC007,SP0166,15/02/2026,205,203400.0
PO000646,NCC034,SP0211,31/03/2026,562,141000.0
PO001955,NCC023,SP0095,23/08/2024,763,67300.0
PO001432,NCC004,SP0160,04/09/2025,177,46100.0
PO002136,NCC041,SP0161,12/04/2025,625,77600.0
PO002761,NCC012,SP0046,29/01/2025,424,27000.0
PO003307,NCC029,SP0160,09/10/2024,85,42400.0
PO001443,NCC015,SP0200,17/01/2025,449,274700.0
PO000967,NCC023,SP0087,14/08/2024,778,117100.0
PO002587,NCC044,,29/08/2025,74,103300.0
PO001323,NCC029,SP0194,15/06/2025,698,89900.0
PO003417,NCC043,SP0002,28/07/2025,956,26300.0
PO000241,NCC038,SP0061,04/21/2025,859,119300.0
PO002892,NCC015,SP0028,24/07/2026,788,116000.0
PO001826,NCC023,SP0219,19/12/2025,43,34500.0
PO003444,NCC008,SP0192,08/01/2025,934,359400.0
PO001369,NCC025,SP0119,24/02/2026,173,161900.0
PO001758,NCC045,SP0099,04/21/2025,877,143800.0
PO000689,NCC019,SP0157,06/04/2025,231,152100.0
PO002285,NCC032,SP0123,25/09/2025,474,142800.0
PO000615,NCC040,SP0194,26/04/2026,41,80100.0
PO001856,NCC020,SP0001,31/12/2024,189,30200.0
PO001805,NCC004,SP0181,08/10/2025,951,452000.0
PO002875,NCC033,SP0141,21/08/2025,781,45400.0
PO000336,NCC023,SP0136,20/09/2024,400,604400.0
PO000010,NCC008,SP0060,21/05/2026,676,22200.0
PO001377,NCC043,,02/12/2024,922,69500.0
PO002738,NCC012,SP0158,02/03/2025,855,82100.0
PO001771,NCC031,SP0185,24/02/2025,80,20900.0
PO9900053,NCC035,SP0098,01/01/2026,224,81300.0
PO002009,NCC039,SP0203,13/08/2024,171,616900.0
PO000049,NCC033,SP0219,11/09/2024,462,41500.0
PO000595,NCC907,SP0188,10/11/2025,186,82200.0
PO002396,NCC023,SP0122,24/11/2025,897,73500.0
PO000837,NCC013,SP0020,12/16/2025,881,70900.0
PO000299,NCC043,SP0105,25/07/2025,228,116000.0
PO002193,NCC036,SP0161,24/01/2026,689,60300.0
PO000857,NCC006,SP0011,07/11/2024,282,29700.0
PO000688,NCC011,SP0007,24/10/2025,532,142500.0
PO001808,NCC036,SP0029,06/05/2025,31,138800.0
PO003176,NCC904,SP0116,20/03/2026,296,395300.0
PO000023,NCC020,SP0159,22/09/2024,250,463700.0
PO000668,NCC006,SP0046,22/11/2024,286,25600.0
PO002594,NCC028,SP0106,19/11/2025,386,152200.0
PO000617,NCC028,SP0195,29/01/2025,464,139100.0
PO001059,NCC025,SP0016,06/04/2025,700,633200.0
PO000316,NCC035,SP0173,25/01/2026,899,90900.0
PO000578,NCC013,SP0140,15/04/2026,556,151600.0
PO001223,NCC027,SP0183,15/10/2025,451,83200.0
PO001989,NCC012,,05/12/2025,621,47000.0
PO001226,NCC042,SP0060,17/09/2024,522,21300.0
PO001831,NCC016,SP0129,26/04/2026,40,153500.0
PO003470,NCC016,SP0032,16/08/2024,236,119100.0
PO002159,NCC021,SP0075,01/01/2025,85,99600.0
PO001764,NCC032,SP0036,02/06/2026,936,123700.0
PO002238,NCC038,SP0175,02/06/2026,70,21300.0
PO002882,NCC009,SP0060,08/05/2026,312,20200.0
PO002717,NCC010,SP0025,20/10/2024,797,26900.0
PO001493,NCC014,SP0085,01/11/2024,362,79600.0
PO000706,NCC034,SP0193,07/06/2026,158,90500.0
PO001457,NCC019,SP0048,31/01/2026,155,43600.0
PO003445,NCC030,SP0177,27/09/2025,827,126700.0
PO000664,NCC044,SP0070,16/09/2024,885,117200.0
PO001458,NCC025,SP0006,28/03/2026,301,573300.0
PO002638,NCC008,SP0004,29/11/2024,158,136300.0
PO000957,NCC901,SP0148,08/10/2024,839,37600.0
PO000166,NCC017,SP0209,06/12/2024,287,66400.0
PO002706,NCC030,SP0165,23/09/2024,26,21700.0
PO003451,NCC008,SP0208,24/06/2025,504,73600.0
PO002588,NCC025,SP0205,22/03/2026,80,310700.0
PO002946,NCC025,SP0157,24/03/2025,115,198900.0
PO002796,NCC031,SP0147,03/08/2024,457,44800.0
PO000066,NCC018,SP0155,24/08/2024,54,150800.0
PO000133,NCC026,SP0217,30/06/2025,862,184100.0
PO002907,NCC029,SP0163,11/09/2025,597,122600.0
PO000826,NCC030,SP0197,04/07/2025,50,588200.0
PO001836,NCC024,SP0133,16/02/2025,681,158000.0
PO001039,NCC003,SP0216,22/03/2025,549,54500.0
PO002194,NCC042,SP0041,15/05/2025,456,785800.0
PO002985,NCC037,SP0193,08/11/2024,68,88500.0
PO001858,NCC031,,12/11/2024,207,48600.0
PO001114,NCC006,SP0016,12/07/2025,49,632500.0
PO001234,NCC024,SP0074,2025-09-23,202,640700.0
PO002859,NCC024,SP0151,20/01/2025,570,132100.0
PO003459,NCC025,SP0109,27/09/2025,725,514900.0
PO001349,NCC011,SP0161,24/03/2025,709,67300.0
PO002478,NCC030,SP0207,01/06/2026,234,20100.0
PO000078,NCC039,,26/07/2025,631,42500.0
PO000738,NCC031,SP0219,09/03/2025,34,34500.0
PO9900024,NCC014,SP0121,04/05/2026,123,126500.0
PO002455,NCC016,SP0149,22/01/2026,361,870100.0
PO002838,NCC018,SP0054,12/12/2025,544,93400.0
PO000016,NCC016,SP0049,13/03/2025,861,122500.0
PO001984,NCC032,SP0061,22/05/2025,642,132300.0
PO000526,NCC042,SP0028,19/12/2024,898,91300.0
PO001727,NCC001,SP0205,27/12/2025,548,265000.0
PO002810,NCC008,SP0086,17/10/2024,56,121200.0
PO001580,NCC044,SP0134,30/08/2024,631,94100.0
PO003185,NCC022,SP0132,27/07/2025,75,300500.0
PO000677,NCC041,SP0179,20/01/2026,90,165200.0
PO003001,NCC035,SP0008,03/04/2025,965,900300.0
PO000763,NCC028,SP0047,09/02/2026,808,104500.0
PO002061,NCC043,SP0160,18/10/2024,927,51000.0
PO002608,NCC005,SP0136,31/05/2026,945,529500.0
PO002161,NCC025,SP0023,12/10/2025,720,92200.0
PO001085,NCC019,SP0128,07/08/2024,356,163300.0
PO000935,NCC902,SP0181,07/04/2026,783,575500.0
PO003460,NCC014,SP0007,06/08/2024,986,138700.0
PO000750,NCC013,SP0128,07/06/2025,610,131200.0
PO001140,NCC024,SP0014,19/04/2025,788,415600.0
PO000152,NCC004,SP0211,09/03/2026,363,135500.0
PO001574,NCC007,SP0070,13/09/2025,244,107000.0
PO003197,NCC035,SP0115,26/12/2024,472,22100.0
PO000242,NCC012,SP0033,16/05/2025,780,70300.0
PO002934,NCC005,SP0112,27/12/2024,334,93200.0
PO002941,NCC044,SP0128,29/10/2024,489,147500.0
PO002435,NCC026,SP0072,23/12/2024,230,437900.0
PO000077,NCC030,SP0123,12/09/2025,34,140800.0
PO001731,NCC003,SP0204,06/11/2024,781,744500.0
PO001504,NCC015,SP0100,11/08/2024,454,170400.0
PO002064,NCC021,SP0106,19/08/2024,229,109700.0
PO000148,NCC037,SP0107,29/06/2026,800,185600.0
PO000479,NCC023,SP0078,10/03/2025,181,116700.0
PO001598,NCC030,SP0187,11/08/2025,401,136800.0
PO002674,NCC045,SP0027,27/11/2024,873,43600.0
PO003425,NCC028,SP0174,02/10/2024,366,461100.0
PO003156,NCC019,SP0200,20/08/2025,636,330900.0
PO002177,NCC044,SP0081,2025-03-03,494,32800.0
PO001382,NCC034,SP0096,07/05/2026,215,44000.0
PO001211,NCC002,SP0132,02/07/2026,795,306600.0
PO000252,NCC023,SP0141,27/02/2025,838,43300.0
PO000337,NCC028,SP0158,11/07/2024,826,96700.0
PO003324,NCC005,SP0117,10/07/2026,803,32400.0
PO001153,NCC001,SP0033,22/08/2025,781,65100.0
PO002850,NCC040,SP0138,28/01/2025,83,26500.0
PO000195,NCC026,SP0040,22/11/2024,751,128200.0
PO002456,NCC010,SP0105,28/05/2026,251,135100.0
PO000325,NCC035,,27/03/2026,742,728600.0
PO001208,NCC006,SP0123,23/04/2025,217,131500.0
PO001663,NCC033,SP0113,24/01/2026,41,112400.0
PO000405,NCC006,SP0164,31/03/2026,734,458400.0
PO003432,NCC003,SP0059,13/03/2026,461,404300.0
PO000977,NCC030,SP0041,03/06/2025,562,912500.0
PO003311,NCC036,SP0103,07/01/2026,867,155400.0
PO000379,NCC013,SP0208,01/04/2025,306,64600.0
PO9900002,NCC015,SP0022,09/03/2026,22,884600.0
PO002102,NCC902,SP0014,05/12/2025,61,478800.0
