Thang,Vung,MaNhanVien,ChiTieuDoanhThu
2026-02-01,Miền Nam,NV02,1113829000.0
2026-02-01,Miền Nam,NV09,1396129000.0
2026-02-01,Miền Nam,NV12,1894832000.0
2026-02-01,Miền Nam,NV14,1267465000.0
2026-02-01,Miền Nam,NV23,1228912000.0
2026-02-01,Miền Nam,NV25,1085675000.0
2026-02-01,Miền Nam,NV26,1301171000.0
2026-02-01,Miền Nam,NV27,2046932000.0
2026-02-01,Miền Nam,NV28,1572970000.0
2026-02-01,Miền Nam,NV29,1278660000.0
2026-02-01,Miền Trung,NV03,1603035000.0
2026-02-01,Miền Trung,NV04,2624145000.0
2026-02-01,Miền Trung,NV05,1837360000.0
2026-02-01,Miền Trung,NV06,2091540000.0
2026-02-01,Miền Trung,NV07,2150336000.0
2026-02-01,Miền Trung,NV11,2270423000.0
2026-02-01,Miền Trung,NV16,1762355000.0
2026-02-01,Miền Trung,NV18,2124342000.0
2026-02-01,Miền Trung,NV21,1518535000.0
2026-02-01,Miền Trung,NV24,2046125000.0
2026-03-01,Miền Bắc,NV08,1772677000.0
2026-03-01,Miền Bắc,NV10,1589969000.0
2026-03-01,Miền Bắc,NV13,1212892000.0
2026-03-01,Miền Bắc,NV15,1433864000.0
2026-03-01,Miền Bắc,NV17,1515726000.0
2026-03-01,Miền Bắc,NV19,1416974000.0
2026-03-01,Miền Bắc,NV20,1139541000.0
2026-03-01,Miền Bắc,NV22,1325038000.0
2026-03-01,Miền Bắc,NV30,1332044000.0
2026-03-01,Miền Nam,NV01,1694208000.0
2026-03-01,Miền Nam,NV02,1423068000.0
2026-03-01,Miền Nam,NV09,1789349000.0
2026-03-01,Miền Nam,NV12,2434511000.0
2026-03-01,Miền Nam,NV14,1702161000.0
2026-03-01,Miền Nam,NV23,1606183000.0
2026-03-01,Miền Nam,NV25,1328502000.0
2026-03-01,Miền Nam,NV26,1670461000.0
2026-03-01,Miền Nam,NV27,2754028000.0
2026-03-01,Miền Nam,NV28,2022636000.0
2026-03-01,Miền Nam,NV29,1797558000.0
2026-03-01,Miền Trung,NV03,1961221000.0
2026-03-01,Miền Trung,NV04,3382614000.0
2026-03-01,Miền Trung,NV05,2503329000.0
2026-03-01,Miền Trung,NV06,2636215000.0
2026-03-01,Miền Trung,NV07,2715044000.0
2026-03-01,Miền Trung,NV11,2987450000.0
2026-03-01,Miền Trung,NV16,2310563000.0
2026-03-01,Miền Trung,NV18,2600978000.0
2026-03-01,Miền Trung,NV21,1869559000.0
2026-03-01,Miền Trung,NV24,2709854000.0
2026-04-01,Miền Bắc,NV08,2051945000.0
2026-04-01,Miền Bắc,NV10,2050652000.0
2026-04-01,Miền Bắc,NV13,1389289000.0
2026-04-01,Miền Bắc,NV15,1841100000.0
2026-04-01,Miền Bắc,NV17,1927508000.0
2026-04-01,Miền Bắc,NV19,1714430000.0
2026-04-01,Miền Bắc,NV20,1314698000.0
2026-04-01,Miền Bắc,NV22,1704892000.0
2026-04-01,Miền Bắc,NV30,1666889000.0
2026-04-01,Miền Nam,NV01,1622063000.0
2026-04-01,Miền Nam,NV02,1422190000.0
2026-04-01,Miền Nam,NV09,1858088000.0
2026-04-01,Miền Nam,NV12,2429530000.0
2026-04-01,Miền Nam,NV14,1639682000.0
2026-04-01,Miền Nam,NV23,1488634000.0
2026-04-01,Miền Nam,NV25,1361332000.0
2026-04-01,Miền Nam,NV26,1764776000.0
2026-04-01,Miền Nam,NV27,2748168000.0
2026-04-01,Miền Nam,NV28,2044914000.0
2026-04-01,Miền Nam,NV29,1635534000.0
2026-04-01,Miền Trung,NV03,1890283000.0
2026-04-01,Miền Trung,NV04,3082164000.0
2026-04-01,Miền Trung,NV05,2247665000.0
2026-04-01,Miền Trung,NV06,2480971000.0
2026-04-01,Miền Trung,NV07,2496398000.0
2026-04-01,Miền Trung,NV11,2691733000.0
2026-04-01,Miền Trung,NV16,2109890000.0
2026-04-01,Miền Trung,NV18,2394010000.0
2026-04-01,Miền Trung,NV21,1888922000.0
2026-04-01,Miền Trung,NV24,2537751000.0
2026-05-01,Miền Bắc,NV08,2522469000.0
2026-05-01,Miền Bắc,NV10,2481434000.0
2026-05-01,Miền Bắc,NV13,1837955000.0
2026-05-01,Miền Bắc,NV15,2184573000.0
2026-05-01,Miền Bắc,NV17,2308876000.0
2026-05-01,Miền Bắc,NV19,2084110000.0
2026-05-01,Miền Bắc,NV20,1641218000.0
2026-05-01,Miền Bắc,NV22,2067022000.0
2026-05-01,Miền Bắc,NV30,1954578000.0
2026-05-01,Miền Nam,NV01,2260490000.0
2026-05-01,Miền Nam,NV02,1914217000.0
2026-05-01,Miền Nam,NV09,2313870000.0
2026-05-01,Miền Nam,NV12,3243809000.0
2026-05-01,Miền Nam,NV14,1995541000.0
2026-05-01,Miền Nam,NV23,2083594000.0
2026-05-01,Miền Nam,NV25,1833476000.0
2026-05-01,Miền Nam,NV26,2288318000.0
2026-05-01,Miền Nam,NV27,3609832000.0
2026-05-01,Miền Nam,NV28,2650544000.0
2026-05-01,Miền Nam,NV29,2117725000.0
2026-05-01,Miền Trung,NV03,2742666000.0
2026-05-01,Miền Trung,NV04,4140516000.0
2026-05-01,Miền Trung,NV05,3219044000.0
2026-05-01,Miền Trung,NV06,3348161000.0
2026-05-01,Miền Trung,NV07,3555958000.0
2026-05-01,Miền Trung,NV11,3546097000.0
2026-05-01,Miền Trung,NV16,2855582000.0
2026-05-01,Miền Trung,NV18,3160619000.0
2026-05-01,Miền Trung,NV21,2427901000.0
2026-05-01,Miền Trung,NV24,3366311000.0
2026-06-01,Miền Bắc,NV08,2775042000.0
2026-06-01,Miền Bắc,NV10,2555165000.0
2026-06-01,Miền Bắc,NV13,1900094000.0
2026-06-01,Miền Bắc,NV15,2452046000.0
2026-06-01,Miền Bắc,NV17,2556897000.0
2026-06-01,Miền Bắc,NV19,2250441000.0
2026-06-01,Miền Bắc,NV20,1739626000.0
2026-06-01,Miền Bắc,NV22,2272094000.0
2026-06-01,Miền Bắc,NV30,2117734000.0
2026-06-01,Miền Nam,NV01,1793276000.0
2026-06-01,Miền Nam,NV02,1505321000.0
2026-06-01,Miền Nam,NV09,1874139000.0
2026-06-01,Miền Nam,NV12,2517436000.0
2026-06-01,Miền Nam,NV14,1739123000.0
2026-06-01,Miền Nam,NV23,1714727000.0
2026-06-01,Miền Nam,NV25,1412662000.0
2026-06-01,Miền Nam,NV26,1748476000.0
2026-06-01,Miền Nam,NV27,2890539000.0
2026-06-01,Miền Nam,NV28,2170828000.0
2026-06-01,Miền Nam,NV29,1898477000.0
2026-06-01,Miền Trung,NV03,2898400000.0
2026-06-01,Miền Trung,NV04,4906782000.0
2026-06-01,Miền Trung,NV05,3378273000.0
2026-06-01,Miền Trung,NV06,3963837000.0
2026-06-01,Miền Trung,NV07,3960235000.0
2026-06-01,Miền Trung,NV11,4247879000.0
2026-06-01,Miền Trung,NV16,3294011000.0
2026-06-01,Miền Trung,NV18,3596686000.0
2026-06-01,Miền Trung,NV21,2736654000.0
2026-06-01,Miền Trung,NV24,3651861000.0
2026-07-01,Miền Bắc,NV08,3067541000.0
2026-07-01,Miền Bắc,NV10,2929958000.0
2026-07-01,Miền Bắc,NV13,2081900000.0
2026-07-01,Miền Bắc,NV15,2715959000.0
2026-07-01,Miền Bắc,NV17,2929225000.0
2026-07-01,Miền Bắc,NV19,2539054000.0
2026-07-01,Miền Bắc,NV20,2032700000.0
2026-07-01,Miền Bắc,NV22,2477133000.0
2026-07-01,Miền Bắc,NV30,2410310000.0
2026-07-01,Miền Nam,NV01,1994365000.0
2026-07-01,Miền Nam,NV02,1666957000.0
2026-07-01,Miền Nam,NV09,2191986000.0
2026-07-01,Miền Nam,NV12,2882221000.0
2026-07-01,Miền Nam,NV14,2042898000.0
2026-07-01,Miền Nam,NV23,1877362000.0
2026-07-01,Miền Nam,NV25,1716203000.0
2026-07-01,Miền Nam,NV26,2156129000.0
2026-07-01,Miền Nam,NV27,3295156000.0
2026-07-01,Miền Nam,NV28,2489709000.0
2026-07-01,Miền Nam,NV29,1981096000.0
2026-07-01,Miền Trung,NV03,2518174000.0
2026-07-01,Miền Trung,NV04,3986286000.0
2026-07-01,Miền Trung,NV05,2883153000.0
2026-07-01,Miền Trung,NV06,3398839000.0
2026-07-01,Miền Trung,NV07,3297043000.0
2026-07-01,Miền Trung,NV11,3525994000.0
2026-07-01,Miền Trung,NV16,2880947000.0
2026-07-01,Miền Trung,NV18,3025796000.0
2026-07-01,Miền Trung,NV21,2303537000.0
2026-07-01,Miền Trung,NV24,3025045000.0
