MaDonHang,MaKhachHang,NgayDatHang,KenhBan,NhanVienBanHang,TrangThai
DH010343,KH0443,2025-02-19 00:26:00,Đại lý,NV18,Đã hủy
DH008208,KH0155,2025-02-19 00:34:00,TMĐT - Shopee,NV20,Đang xử lý
DH000007,KH0053,2025-02-19 02:07:00,Đại lý,NV08,Đã giao
DH004573,KH0246,2025-02-19 04:41:00,Showroom,NV19,Đã giao
DH002508,KH0409,2025-02-19 12:30:00,TMĐT - Tiki,NV25,Đã giao
DH005045,KH0314,2025-02-19 13:07:00,Bán lẻ trực tiếp,NV23,Đã hủy
DH005588,KH0306,2025-02-19 13:58:00,Đại lý,NV25,Đã giao
DH011320,KH0442,2025-02-19 15:30:00,Đại lý,NV23,Đã giao
DH007397,KH0241,2025-02-19 15:54:00,TMĐT - Shopee,NV12,Đã giao
DH003092,KH0352,2025-02-19 19:44:00,TMĐT - Lazada,NV08,Đã giao
DH008569,KH0243,2025-02-19 22:17:00,Bán lẻ trực tiếp,NV03,Đã giao
DH004424,KH0054,2025-02-19 22:34:00,TMĐT - Lazada,NV30,Đã hủy
DH006700,KH0413,2025-02-20 01:56:00,TMĐT - Shopee,NV16,Đã giao
DH011049,KH0127,2025-02-20 05:39:00,TMĐT - Lazada,NV30,Trả hàng
DH001466,KH0412,2025-02-20 10:01:00,TMĐT - Lazada,NV01,Đã giao
DH009477,KH0377,2025-02-20 13:26:00,TMĐT - Shopee,NV24,Đã hủy
DH004317,KH0347,2025-02-20 15:53:00,Đại lý,NV26,Trả hàng
DH005211,KH0098,2025-02-20 22:35:00,TMĐT - Tiki,NV28,Đã giao
DH006460,KH0442,2025-02-20 23:46:00,Đại lý,NV11,Đã hủy
DH003722,KH0253,2025-02-21 01:38:00,Đại lý,NV07,Mới
DH010059,KH0079,2025-02-21 01:43:00,Bán lẻ trực tiếp,NV24,Đã giao
DH005869,KH0228,2025-02-21 01:54:00,TMĐT - Lazada,NV24,Đã giao
DH008652,KH0412,2025-02-21 06:23:00,TMĐT - Lazada,NV23,Đã giao
DH000547,KH0044,2025-02-21 08:33:00,TMĐT - Shopee,NV22,Đã giao
DH001139,KH0077,2025-02-21 09:20:00,TMĐT - Tiki,NV28,Đã giao
DH002974,KH0230,2025-02-21 09:46:00,Showroom,NV12,Đã giao
DH000218,KH0119,2025-02-21 14:57:00,TMĐT - Shopee,NV17,Mới
DH009315,KH0405,2025-02-21 16:37:00,TMĐT - Lazada,NV12,Đã giao
DH007464,KH0183,2025-02-21 16:42:00,TMĐT - Lazada,NV07,Đã giao
DH010506,KH0261,2025-02-22 01:05:00,Bán lẻ trực tiếp,NV18,Đã giao
DH000276,KH0003,2025-02-22 01:06:00,TMĐT - Shopee,NV05,Đã hủy
DH005855,KH0035,2025-02-22 02:30:00,TMĐT - Lazada,NV11,Đã giao
DH006956,KH0305,2025-02-22 03:02:00,Bán lẻ trực tiếp,NV11,Đã giao
DH002504,KH0070,2025-02-22 03:21:00,Đại lý,NV16,Đã hủy
DH001191,KH0368,2025-02-22 03:27:00,Đại lý,NV17,Đã giao
DH005052,KH0205,2025-02-22 08:37:00,Đại lý,NV20,Đang xử lý
DH003186,KH0037,2025-02-22 10:53:00,TMĐT - Shopee,NV14,Đã giao
DH006346,KH0402,2025-02-22 14:11:00,Đại lý,NV16,Đã giao
DH003517,KH0058,2025-02-22 15:20:00,TMĐT - Tiki,NV17,Đã giao
DH007978,KH0049,2025-02-22 16:50:00,TMĐT - Lazada,NV11,Đang xử lý
DH005096,KH0353,2025-02-22 18:08:00,Showroom,NV01,Đã giao
DH005193,KH0002,2025-02-22 18:15:00,TMĐT - Lazada,NV15,Đã giao
DH003831,KH0271,2025-02-22 19:28:00,TMĐT - Lazada,NV26,Đã giao
DH005438,KH0044,2025-02-22 21:54:00,TMĐT - Shopee,NV25,Đã giao
DH006225,KH0242,2025-02-22 21:58:00,Showroom,NV23,Đã giao
DH002946,KH0045,2025-02-22 22:22:00,TMĐT - Lazada,NV16,Đã giao
DH004352,KH0218,2025-02-23 04:25:00,Bán lẻ trực tiếp,NV28,Đã giao
DH001467,KH0040,2025-02-23 04:41:00,TMĐT - Shopee,NV13,Đã giao
DH010882,KH0342,2025-02-23 06:30:00,TMĐT - Lazada,NV04,Đã giao
DH008615,KH0396,2025-02-23 11:00:00,Đại lý,NV11,Mới
DH005022,KH0070,2025-02-23 14:51:00,Bán lẻ trực tiếp,NV11,Đã giao
DH009822,KH0002,2025-02-23 17:51:00,Đại lý,NV01,Đã giao
DH011131,KH0079,2025-02-23 19:11:00,Bán lẻ trực tiếp,NV15,Đã giao
DH011133,KH0183,2025-02-23 20:11:00,TMĐT - Shopee,NV16,Đang xử lý
DH011224,KH0243,2025-02-23 22:40:00,TMĐT - Shopee,NV03,Mới
DH003538,KH0253,2025-02-24 00:12:00,TMĐT - Lazada,NV26,Mới
DH010932,KH0391,2025-02-24 00:40:00,Bán lẻ trực tiếp,NV02,Đã giao
DH005500,KH0070,2025-02-24 00:58:00,TMĐT - Lazada,NV01,Đã giao
DH011176,KH0035,2025-02-24 02:17:00,Bán lẻ trực tiếp,NV04,Đã giao
DH007090,KH0093,2025-02-24 02:39:00,TMĐT - Tiki,NV13,Đã giao
DH008519,KH0442,2025-02-24 04:55:00,Bán lẻ trực tiếp,NV18,Đã giao
DH001797,KH0193,2025-02-24 05:02:00,TMĐT - Lazada,NV11,Đã giao
DH008694,KH0092,2025-02-24 05:15:00,Showroom,NV09,Đã hủy
DH007830,KH0155,2025-02-24 08:15:00,TMĐT - Tiki,NV15,Đã giao
DH011553,KH0093,2025-02-24 08:53:00,Showroom,NV18,Đã giao
DH009256,KH0050,2025-02-24 10:51:00,Đại lý,NV01,Đã giao
DH007570,KH0070,2025-02-24 12:37:00,Đại lý,NV07,Đã giao
DH000952,KH0034,2025-02-24 14:17:00,TMĐT - Lazada,NV23,Đã giao
DH011284,KH0322,2025-02-24 15:03:00,Showroom,NV09,Đã giao
DH009769,KH0227,2025-02-24 16:44:00,TMĐT - Shopee,NV28,Đã giao
DH000392,KH0447,2025-02-24 18:16:00,Showroom,NV22,Đã giao
DH001497,KH0288,2025-02-24 18:43:00,TMĐT - Tiki,NV14,Đã hủy
DH010337,KH0296,2025-02-24 20:35:00,Bán lẻ trực tiếp,NV25,Đã giao
DH011875,KH0128,2025-02-24 23:32:00,Showroom,NV01,Mới
DH009184,KH0262,2025-02-25 04:26:00,Showroom,NV12,Đã giao
DH008675,KH0034,2025-02-25 06:34:00,Bán lẻ trực tiếp,NV06,Đã giao
DH011644,KH0155,2025-02-25 06:38:00,TMĐT - Tiki,NV06,Đã hủy
DH002740,KH0018,2025-02-25 10:07:00,Bán lẻ trực tiếp,NV23,Đã giao
DH001600,KH0248,2025-02-25 11:02:00,TMĐT - Lazada,NV23,Đã giao
DH009174,KH0328,2025-02-25 15:10:00,TMĐT - Lazada,NV15,Đã giao
DH009401,KH0442,2025-02-25 19:33:00,TMĐT - Shopee,NV06,Đã hủy
DH000284,KH0422,2025-02-25 21:51:00,Showroom,NV09,Đã giao
DH008346,KH0036,2025-02-25 21:55:00,TMĐT - Tiki,NV14,Đã giao
DH005656,KH0090,2025-02-25 22:49:00,Bán lẻ trực tiếp,NV19,Đã hủy
DH005575,KH0365,2025-02-26 00:30:00,TMĐT - Lazada,NV10,Đã hủy
DH002744,KH0178,2025-02-26 10:57:00,Bán lẻ trực tiếp,NV11,Đã giao
DH009077,KH0383,2025-02-26 11:47:00,TMĐT - Tiki,NV13,Đã giao
DH001019,KH0273,2025-02-26 20:26:00,Showroom,NV16,Đang xử lý
DH011165,KH0250,2025-02-26 22:05:00,TMĐT - Tiki,NV19,Đã hủy
DH000121,KH0070,2025-02-27 09:29:00,Bán lẻ trực tiếp,NV02,Đã giao
DH011235,KH0325,2025-02-27 10:12:00,Đại lý,NV12,Đã giao
DH002882,KH0068,2025-02-27 11:19:00,TMĐT - Shopee,NV26,Đã giao
DH007434,KH0026,2025-02-27 11:58:00,Đại lý,NV12,Mới
DH004049,KH0218,2025-02-27 12:01:00,TMĐT - Tiki,NV17,Mới
DH001478,KH0175,2025-02-27 12:52:00,Đại lý,NV20,Đang xử lý
DH008083,KH0125,2025-02-27 14:34:00,TMĐT - Shopee,NV30,Đã giao
DH003765,KH0035,2025-02-27 14:37:00,TMĐT - Lazada,NV28,Đã giao
DH009806,KH0218,2025-02-27 17:45:00,TMĐT - Shopee,NV03,Đã giao
DH006477,KH0364,2025-02-27 18:12:00,Showroom,NV15,Đã hủy
DH007490,KH0377,2025-02-27 21:43:00,TMĐT - Tiki,NV14,Đã giao
DH002794,KH0271,2025-02-28 04:48:00,TMĐT - Tiki,NV05,Đã giao
DH004301,KH0237,2025-02-28 08:09:00,TMĐT - Shopee,NV06,Đang xử lý
DH003972,KH0155,2025-02-28 09:23:00,TMĐT - Shopee,NV06,Đã giao
DH009472,KH0231,2025-02-28 11:25:00,TMĐT - Lazada,NV29,Đã giao
DH010183,KH0281,2025-02-28 12:52:00,TMĐT - Tiki,NV04,Đã giao
DH001367,KH0053,2025-02-28 13:07:00,TMĐT - Lazada,NV29,Đã giao
DH001512,KH0105,2025-02-28 13:17:00,TMĐT - Shopee,NV01,Đã giao
DH009969,KH0362,2025-02-28 14:12:00,TMĐT - Tiki,NV19,Đang xử lý
DH006555,KH0413,2025-02-28 16:43:00,TMĐT - Tiki,NV16,Đã giao
DH008156,KH0145,2025-02-28 16:46:00,Đại lý,NV24,Đã giao
DH009840,KH0138,2025-02-28 16:49:00,TMĐT - Shopee,NV08,Đã giao
DH008254,KH0391,2025-03-01 00:47:00,Đại lý,NV17,Đã giao
DH006434,KH0274,2025-03-01 02:19:00,Showroom,NV14,Đã hủy
DH005287,KH0151,2025-03-01 03:09:00,Showroom,NV08,Mới
DH010552,KH0197,2025-03-01 04:59:00,TMĐT - Shopee,NV06,Đã giao
DH005902,KH0002,2025-03-01 07:44:00,TMĐT - Lazada,NV22,Đã giao
DH008052,KH0364,2025-03-01 10:10:00,Đại lý,NV14,Đã giao
DH011398,KH0447,2025-03-01 11:08:00,TMĐT - Tiki,NV13,Đã giao
DH003436,KH0306,2025-03-01 12:49:00,Đại lý,NV24,Đã giao
DH000606,KH0051,2025-03-01 13:02:00,Bán lẻ trực tiếp,NV25,Trả hàng
DH005699,KH0246,2025-03-01 13:44:00,Đại lý,NV24,Đã giao
DH004360,KH0055,2025-03-01 19:03:00,Bán lẻ trực tiếp,NV04,Đã giao
DH000625,KH0386,2025-03-01 20:04:00,TMĐT - Shopee,NV05,Đã giao
DH001446,KH0070,2025-03-02 00:52:00,TMĐT - Tiki,NV10,Đang xử lý
DH003119,KH0054,2025-03-02 00:55:00,Bán lẻ trực tiếp,NV16,Đã giao
DH005536,KH0442,2025-03-02 03:03:00,Đại lý,NV07,Mới
DH003201,KH0193,2025-03-02 07:07:00,TMĐT - Shopee,NV29,Đang xử lý
DH010271,KH0280,2025-03-02 10:14:00,TMĐT - Lazada,NV13,Đã giao
DH000583,KH0054,2025-03-02 13:09:00,TMĐT - Tiki,NV09,Đã giao
DH007130,KH0135,2025-03-02 15:40:00,TMĐT - Lazada,NV20,Đã giao
DH009906,KH0413,2025-03-02 17:39:00,Đại lý,NV24,Đã hủy
DH003545,KH0293,2025-03-02 20:17:00,TMĐT - Lazada,NV07,Mới
DH000695,KH0352,2025-03-02 21:20:00,TMĐT - Shopee,NV21,Đã giao
DH007817,KH0049,2025-03-02 21:58:00,Đại lý,NV21,Đã giao
DH009016,KH0227,2025-03-03 00:24:00,TMĐT - Tiki,NV04,Đã giao
DH011907,KH0013,2025-03-03 05:35:00,Đại lý,NV05,Đã giao
DH000005,KH0199,2025-03-03 08:49:00,Đại lý,NV08,Đã giao
DH007251,KH0303,2025-03-03 11:53:00,Đại lý,NV30,Mới
DH005174,KH0008,2025-03-03 13:45:00,TMĐT - Shopee,NV25,Đã giao
DH004363,KH0262,2025-03-03 16:26:00,TMĐT - Shopee,NV02,Đã giao
DH001409,KH0447,2025-03-03 17:38:00,TMĐT - Tiki,NV29,Đã giao
DH010000,KH0051,2025-03-03 20:50:00,Đại lý,NV05,Đã hủy
DH010080,KH0008,2025-03-03 23:02:00,Bán lẻ trực tiếp,NV26,Đã giao
DH003259,KH0315,2025-03-04 02:26:00,Đại lý,NV30,Đã hủy
DH006763,KH0090,2025-03-04 02:30:00,Showroom,NV15,Đang xử lý
DH005485,KH0088,2025-03-04 09:19:00,Showroom,NV16,Đã giao
DH011127,KH0113,2025-03-04 09:33:00,TMĐT - Shopee,NV13,Đã giao
DH004779,KH0257,2025-03-04 09:46:00,Bán lẻ trực tiếp,NV26,Mới
DH002776,KH0304,2025-03-04 11:39:00,TMĐT - Shopee,NV15,Đã giao
DH010124,KH0063,2025-03-04 11:47:00,Đại lý,NV11,Mới
DH000289,KH0071,2025-03-04 14:19:00,TMĐT - Tiki,NV19,Đã giao
DH004022,KH0175,2025-03-04 20:26:00,Bán lẻ trực tiếp,NV03,Đã giao
DH009867,KH0155,2025-03-05 00:06:00,TMĐT - Shopee,NV04,Đang xử lý
DH010786,KH0051,2025-03-05 02:08:00,Bán lẻ trực tiếp,NV16,Đã giao
DH007353,KH0386,2025-03-05 05:24:00,Bán lẻ trực tiếp,NV01,Mới
DH000804,KH0198,2025-03-05 06:08:00,TMĐT - Lazada,NV13,Đã giao
DH009143,KH0126,2025-03-05 07:43:00,TMĐT - Tiki,NV01,Đã giao
DH006811,KH0161,2025-03-05 10:39:00,TMĐT - Lazada,NV20,Đã giao
DH010242,KH0305,2025-03-05 10:48:00,TMĐT - Shopee,NV28,Đã giao
DH000529,KH0360,2025-03-05 10:53:00,Bán lẻ trực tiếp,NV17,Đã giao
DH006094,KH0140,2025-03-05 14:31:00,Đại lý,NV25,Mới
DH000217,KH0306,2025-03-05 15:09:00,TMĐT - Lazada,NV28,Đã giao
DH003200,KH0035,2025-03-05 19:41:00,Showroom,NV11,Đã hủy
DH007750,KH0070,2025-03-05 19:50:00,TMĐT - Tiki,NV14,Đã giao
DH004179,KH0367,2025-03-05 21:14:00,TMĐT - Shopee,NV15,Đã giao
DH005048,KH0147,2025-03-05 23:44:00,TMĐT - Shopee,NV19,Đang xử lý
DH007810,KH0442,2025-03-06 03:08:00,Showroom,NV10,Đã giao
DH009410,KH0447,2025-03-06 05:26:00,Bán lẻ trực tiếp,NV17,Đã giao
DH001771,KH0259,2025-03-06 05:53:00,Showroom,NV29,Đã hủy
DH005864,KH0002,2025-03-06 08:21:00,TMĐT - Shopee,NV16,Đã giao
DH007721,KH0273,2025-03-06 08:26:00,TMĐT - Tiki,NV11,Đã giao
DH003941,KH0158,2025-03-06 10:32:00,Showroom,NV08,Đã giao
DH008888,KH0246,2025-03-06 13:54:00,Đại lý,NV25,Đã giao
DH007352,KH0394,2025-03-06 14:12:00,Bán lẻ trực tiếp,NV05,Đã giao
DH010193,KH0053,2025-03-06 15:43:00,TMĐT - Lazada,NV26,Đã giao
DH009274,KH0306,2025-03-06 16:53:00,Đại lý,NV15,Đã giao
DH011207,KH0388,2025-03-06 17:17:00,Showroom,NV14,Đã giao
DH007562,KH0227,2025-03-06 20:42:00,Đại lý,NV29,Đã giao
DH003540,KH0034,2025-03-07 00:37:00,Đại lý,NV29,Trả hàng
DH009237,KH0396,2025-03-07 00:52:00,Bán lẻ trực tiếp,NV19,Đã giao
DH007301,KH0447,2025-03-07 01:17:00,TMĐT - Shopee,NV11,Đã giao
DH005047,KH0089,2025-03-07 04:19:00,TMĐT - Shopee,NV06,Đang xử lý
DH006214,KH0230,2025-03-07 04:22:00,Showroom,NV16,Đã giao
DH001062,KH0280,2025-03-07 08:18:00,Showroom,NV08,Đã giao
DH010279,KH0113,2025-03-07 08:34:00,TMĐT - Tiki,NV09,Đã giao
DH003827,KH0242,2025-03-07 10:08:00,TMĐT - Shopee,NV24,Đã giao
DH008290,KH0397,2025-03-07 12:48:00,Showroom,NV02,Đã giao
DH005695,KH0227,2025-03-07 13:56:00,Bán lẻ trực tiếp,NV04,Đã giao
DH005608,KH0179,2025-03-07 14:09:00,Showroom,NV23,Đã giao
DH006895,KH0243,2025-03-07 14:45:00,TMĐT - Shopee,NV09,Đã hủy
DH006365,KH0227,2025-03-07 18:41:00,TMĐT - Lazada,NV13,Đã giao
DH007447,KH0350,2025-03-07 20:10:00,TMĐT - Shopee,NV02,Đã giao
DH007600,KH0323,2025-03-07 20:43:00,TMĐT - Tiki,NV26,Đã giao
DH008692,KH0391,2025-03-07 21:47:00,TMĐT - Lazada,NV29,Trả hàng
DH000757,KH0002,2025-03-08 00:07:00,TMĐT - Lazada,NV22,Mới
DH008627,KH0406,2025-03-08 00:23:00,Bán lẻ trực tiếp,NV03,Đã giao
DH006804,KH0248,2025-03-08 01:00:00,Đại lý,NV26,Đã giao
DH003443,KH0035,2025-03-08 02:09:00,Showroom,NV14,Đã giao
DH002017,KH0056,2025-03-08 03:25:00,TMĐT - Lazada,NV26,Trả hàng
DH010633,KH0257,2025-03-08 06:14:00,Đại lý,NV23,Đã giao
DH000090,KH0379,2025-03-08 07:43:00,Đại lý,NV27,Đã hủy
DH011175,KH0447,2025-03-08 08:21:00,Đại lý,NV12,Đã giao
DH011055,KH0262,2025-03-08 13:25:00,TMĐT - Lazada,NV21,Đã giao
DH006644,KH0179,2025-03-08 18:28:00,TMĐT - Tiki,NV26,Đã giao
DH004356,KH0249,2025-03-08 18:51:00,Showroom,NV15,Đã giao
DH001061,KH0151,2025-03-08 22:13:00,Đại lý,NV03,Đã giao
DH001829,KH0447,2025-03-08 23:27:00,Showroom,NV06,Đã giao
DH011949,KH0070,2025-03-08 23:51:00,Đại lý,NV05,Đã giao
DH008390,KH0095,2025-03-09 02:01:00,TMĐT - Tiki,NV26,Đã giao
DH006740,KH0268,2025-03-09 02:28:00,TMĐT - Shopee,NV05,Mới
DH008693,KH0204,2025-03-09 02:51:00,TMĐT - Lazada,NV16,Đã giao
DH005129,KH0446,2025-03-09 03:24:00,TMĐT - Shopee,NV29,Đã giao
DH000264,KH0249,2025-03-09 04:10:00,TMĐT - Tiki,NV30,Đã giao
DH003719,KH0051,2025-03-09 05:18:00,TMĐT - Shopee,NV07,Đã giao
DH004785,KH0325,2025-03-09 06:09:00,TMĐT - Shopee,NV02,Đã giao
DH000588,KH0242,2025-03-09 06:21:00,Showroom,NV26,Đã giao
DH002264,KH0257,2025-03-09 06:59:00,Đại lý,NV22,Mới
DH006890,KH0391,2025-03-09 08:27:00,TMĐT - Tiki,NV17,Đã giao
DH010612,KH0121,2025-03-09 09:29:00,TMĐT - Shopee,NV14,Đã giao
DH009917,KH0036,2025-03-09 10:09:00,TMĐT - Lazada,NV05,Đã giao
DH007247,KH0314,2025-03-09 14:29:00,Đại lý,NV25,Đang xử lý
DH003581,KH0184,2025-03-09 17:22:00,TMĐT - Tiki,NV08,Đã giao
DH011014,KH0137,2025-03-09 18:57:00,Showroom,NV13,Đã giao
DH001507,KH0140,2025-03-09 21:35:00,Đại lý,NV04,Đã giao
DH004599,KH0399,2025-03-09 22:54:00,Đại lý,NV27,Đã giao
DH003741,KH0037,2025-03-09 23:41:00,TMĐT - Shopee,NV07,Đã giao
DH010859,KH0262,2025-03-10 01:17:00,TMĐT - Tiki,NV06,Đã giao
DH002312,KH0117,2025-03-10 01:36:00,TMĐT - Lazada,NV19,Đã giao
DH004404,KH0044,2025-03-10 03:22:00,TMĐT - Lazada,NV28,Mới
DH009161,KH0199,2025-03-10 05:39:00,TMĐT - Tiki,NV11,Đã giao
DH001376,KH0341,2025-03-10 06:11:00,Bán lẻ trực tiếp,NV07,Đã giao
DH007344,KH0113,2025-03-10 08:19:00,TMĐT - Shopee,NV18,Đã giao
DH004805,KH0003,2025-03-10 10:36:00,TMĐT - Lazada,NV30,Đã giao
DH000943,KH0249,2025-03-10 13:42:00,Bán lẻ trực tiếp,NV10,Đã giao
DH011617,KH0367,2025-03-10 15:22:00,Bán lẻ trực tiếp,NV10,Đã giao
DH007898,KH0413,2025-03-10 16:42:00,Đại lý,NV14,Đã giao
DH004486,KH0143,2025-03-10 18:16:00,TMĐT - Lazada,NV19,Đã giao
DH002408,KH0052,2025-03-10 19:52:00,Đại lý,NV07,Mới
DH000040,KH0314,2025-03-10 20:24:00,Showroom,NV28,Đã giao
DH010895,KH0390,2025-03-11 00:21:00,TMĐT - Lazada,NV22,Đang xử lý
DH006033,KH0184,2025-03-11 03:16:00,Bán lẻ trực tiếp,NV23,Đã giao
DH007608,KH0205,2025-03-11 05:14:00,Bán lẻ trực tiếp,NV13,Đã giao
DH010393,KH0402,2025-03-11 07:38:00,Bán lẻ trực tiếp,NV16,Đã giao
DH000577,KH0063,2025-03-11 07:49:00,TMĐT - Tiki,NV01,Đã giao
DH000191,KH0368,2025-03-11 08:33:00,Bán lẻ trực tiếp,NV18,Đang xử lý
DH009690,KH0288,2025-03-11 09:28:00,Đại lý,NV06,Đã giao
DH004008,KH0445,2025-03-11 18:34:00,Đại lý,NV02,Mới
DH007237,KH0062,2025-03-11 18:55:00,TMĐT - Lazada,NV13,Đã hủy
DH000722,KH0035,2025-03-11 19:38:00,Showroom,NV04,Đã giao
DH001308,KH0213,2025-03-12 00:52:00,Showroom,NV10,Đã hủy
DH010492,KH0155,2025-03-12 03:37:00,Showroom,NV15,Đã giao
DH001688,KH0035,2025-03-12 04:36:00,TMĐT - Lazada,NV18,Mới
DH008296,KH0306,2025-03-12 07:51:00,TMĐT - Tiki,NV27,Đã giao
DH002274,KH0332,2025-03-12 08:22:00,Đại lý,NV02,Đã giao
DH002739,KH0119,2025-03-12 11:09:00,Showroom,NV05,Mới
DH010679,KH0080,2025-03-12 11:38:00,TMĐT - Shopee,NV02,Mới
DH004326,KH0413,2025-03-12 11:57:00,TMĐT - Shopee,NV24,Đã giao
DH010376,KH0332,2025-03-12 12:13:00,TMĐT - Shopee,NV09,Đã giao
DH000429,KH0370,2025-03-12 13:39:00,Đại lý,NV06,Đã giao
DH008765,KH0141,2025-03-12 14:16:00,TMĐT - Tiki,NV05,Đã giao
DH003010,KH0192,2025-03-12 16:54:00,Bán lẻ trực tiếp,NV29,Đã giao
DH000760,KH0404,2025-03-12 18:30:00,TMĐT - Shopee,NV17,Đã giao
DH000839,KH0273,2025-03-12 22:18:00,TMĐT - Lazada,NV15,Mới
DH010923,KH0155,2025-03-12 23:45:00,Đại lý,NV01,Đã giao
DH003824,KH0384,2025-03-12 23:55:00,TMĐT - Shopee,NV24,Đang xử lý
DH000495,KH0070,2025-03-13 03:40:00,TMĐT - Tiki,NV21,Đã giao
DH009794,KH0421,2025-03-13 06:51:00,Đại lý,NV22,Đã giao
DH005850,KH0070,2025-03-13 07:46:00,Bán lẻ trực tiếp,NV30,Mới
DH005739,KH0248,2025-03-13 09:24:00,TMĐT - Tiki,NV16,Đã giao
DH001087,KH0442,2025-03-13 09:25:00,TMĐT - Tiki,NV29,Đã giao
DH007230,KH0412,2025-03-13 12:28:00,TMĐT - Shopee,NV28,Đã hủy
DH009156,KH0382,2025-03-13 16:23:00,TMĐT - Shopee,NV26,Đã giao
DH010489,KH0306,2025-03-13 19:18:00,Bán lẻ trực tiếp,NV23,Đã giao
DH007544,KH0262,2025-03-13 21:50:00,TMĐT - Tiki,NV25,Đã giao
DH000304,KH0108,2025-03-13 22:50:00,Showroom,NV12,Đang xử lý
DH008167,KH0246,2025-03-14 02:55:00,TMĐT - Shopee,NV03,Đã giao
DH008623,KH0253,2025-03-14 07:54:00,Đại lý,NV29,Đã hủy
DH005217,KH0262,2025-03-14 09:10:00,Showroom,NV05,Đã giao
DH002931,KH0070,2025-03-14 12:57:00,TMĐT - Shopee,NV23,Đã giao
DH007109,KH0413,2025-03-14 14:12:00,Bán lẻ trực tiếp,NV02,Đã giao
DH007333,KH0051,2025-03-14 15:00:00,TMĐT - Tiki,NV27,Đã giao
DH003626,KH0141,2025-03-14 15:21:00,TMĐT - Shopee,NV08,Đã giao
DH010458,KH0194,2025-03-14 15:54:00,Bán lẻ trực tiếp,NV16,Đã giao
DH006532,KH0066,2025-03-14 17:14:00,Bán lẻ trực tiếp,NV05,Đã giao
DH004802,KH0155,2025-03-14 20:20:00,Đại lý,NV27,Đã giao
DH005931,KH0250,2025-03-14 23:02:00,Đại lý,NV26,Đã giao
DH005935,KH0249,2025-03-14 23:02:00,Bán lẻ trực tiếp,NV24,Đang xử lý
DH002420,KH0127,2025-03-14 23:17:00,Đại lý,NV17,Đã hủy
DH003634,KH0263,2025-03-14 23:25:00,Đại lý,NV06,Đã giao
DH003318,KH0227,2025-03-14 23:28:00,TMĐT - Shopee,NV22,Đã giao
DH006689,KH0093,2025-03-15 00:09:00,TMĐT - Shopee,NV08,Đã giao
DH008650,KH0344,2025-03-15 02:42:00,Đại lý,NV23,Trả hàng
DH006791,KH0241,2025-03-15 09:49:00,Đại lý,NV17,Mới
DH000592,KH0384,2025-03-15 14:26:00,Bán lẻ trực tiếp,NV26,Đã giao
DH001514,KH0148,2025-03-15 15:23:00,TMĐT - Lazada,NV24,Đang xử lý
DH002819,KH0012,2025-03-15 19:32:00,TMĐT - Shopee,NV19,Đã giao
DH003808,KH0175,2025-03-15 20:11:00,TMĐT - Lazada,NV29,Đã giao
DH007470,KH0140,2025-03-15 21:54:00,TMĐT - Lazada,NV06,Đã giao
DH006364,KH0264,2025-03-15 22:46:00,Đại lý,NV27,Đã giao
DH007033,KH0299,2025-03-16 01:20:00,TMĐT - Lazada,NV23,Đã giao
DH005777,KH0446,2025-03-16 03:28:00,Showroom,NV04,Đã giao
DH008946,KH0400,2025-03-16 05:34:00,TMĐT - Lazada,NV22,Đã giao
DH003448,KH0198,2025-03-16 08:26:00,TMĐT - Tiki,NV25,Đã hủy
DH001770,KH0070,2025-03-16 08:53:00,Bán lẻ trực tiếp,NV24,Đã giao
DH008065,KH0188,2025-03-16 09:42:00,Bán lẻ trực tiếp,NV20,Đã giao
DH010054,KH0412,2025-03-16 14:15:00,Đại lý,NV26,Đã giao
DH003886,KH0262,2025-03-16 19:57:00,TMĐT - Tiki,NV02,Đã giao
DH002690,KH0306,2025-03-16 20:04:00,TMĐT - Shopee,NV27,Đã giao
DH003283,KH0447,2025-03-16 22:08:00,TMĐT - Lazada,NV15,Đã giao
DH003553,KH0413,2025-03-16 23:55:00,Bán lẻ trực tiếp,NV25,Đã giao
DH006403,KH0280,2025-03-17 07:08:00,TMĐT - Shopee,NV30,Đã giao
DH009958,KH0249,2025-03-17 08:06:00,Showroom,NV24,Đã giao
DH000881,KH0442,2025-03-17 08:34:00,Đại lý,NV26,Đã giao
DH003069,KH0364,2025-03-17 09:06:00,TMĐT - Lazada,NV24,Đã giao
DH007971,KH0391,2025-03-17 10:40:00,Showroom,NV29,Đã giao
DH008351,KH0138,2025-03-17 14:48:00,Đại lý,NV02,Đã giao
DH000652,KH0070,2025-03-17 16:53:00,Showroom,NV06,Đã giao
DH008992,KH0127,2025-03-17 17:51:00,TMĐT - Tiki,NV08,Đã giao
DH001976,KH0177,2025-03-17 18:50:00,TMĐT - Lazada,NV21,Đã giao
DH000062,KH0391,2025-03-17 21:39:00,Đại lý,NV03,Mới
DH006355,KH0272,2025-03-17 21:47:00,Showroom,NV15,Đã giao
DH002170,KH0183,2025-03-17 22:56:00,Bán lẻ trực tiếp,NV12,Đã giao
DH008496,KH0391,2025-03-17 23:14:00,TMĐT - Lazada,NV26,Đã giao
DH010566,KH0248,2025-03-18 01:11:00,Showroom,NV09,Đã giao
DH002490,KH0141,2025-03-18 03:04:00,TMĐT - Tiki,NV05,Đang xử lý
DH005471,KH0230,2025-03-18 09:49:00,Đại lý,NV24,Đã giao
DH006028,KH0173,2025-03-18 15:51:00,Showroom,NV28,Đã giao
