MaHoaDon,MaDonHang,NgayXuatHoaDon,HanThanhToan,SoTien,DaThu,ConLai
hd000877,dh005933,01/10/2024,13/10/2024,448000.0,448000.0,0.0
HD000878,dh009527,02/10/2024,09/10/2024,12348600.0,12348600.0,0.0
hd000879,dh006015,02/10/2024,13/10/2024,952000.0,388600.0,563400.0
hd000880,dh007946,01/10/2024,13/10/2024,578000.0,578000.0,0.0
HD000881,dh011402,04/10/2024,21/12/2024,101477700.0,67293400.0,34184300.0
hd000882,dh000807,02/10/2024,11/10/2024,408000.0,408000.0,0.0
hd000883,dh006942,04/10/2024,14/10/2024,1025100.0,1025100.0,0.0
hd000884,dh004904,01/10/2024,11/30/2024,192103300.0,93172900.0,98930400.0
hd000885,dh006207,02/10/2024,02/12/2024,147797100.0,147797100.0,0.0
hd000886,dh006045,03/10/2024,15/10/2024,1093000.0,1093000.0,0.0
HD000887,dh010710,04/10/2024,20/12/2024,301139000.0,301139000.0,0.0
HD000888,DH004634,04/10/2024,19/10/2024,2654000.0,2654000.0,0.0
hd000889,dh011358,04/10/2024,28/11/2024,116018500.0,116018500.0,0.0
HD000890,,02/10/2024,10/10/2024,1196800.0,1196800.0,0.0
hd000891,dh004154,02/10/2024,13/10/2024,1940800.0,1940800.0,0.0
hd000892,dh004309,02/10/2024,23/12/2024,75493600.0,75493600.0,0.0
hd000893,,04/10/2024,14/12/2024,176809100.0,117375200.0,59433900.0
hd000894,dh011261,03/10/2024,18/10/2024,4662400.0,4662400.0,0.0
HD000895,dh006408,03/10/2024,13/10/2024,1727200.0,1403800.0,323400.0
hd000896,DH002846,05/10/2024,12/10/2024,3333100.0,3333100.0,0.0
hd000897,dh002294,02/10/2024,12/10/2024,1543000.0,1042300.0,500700.0
HD000898,dh002246,03/10/2024,12/10/2024,1041600.0,1041600.0,0.0
hd000899,dh008704,03/10/2024,13/10/2024,3730400.0,3730400.0,0.0
hd000900,dh011964,02/10/2024,15/10/2024,4314000.0,3123200.0,1190800.0
hd000901,dh002414,03/10/2024,19/11/2024,373276600.0,162837300.0,210439300.0
hd000902,DH900002,06/10/2024,13/10/2024,6701400.0,6701400.0,0.0
hd000903,dh005565,06/10/2024,01/12/2024,267948300.0,171675900.0,96272400.0
hd000904,dh001811,03/10/2024,18/10/2024,1056000.0,1056000.0,0.0
hd000905,dh006146,06/10/2024,02/12/2024,350692400.0,73729700.0,276962700.0
hd000906,dh007309,06/10/2024,13/12/2024,464511000.0,220242400.0,244268600.0
HD000907,dh011524,2024-10-05,17/12/2024,476679500.0,164710600.0,311968900.0
hd000908,dh000179,05/10/2024,04/12/2024,143488200.0,143488200.0,0.0
hd000909,DH004765,06/10/2024,21/12/2024,349166300.0,349166300.0,0.0
hd000910,dh007323,03/10/2024,15/12/2024,807720400.0,807720400.0,0.0
hd000911,dh011837,04/10/2024,12/10/2024,14219100.0,14219100.0,0.0
hd000912,dh009913,06/10/2024,17/12/2024,186451500.0,18996500.0,167455000.0
hd000913,dh001525,2024-10-05,12/10/2024,3564000.0,3564000.0,0.0
hd000914,dh005549,05/10/2024,23/12/2024,628363000.0,336175300.0,292187700.0
HD000915,DH004386,04/10/2024,11/10/2024,410400.0,410400.0,0.0
hd000916,dh001273,05/10/2024,20/10/2024,4641000.0,4641000.0,0.0
HD000917,dh006400,06/10/2024,10/13/2024,1254000.0,1254000.0,0.0
hd000918,,05/10/2024,10/12/2024,746838900.0,237888600.0,508950300.0
hd000919,dh001803,05/10/2024,19/12/2024,308912400.0,106353400.0,202559000.0
HD000920,dh004375,07/10/2024,19/10/2024,510000.0,510000.0,0.0
HD000921,dh005725,05/10/2024,17/10/2024,18267000.0,18267000.0,0.0
hd000922,dh003111,05/10/2024,27/11/2024,242222700.0,194434900.0,47787800.0
hd000923,dh008856,05/10/2024,25/11/2024,288202200.0,288202200.0,0.0
HD000924,dh009462,05/10/2024,12/31/2024,60798000.0,5657000.0,55141000.0
hd000925,dh005014,07/10/2024,05/01/2025,399555900.0,176802700.0,222753200.0
HD000926,dh010269,05/10/2024,30/11/2024,370821200.0,370821200.0,0.0
HD000927,dh005577,05/10/2024,17/10/2024,3661800.0,3661800.0,0.0
HD000928,dh002393,08/10/2024,01/12/2024,36975300.0,36975300.0,0.0
hd000929,,08/10/2024,13/12/2024,76685800.0,56070300.0,20615500.0
HD000930,dh001097,2024-10-07,19/10/2024,3734200.0,3734200.0,0.0
hd000931,dh010916,08/10/2024,16/10/2024,289000.0,289000.0,0.0
hd000932,dh005599,05/10/2024,14/10/2024,4759000.0,3047100.0,1711900.0
hd000933,dh002925,08/10/2024,15/12/2024,617547300.0,559519400.0,58027900.0
hd000934,dh001458,07/10/2024,28/11/2024,606178000.0,24173900.0,582004100.0
hd000935,dh004367,09/10/2024,28/11/2024,204589500.0,204589500.0,0.0
HD000936,DH006409,08/10/2024,12/12/2024,380812400.0,158401800.0,222410600.0
HD000937,dh008228,08/10/2024,25/12/2024,214886100.0,78916700.0,135969400.0
hd000938,dh002510,08/10/2024,25/11/2024,180838800.0,180838800.0,0.0
HD000939,dh006113,09/10/2024,2024-12-21,614452200.0,614452200.0,0.0
hd000940,dh002694,08/10/2024,26/11/2024,172834100.0,62095200.0,110738900.0
hd000941,dh008635,09/10/2024,22/10/2024,558900.0,558900.0,0.0
hd000942,dh009989,07/10/2024,19/10/2024,494600.0,494600.0,0.0
hd000943,dh010631,2024-10-09,21/10/2024,3319000.0,2097700.0,1221300.0
HD000944,DH900009,06/10/2024,20/11/2024,222995600.0,222995600.0,0.0
hd000945,dh003043,07/10/2024,20/10/2024,516000.0,516000.0,0.0
hd000946,dh002861,09/10/2024,22/10/2024,1778000.0,1778000.0,0.0
hd000947,dh009585,09/10/2024,21/10/2024,1141200.0,1141200.0,0.0
hd000948,dh005504,07/10/2024,15/10/2024,2114800.0,2114800.0,0.0
HD000949,dh004078,08/10/2024,24/11/2024,189135600.0,128141500.0,60994100.0
hd000950,dh006199,07/10/2024,24/11/2024,56534000.0,24872900.0,31661100.0
hd000951,dh001026,09/10/2024,19/10/2024,234600.0,234600.0,0.0
HD000952,dh005437,08/10/2024,24/12/2024,153270800.0,115314300.0,37956500.0
HD000953,DH008981,07/10/2024,22/10/2024,3557700.0,3557700.0,0.0
hd000954,dh007925,08/10/2024,18/10/2024,1004000.0,1004000.0,0.0
hd000955,dh005659,09/10/2024,2024-10-23,2872800.0,2872800.0,0.0
hd000956,dh000494,09/10/2024,24/10/2024,1952800.0,767900.0,1184900.0
hd000957,DH010717,08/10/2024,22/10/2024,1585800.0,1585800.0,0.0
hd000958,dh005828,08/10/2024,29/12/2024,186288400.0,186288400.0,0.0
hd000959,DH008092,10/10/2024,18/10/2024,1399000.0,1399000.0,0.0
hd000960,dh000226,09/10/2024,16/10/2024,481200.0,481200.0,0.0
hd000961,dh007202,08/10/2024,12/25/2024,289894600.0,289894600.0,0.0
hd000962,dh000587,08/10/2024,20/12/2024,237762800.0,86890300.0,150872500.0
hd000963,dh011766,10/10/2024,18/10/2024,7195000.0,5608700.0,1586300.0
hd000964,dh002806,10/10/2024,21/10/2024,1740000.0,1740000.0,0.0
hd000965,dh009621,11/10/2024,23/10/2024,2440000.0,2440000.0,0.0
hd000966,dh007678,08/10/2024,12/12/2024,128200400.0,52135800.0,76064600.0
hd000967,dh003825,08/10/2024,12/18/2024,163891800.0,163891800.0,0.0
hd000968,DH002992,08/10/2024,21/10/2024,7557500.0,7557500.0,0.0
HD000969,DH002334,08/10/2024,01/01/2025,157047800.0,157047800.0,0.0
hd000970,DH900000,08/10/2024,06/01/2025,157077000.0,157077000.0,0.0
hd000971,dh007242,10/10/2024,04/12/2024,191829600.0,191829600.0,0.0
HD000972,dh008586,08/10/2024,01/01/2025,474674600.0,375016100.0,99658500.0
hd000973,dh005579,08/10/2024,21/10/2024,8640000.0,8640000.0,0.0
HD000974,dh000835,10/10/2024,11/12/2024,260724700.0,86618100.0,174106600.0
hd000975,dh010170,08/10/2024,16/10/2024,102600.0,102600.0,0.0
hd000976,dh005839,10/10/2024,19/10/2024,2829000.0,2829000.0,0.0
hd000977,dh007889,11/10/2024,26/10/2024,3134700.0,3134700.0,0.0
hd000978,dh008943,10/10/2024,20/10/2024,2116800.0,1145700.0,971100.0
hd000979,dh003141,11/10/2024,08/12/2024,462938000.0,444350100.0,18587900.0
hd000980,dh004680,10/10/2024,18/10/2024,903600.0,903600.0,0.0
hd000981,dh011779,09/10/2024,14/12/2024,305589000.0,305589000.0,0.0
HD000982,DH900006,09/10/2024,17/10/2024,6087000.0,6087000.0,0.0
hd000983,DH005032,09/10/2024,23/12/2024,100417600.0,100417600.0,0.0
hd000984,dh011480,09/10/2024,01/01/2025,480892200.0,361547400.0,119344800.0
hd000985,dh006351,11/10/2024,21/10/2024,761600.0,761600.0,0.0
hd000986,DH011978,11/10/2024,23/10/2024,4392000.0,3398600.0,993400.0
hd000987,dh011496,11/10/2024,22/12/2024,138077600.0,138077600.0,0.0
hd000988,dh006389,12/10/2024,22/10/2024,1527900.0,1527900.0,0.0
hd000989,DH011648,09/10/2024,22/10/2024,3417000.0,3417000.0,0.0
hd000990,dh002075,09/10/2024,21/10/2024,1020000.0,1020000.0,0.0
hd000991,dh008562,10/10/2024,24/10/2024,748000.0,405000.0,343000.0
hd000992,dh007121,09/10/2024,23/10/2024,2502300.0,2502300.0,0.0
hd000993,dh009754,11/10/2024,09/01/2025,411455400.0,301131000.0,110324400.0
hd000994,dh004324,12/10/2024,25/10/2024,2514300.0,2514300.0,0.0
hd000995,,12/10/2024,05/12/2024,49060700.0,8552200.0,40508500.0
hd000996,,11/10/2024,26/10/2024,2348400.0,2348400.0,0.0
hd000997,dh006801,10/10/2024,23/10/2024,2168000.0,2168000.0,0.0
hd000998,dh008102,12/10/2024,25/12/2024,427508200.0,427508200.0,0.0
hd000999,dh008854,12/10/2024,10/20/2024,1688400.0,1688400.0,0.0
HD001000,dh010315,12/10/2024,25/10/2024,1275000.0,1275000.0,0.0
hd001001,dh010231,12/10/2024,28/12/2024,479752100.0,374208500.0,105543600.0
hd001002,dh009136,11/10/2024,20/10/2024,2322200.0,2322200.0,0.0
hd001003,dh004977,13/10/2024,06/12/2024,199483800.0,38077900.0,161405900.0
hd001004,dh009852,10/10/2024,30/11/2024,680326000.0,636889200.0,43436800.0
HD001005,dh003476,11/10/2024,06/01/2025,499854000.0,364643100.0,135210900.0
hd001006,dh008951,10/10/2024,24/12/2024,418640000.0,418640000.0,0.0
hd001007,,11/10/2024,28/11/2024,680344000.0,60550800.0,619793200.0
hd001008,dh003964,11/10/2024,25/10/2024,1562000.0,1562000.0,0.0
HD001009,dh010058,14/10/2024,26/10/2024,4796000.0,4796000.0,0.0
HD001010,dh008813,11/10/2024,15/12/2024,648851700.0,11388300.0,637463400.0
hd001011,,11/10/2024,19/10/2024,256000.0,183900.0,72100.0
hd001012,dh010596,13/10/2024,21/10/2024,1227400.0,1227400.0,0.0
hd001013,dh004950,14/10/2024,24/10/2024,5060700.0,2071600.0,2989100.0
hd001014,dh010707,12/10/2024,23/10/2024,6275200.0,6275200.0,0.0
hd001015,dh009739,14/10/2024,25/12/2024,160379700.0,160379700.0,0.0
HD001016,dh001075,13/10/2024,29/12/2024,116878800.0,116878800.0,0.0
HD001017,dh006873,11/10/2024,25/12/2024,539953400.0,539953400.0,0.0
hd001018,dh008874,13/10/2024,13/12/2024,194907300.0,186234200.0,8673100.0
hd001019,dh009070,14/10/2024,29/10/2024,1334400.0,1334400.0,0.0
hd001020,dh010592,13/10/2024,28/10/2024,4851000.0,4851000.0,0.0
HD001021,dh000443,15/10/2024,20/12/2024,359506400.0,86679100.0,272827300.0
HD001022,dh003399,14/10/2024,04/12/2024,576549000.0,233026400.0,343522600.0
hd001023,dh007630,12/10/2024,24/10/2024,8252800.0,8252800.0,0.0
hd001024,dh005197,13/10/2024,06/01/2025,814567000.0,79557300.0,735009700.0
hd001025,dh007481,14/10/2024,21/10/2024,2033700.0,2033700.0,0.0
hd001026,dh008307,14/10/2024,13/12/2024,431169600.0,431169600.0,0.0
hd001027,dh009229,12/10/2024,23/10/2024,1524000.0,1524000.0,0.0
hd001028,dh007701,13/10/2024,01/01/2025,377482800.0,6161400.0,371321400.0
hd001029,dh007098,14/10/2024,17/12/2024,182307900.0,182307900.0,0.0
hd001030,,15/10/2024,22/10/2024,2653000.0,1061600.0,1591400.0
hd001031,dh005798,14/10/2024,23/10/2024,9005800.0,9005800.0,0.0
hd001032,dh004535,13/10/2024,27/10/2024,829000.0,829000.0,0.0
hd001033,dh003905,12/10/2024,21/10/2024,1627000.0,1627000.0,0.0
HD001034,DH010416,16/10/2024,04/01/2025,81941200.0,49979200.0,31962000.0
hd001035,dh003470,14/10/2024,29/11/2024,480126000.0,382808600.0,97317400.0
hd001036,dh004974,13/10/2024,28/10/2024,1222300.0,1222300.0,0.0
hd001037,DH900001,14/10/2024,09/12/2024,619627900.0,404558000.0,215069900.0
HD001038,dh009560,16/10/2024,28/10/2024,406000.0,406000.0,0.0
hd001039,dh011417,14/10/2024,03/01/2025,382905600.0,339347900.0,43557700.0
hd001040,dh001546,14/10/2024,27/10/2024,2745400.0,2745400.0,0.0
hd001041,dh003155,15/10/2024,07/12/2024,113987700.0,12917700.0,101070000.0
hd001042,dh006204,15/10/2024,04/01/2025,397162600.0,397162600.0,0.0
HD001043,dh007974,14/10/2024,14/12/2024,618043900.0,414844400.0,203199500.0
hd001044,dh001311,14/10/2024,24/10/2024,6392600.0,6392600.0,0.0
hd001045,DH011465,13/10/2024,20/10/2024,2367800.0,2367800.0,0.0
hd001046,dh000424,15/10/2024,01/12/2024,158599100.0,158599100.0,0.0
hd001047,dh005887,14/10/2024,2024-10-21,284400.0,284400.0,0.0
hd001048,,16/10/2024,27/10/2024,10238400.0,10238400.0,0.0
hd001049,dh002223,17/10/2024,29/10/2024,2181000.0,2181000.0,0.0
hd001050,dh003282,16/10/2024,25/10/2024,2754000.0,2754000.0,0.0
hd001051,dh010643,16/10/2024,01/01/2025,491660800.0,491660800.0,0.0
hd001052,dh004207,14/10/2024,12/07/2024,226002800.0,226002800.0,0.0
hd001053,dh000313,17/10/2024,26/10/2024,250000.0,250000.0,0.0
hd001054,dh001440,14/10/2024,21/10/2024,957600.0,426900.0,530700.0
HD001055,dh011637,14/10/2024,07/01/2025,324563200.0,324563200.0,0.0
HD001056,dh001184,16/10/2024,10/25/2024,3110200.0,2377800.0,732400.0
HD001057,DH004447,15/10/2024,22/10/2024,1412700.0,1412700.0,0.0
hd001058,dh010978,18/10/2024,05/01/2025,134606600.0,134606600.0,0.0
hd001059,dh002915,17/10/2024,19/12/2024,140899400.0,86789100.0,54110300.0
hd001060,dh010046,17/10/2024,02/12/2024,361483800.0,43296400.0,318187400.0
hd001061,dh002565,16/10/2024,19/12/2024,202499800.0,169280400.0,33219400.0
HD001062,dh000160,17/10/2024,27/10/2024,386100.0,386100.0,0.0
hd001063,DH900008,16/10/2024,28/10/2024,15255000.0,15255000.0,0.0
hd001064,dh009698,2024-10-18,02/11/2024,1433100.0,1433100.0,0.0
hd001065,dh004159,18/10/2024,16/12/2024,121076600.0,55211600.0,65865000.0
hd001066,dh009681,17/10/2024,29/12/2024,796261800.0,185985500.0,610276300.0
hd001067,DH002355,17/10/2024,25/10/2024,1561000.0,1561000.0,0.0
hd001068,dh005004,18/10/2024,02/12/2024,417011000.0,417011000.0,0.0
hd001069,dh010143,2024-10-17,30/10/2024,7999100.0,7999100.0,0.0
hd001070,dh007245,16/10/2024,19/12/2024,24351600.0,4309300.0,20042300.0
hd001071,DH003041,17/10/2024,01/11/2024,5582800.0,5582800.0,0.0
hd001072,dh008492,18/10/2024,11/02/2024,5068400.0,3808700.0,1259700.0
hd001073,dh006272,15/10/2024,27/10/2024,3679300.0,3679300.0,0.0
HD001074,dh010049,17/10/2024,26/10/2024,11990000.0,11990000.0,0.0
hd001075,DH001650,18/10/2024,02/11/2024,3467000.0,3467000.0,0.0
hd001076,,16/10/2024,24/10/2024,1020000.0,807700.0,212300.0
hd001077,DH001590,16/10/2024,23/10/2024,1647200.0,1647200.0,0.0
hd001078,dh009589,15/10/2024,26/10/2024,3958800.0,3958800.0,0.0
hd001079,dh000216,16/10/2024,25/10/2024,5921800.0,5921800.0,0.0
hd001080,dh003091,16/10/2024,24/10/2024,10902000.0,10902000.0,0.0
hd001081,dh009986,19/10/2024,14/01/2025,633877000.0,633877000.0,0.0
HD001082,dh011416,19/10/2024,28/10/2024,2581200.0,2581200.0,0.0
HD001083,dh000474,19/10/2024,18/12/2024,638191600.0,638191600.0,0.0
hd001084,dh003859,18/10/2024,15/12/2024,145523400.0,119078900.0,26444500.0
HD001085,dh011514,19/10/2024,15/12/2024,665319500.0,665319500.0,0.0
hd001086,dh010716,17/10/2024,26/12/2024,728790200.0,728790200.0,0.0
hd001087,dh011463,16/10/2024,18/12/2024,307519200.0,249438000.0,58081200.0
hd001088,dh000572,20/10/2024,29/12/2024,91058600.0,91058600.0,0.0
hd001089,dh008820,18/10/2024,30/10/2024,699500.0,699500.0,0.0
hd001090,dh000244,18/10/2024,25/10/2024,2746800.0,2746800.0,0.0
hd001091,dh008559,20/10/2024,28/12/2024,214426500.0,214426500.0,0.0
hd001092,dh007046,18/10/2024,02/11/2024,5735400.0,5735400.0,0.0
HD001093,dh003136,17/10/2024,06/01/2025,86832000.0,24190700.0,62641300.0
hd001094,dh001561,18/10/2024,31/10/2024,2040000.0,2040000.0,0.0
hd001095,dh001332,20/10/2024,09/12/2024,255019200.0,112049800.0,142969400.0
hd001096,DH900005,17/10/2024,13/12/2024,54139800.0,54139800.0,0.0
HD001097,dh010218,20/10/2024,04/11/2024,2601900.0,786200.0,1815700.0
hd001098,dh009625,20/10/2024,19/12/2024,410831400.0,410831400.0,0.0
HD001099,dh009435,19/10/2024,28/10/2024,3659400.0,3659400.0,0.0
hd001100,dh006790,18/10/2024,01/11/2024,133000.0,133000.0,0.0
hd001101,dh010553,19/10/2024,01/11/2024,14041800.0,14041800.0,0.0
hd001102,dh004413,19/10/2024,03/11/2024,1769400.0,1769400.0,0.0
hd001103,dh001663,18/10/2024,28/10/2024,3915200.0,3915200.0,0.0
hd001104,dh004776,18/10/2024,05/01/2025,298978600.0,298978600.0,0.0
HD001105,dh010911,18/10/2024,01/11/2024,4736600.0,4736600.0,0.0
HD001106,dh001321,20/10/2024,29/10/2024,285000.0,215900.0,69100.0
HD001107,dh006690,19/10/2024,27/10/2024,1140000.0,1140000.0,0.0
hd001108,dh005155,20/10/2024,04/12/2024,345307800.0,345307800.0,0.0
hd001109,dh003705,21/10/2024,26/12/2024,652958500.0,354813700.0,298144800.0
hd001110,dh011243,19/10/2024,26/12/2024,264903600.0,179338500.0,85565100.0
HD001111,dh005446,19/10/2024,01/11/2024,1403000.0,1403000.0,0.0
hd001112,dh004030,18/10/2024,02/11/2024,605400.0,605400.0,0.0
hd001113,dh011172,19/10/2024,30/10/2024,294000.0,294000.0,0.0
HD001114,dh007271,21/10/2024,04/11/2024,1716000.0,1716000.0,0.0
HD001115,dh008045,20/10/2024,04/01/2025,450570900.0,450570900.0,0.0
HD001116,dh004276,20/10/2024,27/10/2024,297000.0,297000.0,0.0
hd001117,dh000077,19/10/2024,13/01/2025,67094300.0,67094300.0,0.0
HD001118,dh010324,21/10/2024,11/01/2025,125493100.0,125493100.0,0.0
HD001119,dh011873,19/10/2024,02/11/2024,3907800.0,3907800.0,0.0
hd001120,dh004344,20/10/2024,29/10/2024,442800.0,442800.0,0.0
hd001121,dh009576,21/10/2024,03/01/2025,105039000.0,47261100.0,57777900.0
hd001122,dh010207,22/10/2024,04/11/2024,3321300.0,3321300.0,0.0
hd001123,DH001036,22/10/2024,30/10/2024,2784700.0,2784700.0,0.0
hd001124,DH009742,21/10/2024,04/11/2024,2866000.0,2511300.0,354700.0
HD001125,dh005008,22/10/2024,2025-01-06,303284800.0,59349400.0,243935400.0
hd001126,dh001560,22/10/2024,06/11/2024,11574500.0,7897700.0,3676800.0
HD001127,dh005040,20/10/2024,03/11/2024,1739400.0,1739400.0,0.0
hd001128,dh000761,20/10/2024,02/11/2024,3234000.0,3234000.0,0.0
hd001129,dh004156,22/10/2024,29/12/2024,52705600.0,31654300.0,21051300.0
hd001130,dh008047,19/10/2024,26/10/2024,6754100.0,6754100.0,0.0
hd001131,dh004527,20/10/2024,10/01/2025,586171200.0,586171200.0,0.0
hd001132,dh007296,19/10/2024,29/12/2024,184103200.0,184103200.0,0.0
hd001133,dh002353,21/10/2024,14/01/2025,277417600.0,52877700.0,224539900.0
HD001134,,22/10/2024,01/11/2024,9944000.0,9944000.0,0.0
hd001135,dh001072,20/10/2024,27/12/2024,307803700.0,307803700.0,0.0
hd001136,DH003583,21/10/2024,22/12/2024,249017900.0,249017900.0,0.0
hd001137,DH900001,22/10/2024,20/12/2024,100329800.0,36597400.0,63732400.0
hd001138,dh005245,21/10/2024,13/12/2024,237311600.0,237311600.0,0.0
hd001139,DH002480,22/10/2024,01/11/2024,5478000.0,5478000.0,0.0
hd001140,dh006334,20/10/2024,11/02/2024,2577000.0,2025100.0,551900.0
hd001141,dh001492,20/10/2024,04/11/2024,1675800.0,1675800.0,0.0
hd001142,DH001547,21/10/2024,04/11/2024,7421500.0,7421500.0,0.0
hd001143,dh010314,21/10/2024,16/01/2025,376793800.0,62320100.0,314473700.0
hd001144,dh008316,20/10/2024,08/12/2024,58650000.0,58650000.0,0.0
hd001145,dh005593,21/10/2024,06/01/2025,62647200.0,28330500.0,34316700.0
hd001146,dh003079,21/10/2024,11/01/2025,392203600.0,392203600.0,0.0
hd001147,,20/10/2024,28/10/2024,3633000.0,3633000.0,0.0
HD001148,dh005442,21/10/2024,06/01/2025,100355300.0,100355300.0,0.0
HD001149,dh002548,23/10/2024,06/01/2025,314156000.0,314156000.0,0.0
hd001150,dh000475,24/10/2024,15/12/2024,524137200.0,524137200.0,0.0
hd001151,dh011367,23/10/2024,16/12/2024,285718200.0,285718200.0,0.0
HD001152,dh002416,21/10/2024,13/01/2025,45702000.0,30684600.0,15017400.0
hd001153,dh003880,24/10/2024,08/11/2024,1627000.0,1627000.0,0.0
hd001154,dh007822,21/10/2024,04/11/2024,561000.0,561000.0,0.0
hd001155,DH001050,23/10/2024,15/12/2024,470881800.0,470881800.0,0.0
hd001156,dh011199,21/10/2024,10/12/2024,450060400.0,450060400.0,0.0
HD001157,dh004560,24/10/2024,01/11/2024,263700.0,263700.0,0.0
hd001158,dh004739,24/10/2024,08/01/2025,413785100.0,240078700.0,173706400.0
hd001159,dh009456,23/10/2024,06/11/2024,2084200.0,2084200.0,0.0
hd001160,dh005512,10/24/2024,27/12/2024,467544000.0,309610800.0,157933200.0
HD001161,dh006058,21/10/2024,31/12/2024,165866800.0,86573300.0,79293500.0
hd001162,DH900000,24/10/2024,05/11/2024,310000.0,310000.0,0.0
hd001163,dh000002,22/10/2024,01/11/2024,2693700.0,2693700.0,0.0
HD001164,dh009147,22/10/2024,14/01/2025,269743200.0,269743200.0,0.0
hd001165,dh010865,10/24/2024,12/12/2024,354489100.0,145770100.0,208719000.0
hd001166,DH000559,22/10/2024,02/11/2024,350600.0,350600.0,0.0
hd001167,dh001287,23/10/2024,31/10/2024,2740000.0,2740000.0,0.0
hd001168,dh011406,24/10/2024,31/10/2024,817500.0,792500.0,25000.0
hd001169,dh011050,23/10/2024,18/01/2025,1041111500.0,1041111500.0,0.0
hd001170,dh000455,25/10/2024,06/11/2024,3715000.0,3715000.0,0.0
HD001171,dh000146,23/10/2024,19/01/2025,130733000.0,130733000.0,0.0
hd001172,dh011537,22/10/2024,01/11/2024,3671100.0,1457300.0,2213800.0
hd001173,dh011588,22/10/2024,18/12/2024,155498000.0,51172100.0,104325900.0
HD001174,dh005613,24/10/2024,09/12/2024,149398000.0,109921200.0,39476800.0
hd001175,dh000052,24/10/2024,05/11/2024,2319600.0,2319600.0,0.0
hd001176,dh002600,24/10/2024,08/11/2024,508100.0,508100.0,0.0
hd001177,DH008733,22/10/2024,17/12/2024,226372400.0,206993800.0,19378600.0
hd001178,dh011990,23/10/2024,02/11/2024,2468700.0,2468700.0,0.0
hd001179,dh008536,22/10/2024,25/12/2024,302586700.0,279237700.0,23349000.0
HD001180,dh003032,23/10/2024,13/12/2024,151815000.0,141462000.0,10353000.0
hd001181,dh000880,23/10/2024,31/12/2024,163754400.0,58589400.0,105165000.0
hd001182,dh004928,24/10/2024,13/01/2025,473703000.0,473703000.0,0.0
hd001183,dh001581,22/10/2024,03/11/2024,186000.0,186000.0,0.0
hd001184,dh000215,24/10/2024,14/01/2025,163114000.0,97180700.0,65933300.0
HD001185,DH002079,22/10/2024,02/11/2024,3100000.0,3100000.0,0.0
hd001186,dh003024,24/10/2024,08/11/2024,2052000.0,2052000.0,0.0
HD001187,dh007362,23/10/2024,02/11/2024,1776400.0,1776400.0,0.0
hd001188,dh000711,24/10/2024,24/12/2024,185577600.0,113590100.0,71987500.0
hd001189,dh000947,2024-10-25,04/11/2024,1244000.0,501300.0,742700.0
HD001190,dh006483,25/10/2024,02/11/2024,270000.0,270000.0,0.0
hd001191,,23/10/2024,03/01/2025,404220600.0,404220600.0,0.0
hd001192,DH004784,25/10/2024,11/05/2024,244800.0,244800.0,0.0
HD001193,dh009970,26/10/2024,03/01/2025,141088000.0,90378100.0,50709900.0
hd001194,dh006762,23/10/2024,31/12/2024,209379400.0,149011800.0,60367600.0
HD001195,dh005185,25/10/2024,06/01/2025,178053400.0,178053400.0,0.0
hd001196,dh003353,24/10/2024,28/12/2024,78769400.0,41768200.0,37001200.0
hd001197,dh007111,26/10/2024,02/11/2024,3681000.0,3681000.0,0.0
HD001198,dh001920,24/10/2024,12/12/2024,284658000.0,86342600.0,198315400.0
hd001199,dh011395,24/10/2024,03/11/2024,1929200.0,1929200.0,0.0
hd001200,dh007802,24/10/2024,31/10/2024,7701000.0,7701000.0,0.0
hd001201,dh002883,24/10/2024,2025-01-03,437848300.0,143318500.0,294529800.0
HD001202,DH900008,26/10/2024,05/11/2024,1723500.0,1723500.0,0.0
hd001203,dh000622,2024-10-25,16/01/2025,289873500.0,89071700.0,200801800.0
hd001204,DH900004,25/10/2024,07/11/2024,17361500.0,17361500.0,0.0
hd001205,DH900000,26/10/2024,04/11/2024,203400.0,203400.0,0.0
HD001206,dh005391,26/10/2024,29/12/2024,366164000.0,366164000.0,0.0
hd001207,dh003850,26/10/2024,02/01/2025,365673900.0,365673900.0,0.0
hd001208,dh004544,24/10/2024,02/11/2024,1228600.0,1228600.0,0.0
hd001209,dh001408,25/10/2024,08/11/2024,111000.0,111000.0,0.0
HD001210,dh011980,27/10/2024,14/12/2024,410005100.0,191652400.0,218352700.0
hd001211,dh009204,26/10/2024,02/01/2025,331624400.0,331624400.0,0.0
hd001212,dh008713,24/10/2024,16/12/2024,76097000.0,76097000.0,0.0
hd001213,,27/10/2024,18/12/2024,238930600.0,191149200.0,47781400.0
hd001214,dh007015,25/10/2024,04/11/2024,2895000.0,2895000.0,0.0
hd001215,DH900005,27/10/2024,18/01/2025,319039000.0,319039000.0,0.0
HD001216,dh004282,25/10/2024,07/11/2024,13055100.0,13055100.0,0.0
hd001217,dh001843,24/10/2024,03/11/2024,2416000.0,2416000.0,0.0
hd001218,dh006210,27/10/2024,09/01/2025,292824400.0,292824400.0,0.0
hd001219,dh001760,24/10/2024,11/12/2024,232342200.0,232342200.0,0.0
hd001220,dh010855,26/10/2024,31/12/2024,473581300.0,225496900.0,248084400.0
hd001221,DH900007,26/10/2024,10/01/2025,451340000.0,451340000.0,0.0
hd001222,DH000511,24/10/2024,03/11/2024,1491100.0,1491100.0,0.0
