MaHoaDon,MaDonHang,NgayXuatHoaDon,HanThanhToan,SoTien,DaThu,ConLai
HD000645,DH002225,2024-09-16 21:53:00,2024-12-10 21:53:00,168688000.0,109276500.0,59411500.0
HD000646,DH011697,2024-09-15 22:54:00,2024-09-22 22:54:00,309400.0,309400.0,0.0
HD000647,DH006277,2024-09-16 00:17:00,2024-09-25 00:17:00,2315200.0,2315200.0,0.0
HD000648,DH004987,2024-09-18 00:24:00,2024-11-25 00:24:00,433862600.0,433862600.0,0.0
HD000649,DH006924,2024-09-17 00:25:00,2024-10-01 00:25:00,296400.0,296400.0,0.0
HD000650,DH005283,2024-09-18 01:59:00,2024-09-27 01:59:00,1558400.0,1558400.0,0.0
HD000651,DH007058,2024-09-19 02:03:00,2024-09-28 02:03:00,2667000.0,2667000.0,0.0
HD000652,DH000050,2024-09-16 12:47:00,2024-09-23 12:47:00,4812800.0,4812800.0,0.0
HD000653,DH010764,2024-09-17 13:16:00,2024-11-22 13:16:00,525661000.0,525661000.0,0.0
HD000654,DH004129,2024-09-19 15:57:00,2024-10-04 15:57:00,1764000.0,1723700.0,40300.0
HD000655,DH000523,2024-09-16 19:51:00,2024-10-01 19:51:00,984800.0,984800.0,0.0
HD000656,DH011234,2024-09-19 19:54:00,2024-12-01 19:54:00,584483000.0,274435100.0,310047900.0
HD000657,DH001206,2024-09-17 20:09:00,2024-11-22 20:09:00,329646100.0,222833700.0,106812400.0
HD000658,DH000929,2024-09-16 20:54:00,2024-11-11 20:54:00,471234000.0,395034700.0,76199300.0
HD000659,DH009222,2024-09-18 22:10:00,2024-11-03 22:10:00,720981600.0,720981600.0,0.0
HD000660,DH002218,2024-09-20 04:26:00,2024-10-04 04:26:00,1930000.0,1930000.0,0.0
HD000661,DH001359,2024-09-20 04:31:00,2024-09-29 04:31:00,8550000.0,8550000.0,0.0
HD000662,DH000004,2024-09-18 07:15:00,2024-09-30 07:15:00,2373300.0,2373300.0,0.0
HD000663,DH011274,2024-09-18 08:33:00,2024-11-17 08:33:00,367802100.0,201984700.0,165817400.0
HD000664,DH008513,2024-09-19 13:20:00,2024-09-27 13:20:00,1077900.0,1077900.0,0.0
HD000665,DH009856,2024-09-17 13:43:00,2024-09-28 13:43:00,1932400.0,1932400.0,0.0
HD000666,DH011333,2024-09-18 15:14:00,2024-09-29 15:14:00,2901000.0,2901000.0,0.0
HD000667,DH003968,2024-09-18 15:41:00,2024-10-03 15:41:00,128000.0,128000.0,0.0
HD000668,DH011085,2024-09-19 17:51:00,2024-11-11 17:51:00,65318200.0,65318200.0,0.0
HD000669,DH004321,2024-09-18 18:25:00,2024-09-27 18:25:00,2449700.0,2449700.0,0.0
HD000670,DH009701,2024-09-17 20:36:00,2024-09-26 20:36:00,6158500.0,6158500.0,0.0
HD000671,DH000249,2024-09-20 21:08:00,2024-09-29 21:08:00,294000.0,294000.0,0.0
HD000672,DH011088,2024-09-19 21:42:00,2024-09-28 21:42:00,5124700.0,26600.0,5098100.0
HD000673,DH002884,2024-09-17 21:54:00,2024-11-24 21:54:00,169567000.0,169567000.0,0.0
HD000674,DH006252,2024-09-17 22:21:00,2024-09-24 22:21:00,912600.0,912600.0,0.0
HD000675,DH001892,2024-09-20 22:31:00,2024-10-05 22:31:00,9953500.0,8552300.0,1401200.0
HD000676,DH010167,2024-09-20 01:04:00,2024-12-03 01:04:00,126075000.0,101409300.0,24665700.0
HD000677,DH007867,2024-09-19 02:09:00,2024-09-30 02:09:00,185200.0,185200.0,0.0
HD000678,DH010365,2024-09-19 04:24:00,2024-09-26 04:24:00,324000.0,114900.0,209100.0
HD000679,DH003536,2024-09-21 06:24:00,2024-11-22 06:24:00,98118600.0,41323500.0,56795100.0
HD000680,DH000268,2024-09-19 11:35:00,2024-11-24 11:35:00,86904000.0,71417600.0,15486400.0
HD000681,DH011404,2024-09-18 11:55:00,2024-10-03 11:55:00,421200.0,421200.0,0.0
HD000682,DH003160,2024-09-19 11:59:00,2024-12-11 11:59:00,326314200.0,229208300.0,97105900.0
HD000683,DH002040,2024-09-18 12:21:00,2024-09-26 12:21:00,2924300.0,2924300.0,0.0
HD000684,DH006698,2024-09-19 12:34:00,2024-12-18 12:34:00,404719000.0,96734400.0,307984600.0
HD000685,DH011478,2024-09-19 14:10:00,2024-11-11 14:10:00,123627500.0,49072500.0,74555000.0
HD000686,DH006499,2024-09-19 15:17:00,2024-11-24 15:17:00,264596400.0,175754200.0,88842200.0
HD000687,DH011433,2024-09-21 16:30:00,2024-10-04 16:30:00,588000.0,588000.0,0.0
HD000688,DH010027,2024-09-20 17:06:00,2024-12-04 17:06:00,191626200.0,191626200.0,0.0
HD000689,DH000204,2024-09-19 20:13:00,2024-09-26 20:13:00,2329400.0,2329400.0,0.0
HD000690,DH001912,2024-09-21 21:56:00,2024-12-10 21:56:00,247614900.0,191677500.0,55937400.0
HD000691,DH003909,2024-09-21 23:34:00,2024-10-06 23:34:00,3174000.0,3174000.0,0.0
HD000692,DH005409,2024-09-20 23:37:00,2024-12-11 23:37:00,450406400.0,450406400.0,0.0
HD000693,DH011886,2024-09-18 23:43:00,2024-10-01 23:43:00,2142000.0,2142000.0,0.0
HD000694,DH008435,2024-09-21 00:01:00,2024-10-06 00:01:00,230200.0,230200.0,0.0
HD000695,DH003052,2024-09-19 00:40:00,2024-09-28 00:40:00,2422600.0,1850400.0,572200.0
HD000696,DH011311,2024-09-20 00:47:00,2024-12-17 00:47:00,227652500.0,227652500.0,0.0
HD000697,DH008259,2024-09-20 01:23:00,2024-10-03 01:23:00,4308800.0,3115700.0,1193100.0
HD000698,DH003791,2024-09-22 09:11:00,2024-11-13 09:11:00,426169300.0,356732800.0,69436500.0
HD000699,DH010585,2024-09-22 09:44:00,2024-11-09 09:44:00,378659000.0,378659000.0,0.0
HD000700,DH003151,2024-09-22 12:19:00,2024-10-05 12:19:00,1323000.0,1323000.0,0.0
HD000701,DH003341,2024-09-19 12:55:00,2024-11-24 12:55:00,145369500.0,20905800.0,124463700.0
HD000702,DH004745,2024-09-21 15:04:00,2024-09-30 15:04:00,590000.0,590000.0,0.0
HD000703,DH004245,2024-09-22 15:14:00,2024-12-18 15:14:00,306977100.0,229892300.0,77084800.0
HD000704,DH003261,2024-09-20 15:40:00,2024-10-02 15:40:00,153900.0,51600.0,102300.0
HD000705,DH006609,2024-09-20 19:18:00,2024-10-02 19:18:00,1862400.0,1862400.0,0.0
HD000706,DH010318,2024-09-20 22:23:00,2024-11-23 22:23:00,197186000.0,42645900.0,154540100.0
HD000707,DH010841,2024-09-22 22:53:00,2024-11-11 22:53:00,99548400.0,99548400.0,0.0
HD000708,DH005513,2024-09-19 23:44:00,2024-10-03 23:44:00,1023400.0,1023400.0,0.0
HD000709,DH000990,2024-09-22 03:49:00,2024-09-30 03:49:00,4410400.0,4410400.0,0.0
HD000710,DH009010,2024-09-23 04:03:00,2024-11-29 04:03:00,555438500.0,555438500.0,0.0
HD000711,DH011912,2024-09-21 05:13:00,2024-11-20 05:13:00,255924800.0,255924800.0,0.0
HD000712,DH008171,2024-09-22 05:27:00,2024-11-23 05:27:00,112559800.0,112559800.0,0.0
HD000713,DH001187,2024-09-21 08:21:00,2024-10-01 08:21:00,531800.0,531800.0,0.0
HD000714,DH002544,2024-09-22 10:23:00,2024-10-07 10:23:00,2380000.0,2380000.0,0.0
HD000715,DH002758,2024-09-22 10:37:00,2024-10-02 10:37:00,3767000.0,3767000.0,0.0
HD000716,DH010558,2024-09-20 10:55:00,2024-09-28 10:55:00,6663300.0,6663300.0,0.0
HD000717,DH005434,2024-09-20 11:21:00,2024-10-04 11:21:00,5964000.0,5964000.0,0.0
HD000718,DH000656,2024-09-20 11:51:00,2024-12-17 11:51:00,1005713800.0,36209500.0,969504300.0
HD000719,DH008203,2024-09-21 18:36:00,2024-09-28 18:36:00,4543500.0,4543500.0,0.0
HD000720,DH007021,2024-09-21 22:37:00,2024-10-05 22:37:00,424600.0,424600.0,0.0
HD000721,DH002766,2024-09-24 00:04:00,2024-12-13 00:04:00,300599900.0,220729300.0,79870600.0
HD000722,DH000357,2024-09-23 00:09:00,2024-09-30 00:09:00,410400.0,410400.0,0.0
HD000723,DH010031,2024-09-23 03:32:00,2024-10-06 03:32:00,2475000.0,2475000.0,0.0
HD000724,DH003700,2024-09-21 03:38:00,2024-09-30 03:38:00,13092600.0,13092600.0,0.0
HD000725,DH001448,2024-09-21 05:00:00,2024-12-13 05:00:00,466423600.0,118862200.0,347561400.0
HD000726,DH005475,2024-09-24 06:00:00,2024-10-09 06:00:00,2331000.0,2331000.0,0.0
HD000727,DH003439,2024-09-24 09:21:00,2024-11-15 09:21:00,365109500.0,365109500.0,0.0
HD000728,DH004113,2024-09-24 11:58:00,2024-11-29 11:58:00,367222500.0,13156400.0,354066100.0
HD000729,DH002653,2024-09-23 12:53:00,2024-09-30 12:53:00,6266200.0,6266200.0,0.0
HD000730,DH004227,2024-09-22 14:27:00,2024-11-29 14:27:00,184892000.0,163011100.0,21880900.0
HD000731,DH002661,2024-09-23 18:50:00,2024-10-03 18:50:00,4403700.0,4403700.0,0.0
HD000732,DH009361,2024-09-21 20:11:00,2024-12-16 20:11:00,88161200.0,88161200.0,0.0
HD000733,DH010303,2024-09-24 20:23:00,2024-12-21 20:23:00,127845800.0,127845800.0,0.0
HD000734,DH007432,2024-09-24 21:46:00,2024-10-03 21:46:00,104000.0,104000.0,0.0
HD000735,DH001794,2024-09-22 02:14:00,2024-11-25 02:14:00,440667000.0,440667000.0,0.0
HD000736,DH006182,2024-09-25 05:01:00,2024-10-09 05:01:00,1139000.0,1139000.0,0.0
HD000737,DH001257,2024-09-24 05:11:00,2024-11-28 05:11:00,121675700.0,24024200.0,97651500.0
HD000738,DH004909,2024-09-22 08:55:00,2024-12-01 08:55:00,337016900.0,209855000.0,127161900.0
HD000739,DH008112,2024-09-24 09:28:00,2024-10-02 09:28:00,2028000.0,2028000.0,0.0
HD000740,DH003717,2024-09-23 09:49:00,2024-09-30 09:49:00,1785000.0,1785000.0,0.0
HD000741,DH002873,2024-09-25 09:53:00,2024-12-04 09:53:00,156216800.0,153532000.0,2684800.0
HD000742,DH010446,2024-09-22 09:59:00,2024-12-05 09:59:00,277024200.0,277024200.0,0.0
HD000743,DH005851,2024-09-23 11:21:00,2024-10-02 11:21:00,870400.0,373600.0,496800.0
HD000744,DH011010,2024-09-23 13:27:00,2024-10-06 13:27:00,802800.0,98600.0,704200.0
HD000745,DH002829,2024-09-24 16:28:00,2024-12-01 16:28:00,104391600.0,104391600.0,0.0
HD000746,DH004824,2024-09-23 17:01:00,2024-09-30 17:01:00,4849500.0,4849500.0,0.0
HD000747,DH006992,2024-09-22 20:31:00,2024-10-03 20:31:00,360000.0,332500.0,27500.0
HD000748,DH011365,2024-09-22 22:29:00,2024-11-25 22:29:00,660668400.0,311738900.0,348929500.0
HD000749,DH003209,2024-09-23 01:38:00,2024-11-15 01:38:00,378785000.0,371739000.0,7046000.0
HD000750,DH011611,2024-09-25 02:07:00,2024-11-15 02:07:00,119845800.0,119845800.0,0.0
HD000751,DH007255,2024-09-23 05:06:00,2024-10-01 05:06:00,7429000.0,7429000.0,0.0
HD000752,DH003408,2024-09-26 07:02:00,2024-10-03 07:02:00,1935200.0,1888300.0,46900.0
HD000753,DH003397,2024-09-24 07:18:00,2024-10-07 07:18:00,2785500.0,2785500.0,0.0
HD000754,DH010398,2024-09-24 07:36:00,2024-11-16 07:36:00,227737200.0,105813800.0,121923400.0
HD000755,DH007804,2024-09-23 08:58:00,2024-12-03 08:58:00,234973700.0,234973700.0,0.0
HD000756,DH000496,2024-09-26 11:31:00,2024-10-04 11:31:00,5131400.0,4858700.0,272700.0
HD000757,DH006941,2024-09-25 12:07:00,2024-11-26 12:07:00,549718500.0,373807400.0,175911100.0
HD000758,DH001522,2024-09-24 13:04:00,2024-10-02 13:04:00,6786000.0,6786000.0,0.0
HD000759,DH007418,2024-09-26 18:07:00,2024-10-07 18:07:00,934200.0,934200.0,0.0
HD000760,DH011368,2024-09-26 23:09:00,2024-10-04 23:09:00,2078400.0,2078400.0,0.0
HD000761,DH000482,2024-09-26 02:34:00,2024-10-10 02:34:00,15142000.0,15142000.0,0.0
HD000762,DH009765,2024-09-26 04:58:00,2024-10-09 04:58:00,1083300.0,1083300.0,0.0
HD000763,DH005582,2024-09-27 06:31:00,2024-12-05 06:31:00,388897000.0,388897000.0,0.0
HD000764,DH007674,2024-09-24 06:36:00,2024-12-04 06:36:00,296571800.0,296571800.0,0.0
HD000765,DH003919,2024-09-26 06:46:00,2024-10-10 06:46:00,5140800.0,5140800.0,0.0
HD000766,DH003175,2024-09-27 07:08:00,2024-11-30 07:08:00,91974600.0,71471800.0,20502800.0
HD000767,DH000084,2024-09-25 08:09:00,2024-11-09 08:09:00,369246400.0,318851100.0,50395300.0
HD000768,DH007365,2024-09-27 15:38:00,2024-10-04 15:38:00,1331100.0,1331100.0,0.0
HD000769,DH008404,2024-09-25 17:30:00,2024-11-15 17:30:00,151883000.0,107381500.0,44501500.0
HD000770,DH004636,2024-09-26 18:01:00,2024-10-06 18:01:00,1368000.0,1368000.0,0.0
HD000771,DH010796,2024-09-26 18:29:00,2024-11-12 18:29:00,167380400.0,167380400.0,0.0
HD000772,DH005301,2024-09-24 18:32:00,2024-11-08 18:32:00,980817000.0,980817000.0,0.0
HD000773,DH005025,2024-09-27 19:36:00,2024-10-12 19:36:00,2371600.0,2371600.0,0.0
HD000774,DH006167,2024-09-25 19:45:00,2024-10-07 19:45:00,925400.0,925400.0,0.0
HD000775,DH011162,2024-09-25 20:18:00,2024-11-11 20:18:00,494947800.0,448017100.0,46930700.0
HD000776,DH011090,2024-09-27 20:25:00,2024-12-11 20:25:00,353305400.0,353305400.0,0.0
HD000777,DH011019,2024-09-26 21:42:00,2024-11-25 21:42:00,449262600.0,221471700.0,227790900.0
HD000778,DH011769,2024-09-27 23:45:00,2024-11-19 23:45:00,831431500.0,831431500.0,0.0
HD000779,DH002240,2024-09-25 23:53:00,2024-10-07 23:53:00,287300.0,287300.0,0.0
HD000780,DH010519,2024-09-28 03:31:00,2024-10-06 03:31:00,442300.0,442300.0,0.0
HD000781,DH004058,2024-09-28 04:13:00,2024-10-11 04:13:00,5070600.0,5070600.0,0.0
HD000782,DH001676,2024-09-26 04:55:00,2024-12-25 04:55:00,390710300.0,227336400.0,163373900.0
HD000783,DH006139,2024-09-27 04:55:00,2024-12-15 04:55:00,397024500.0,97428100.0,299596400.0
HD000784,DH000144,2024-09-28 05:58:00,2024-10-11 05:58:00,1311700.0,1298800.0,12900.0
HD000785,DH009291,2024-09-26 07:20:00,2024-11-24 07:20:00,16236400.0,11755700.0,4480700.0
HD000786,DH001890,2024-09-26 13:16:00,2024-10-07 13:16:00,518700.0,518700.0,0.0
HD000787,DH003056,2024-09-28 13:36:00,2024-10-10 13:36:00,1241100.0,1241100.0,0.0
HD000788,DH004264,2024-09-27 13:42:00,2024-12-26 13:42:00,102094100.0,102094100.0,0.0
HD000789,DH008966,2024-09-27 13:54:00,2024-12-05 13:54:00,231671600.0,29061300.0,202610300.0
HD000790,DH005517,2024-09-27 14:24:00,2024-10-05 14:24:00,5499000.0,3555700.0,1943300.0
HD000791,DH011340,2024-09-27 15:07:00,2024-10-10 15:07:00,3102500.0,3102500.0,0.0
HD000792,DH001022,2024-09-27 15:30:00,2024-12-06 15:30:00,292741600.0,292741600.0,0.0
HD000793,DH009089,2024-09-28 20:55:00,2024-11-23 20:55:00,603692000.0,299405600.0,304286400.0
HD000794,DH001695,2024-09-25 22:34:00,2024-11-27 22:34:00,195887600.0,195887600.0,0.0
HD000795,DH006254,2024-09-29 01:05:00,2024-12-16 01:05:00,110542500.0,110542500.0,0.0
HD000796,DH011058,2024-09-26 02:08:00,2024-10-11 02:08:00,148200.0,148200.0,0.0
HD000797,DH001624,2024-09-27 04:20:00,2024-12-11 04:20:00,113945000.0,113945000.0,0.0
HD000798,DH010757,2024-09-29 04:31:00,2024-10-13 04:31:00,4720500.0,4720500.0,0.0
HD000799,DH008669,2024-09-26 05:01:00,2024-11-14 05:01:00,386030100.0,85369000.0,300661100.0
HD000800,DH006588,2024-09-29 05:02:00,2024-10-07 05:02:00,11253200.0,11253200.0,0.0
HD000801,DH006659,2024-09-26 05:38:00,2024-10-08 05:38:00,2620800.0,1578500.0,1042300.0
HD000802,DH000452,2024-09-28 05:57:00,2024-10-09 05:57:00,6077000.0,3191700.0,2885300.0
HD000803,DH011602,2024-09-28 09:18:00,2024-10-10 09:18:00,1617000.0,1617000.0,0.0
HD000804,DH004435,2024-09-27 09:49:00,2024-12-23 09:49:00,240550000.0,44957800.0,195592200.0
HD000805,DH002497,2024-09-28 15:02:00,2024-11-17 15:02:00,50950000.0,39562300.0,11387700.0
HD000806,DH009547,2024-09-27 17:01:00,2024-10-07 17:01:00,388700.0,388700.0,0.0
HD000807,DH001374,2024-09-29 18:26:00,2024-10-06 18:26:00,2846400.0,2846400.0,0.0
HD000808,DH007083,2024-09-26 18:33:00,2024-12-22 18:33:00,371934400.0,367757200.0,4177200.0
HD000809,DH007210,2024-09-29 00:04:00,2024-10-10 00:04:00,1762200.0,1762200.0,0.0
HD000810,DH003580,2024-09-27 00:19:00,2024-12-07 00:19:00,984090200.0,808085300.0,176004900.0
HD000811,DH006193,2024-09-28 04:20:00,2024-10-08 04:20:00,259000.0,259000.0,0.0
HD000812,DH004941,2024-09-27 06:52:00,2024-10-06 06:52:00,368500.0,368500.0,0.0
HD000813,DH002804,2024-09-29 07:42:00,2024-10-13 07:42:00,2580000.0,2580000.0,0.0
HD000814,DH008409,2024-09-28 09:50:00,2024-12-06 09:50:00,108093200.0,71021400.0,37071800.0
HD000815,DH005303,2024-09-28 12:21:00,2024-12-05 12:21:00,206292200.0,87172200.0,119120000.0
HD000816,DH003410,2024-09-28 12:41:00,2024-10-13 12:41:00,2531000.0,2531000.0,0.0
HD000817,DH005535,2024-09-29 13:18:00,2024-12-13 13:18:00,55200400.0,55200400.0,0.0
HD000818,DH009531,2024-09-28 14:16:00,2024-12-12 14:16:00,190868400.0,120212800.0,70655600.0
HD000819,DH005735,2024-09-27 14:17:00,2024-10-12 14:17:00,1530900.0,1530900.0,0.0
HD000820,DH009227,2024-09-29 17:24:00,2024-10-08 17:24:00,4390200.0,226200.0,4164000.0
HD000821,DH003230,2024-09-28 18:02:00,2024-10-06 18:02:00,5134000.0,5134000.0,0.0
HD000822,DH009955,2024-09-27 19:20:00,2024-10-09 19:20:00,16753200.0,16753200.0,0.0
HD000823,DH005143,2024-09-28 02:17:00,2024-10-06 02:17:00,1370000.0,903300.0,466700.0
HD000824,DH004036,2024-10-01 02:36:00,2024-11-22 02:36:00,239738400.0,163648900.0,76089500.0
HD000825,DH005548,2024-10-01 03:23:00,2024-10-10 03:23:00,4222000.0,4222000.0,0.0
HD000826,DH011263,2024-09-29 03:26:00,2024-10-06 03:26:00,1852000.0,1852000.0,0.0
HD000827,DH006742,2024-09-30 03:50:00,2024-10-10 03:50:00,124200.0,124200.0,0.0
HD000828,DH007892,2024-09-30 07:45:00,2024-10-08 07:45:00,1379400.0,1379400.0,0.0
HD000829,DH000672,2024-09-29 07:53:00,2024-12-15 07:53:00,211819200.0,173257600.0,38561600.0
HD000830,DH009181,2024-09-29 09:49:00,2024-11-23 09:49:00,173204400.0,55004000.0,118200400.0
HD000831,DH009254,2024-09-28 16:48:00,2024-11-29 16:48:00,426918400.0,341433500.0,85484900.0
HD000832,DH008802,2024-10-01 19:55:00,2024-10-15 19:55:00,767600.0,767600.0,0.0
HD000833,DH007542,2024-10-01 20:07:00,2024-10-10 20:07:00,1688200.0,1688200.0,0.0
HD000834,DH005617,2024-09-28 21:54:00,2024-12-22 21:54:00,475992000.0,297958300.0,178033700.0
HD000835,DH010793,2024-10-01 22:42:00,2024-12-22 22:42:00,425128000.0,425128000.0,0.0
HD000836,DH011517,2024-09-28 22:45:00,2024-10-07 22:45:00,2937800.0,2937800.0,0.0
HD000837,DH002233,2024-10-02 01:10:00,2024-12-08 01:10:00,441143000.0,226252900.0,214890100.0
HD000838,DH003926,2024-10-02 01:20:00,2024-11-16 01:20:00,432246400.0,432246400.0,0.0
HD000839,DH005350,2024-10-01 01:27:00,2024-12-23 01:27:00,120497400.0,120497400.0,0.0
HD000840,DH005647,2024-10-01 03:15:00,2024-12-25 03:15:00,591409900.0,591409900.0,0.0
HD000841,DH002363,2024-09-29 05:52:00,2024-12-10 05:52:00,408486400.0,348294200.0,60192200.0
HD000842,DH005167,2024-10-01 05:58:00,2024-11-15 05:58:00,242144000.0,79615200.0,162528800.0
HD000843,DH003729,2024-09-30 08:22:00,2024-10-08 08:22:00,164000.0,60400.0,103600.0
HD000844,DH004240,2024-10-02 08:40:00,2024-10-14 08:40:00,4460000.0,4460000.0,0.0
HD000845,DH002305,2024-10-02 11:28:00,2024-11-23 11:28:00,249528400.0,249528400.0,0.0
HD000846,DH001737,2024-10-01 14:22:00,2024-10-11 14:22:00,1052000.0,1052000.0,0.0
HD000847,DH005251,2024-09-29 16:29:00,2024-10-07 16:29:00,1863000.0,1863000.0,0.0
HD000848,DH008948,2024-10-02 18:07:00,2024-10-16 18:07:00,1971000.0,1971000.0,0.0
HD000849,DH003796,2024-10-01 19:17:00,2024-10-10 19:17:00,231200.0,231200.0,0.0
HD000850,DH002407,2024-09-29 21:43:00,2024-10-08 21:43:00,2316600.0,2316600.0,0.0
HD000851,DH002522,2024-09-29 22:49:00,2024-12-05 22:49:00,233843600.0,233843600.0,0.0
HD000852,DH001468,2024-10-01 00:38:00,2024-12-21 00:38:00,45743000.0,45743000.0,0.0
HD000853,DH000512,2024-10-01 02:02:00,2024-11-18 02:02:00,109204800.0,109204800.0,0.0
HD000854,DH007466,2024-10-01 04:30:00,2024-10-13 04:30:00,8267500.0,8267500.0,0.0
HD000855,DH003142,2024-09-30 04:53:00,2024-10-11 04:53:00,280200.0,280200.0,0.0
HD000856,DH005231,2024-09-30 05:15:00,2024-10-11 05:15:00,922000.0,922000.0,0.0
HD000857,DH010602,2024-10-03 07:26:00,2024-12-10 07:26:00,480786500.0,480786500.0,0.0
HD000858,DH002818,2024-10-01 11:24:00,2024-10-13 11:24:00,1525000.0,1525000.0,0.0
HD000859,DH008772,2024-09-30 11:44:00,2024-10-11 11:44:00,1720800.0,1720800.0,0.0
HD000860,DH007973,2024-09-30 12:11:00,2024-10-09 12:11:00,2074000.0,2074000.0,0.0
HD000861,DH001541,2024-09-30 14:03:00,2024-11-19 14:03:00,809883800.0,809883800.0,0.0
HD000862,DH009756,2024-10-02 14:20:00,2024-12-25 14:20:00,826666800.0,826666800.0,0.0
HD000863,DH005784,2024-10-01 16:41:00,2024-12-23 16:41:00,302077000.0,302077000.0,0.0
HD000864,DH008935,2024-10-01 17:00:00,2024-10-16 17:00:00,5241200.0,5241200.0,0.0
HD000865,DH009060,2024-10-03 17:50:00,2024-10-11 17:50:00,545000.0,545000.0,0.0
HD000866,DH001733,2024-10-03 18:56:00,2024-10-12 18:56:00,1188600.0,1188600.0,0.0
HD000867,DH004937,2024-09-30 20:09:00,2024-12-04 20:09:00,198372000.0,186390800.0,11981200.0
HD000868,DH000047,2024-10-02 22:01:00,2024-10-10 22:01:00,1412100.0,1412100.0,0.0
HD000869,DH007370,2024-10-03 22:05:00,2024-10-10 22:05:00,7032000.0,7032000.0,0.0
HD000870,DH009190,2024-10-04 00:38:00,2024-11-25 00:38:00,204442000.0,181614300.0,22827700.0
HD000871,DH010515,2024-10-02 00:40:00,2024-10-16 00:40:00,8533200.0,8533200.0,0.0
HD000872,DH009198,2024-10-02 01:37:00,2024-12-11 01:37:00,534710800.0,534710800.0,0.0
HD000873,DH011989,2024-10-01 01:41:00,2024-10-16 01:41:00,7837000.0,7837000.0,0.0
HD000874,DH000814,2024-10-02 03:50:00,2024-12-31 03:50:00,500774600.0,500774600.0,0.0
HD000875,DH006787,2024-10-01 09:20:00,2024-12-15 09:20:00,642371500.0,642371500.0,0.0
HD000876,DH006014,2024-10-01 09:52:00,2024-11-17 09:52:00,24259900.0,124600.0,24135300.0
HD000877,DH005933,2024-10-01 10:15:00,2024-10-13 10:15:00,448000.0,448000.0,0.0
HD000878,DH009527,2024-10-02 11:22:00,2024-10-09 11:22:00,12348600.0,12348600.0,0.0
HD000879,DH006015,2024-10-02 11:26:00,2024-10-13 11:26:00,952000.0,388600.0,563400.0
HD000880,DH007946,2024-10-01 11:59:00,2024-10-13 11:59:00,578000.0,578000.0,0.0
HD000881,DH011402,2024-10-04 14:07:00,2024-12-21 14:07:00,101477700.0,67293400.0,34184300.0
HD000882,DH000807,2024-10-02 15:48:00,2024-10-11 15:48:00,408000.0,408000.0,0.0
HD000883,DH006942,2024-10-04 17:05:00,2024-10-14 17:05:00,1025100.0,1025100.0,0.0
HD000884,DH004904,2024-10-01 18:57:00,2024-11-30 18:57:00,192103300.0,93172900.0,98930400.0
HD000885,DH006207,2024-10-02 21:07:00,2024-12-02 21:07:00,147797100.0,147797100.0,0.0
HD000886,DH006045,2024-10-03 03:53:00,2024-10-15 03:53:00,1093000.0,1093000.0,0.0
HD000887,DH010710,2024-10-04 04:08:00,2024-12-20 04:08:00,301139000.0,301139000.0,0.0
HD000888,DH004634,2024-10-04 04:55:00,2024-10-19 04:55:00,2654000.0,2654000.0,0.0
HD000889,DH011358,2024-10-04 05:38:00,2024-11-28 05:38:00,116018500.0,116018500.0,0.0
HD000890,DH010854,2024-10-02 06:33:00,2024-10-10 06:33:00,1196800.0,1196800.0,0.0
HD000891,DH004154,2024-10-02 07:10:00,2024-10-13 07:10:00,1940800.0,1940800.0,0.0
HD000892,DH004309,2024-10-02 07:35:00,2024-12-23 07:35:00,75493600.0,75493600.0,0.0
HD000893,DH004882,2024-10-04 11:13:00,2024-12-14 11:13:00,176809100.0,117375200.0,59433900.0
HD000894,DH011261,2024-10-03 13:08:00,2024-10-18 13:08:00,4662400.0,4662400.0,0.0
HD000895,DH006408,2024-10-03 17:12:00,2024-10-13 17:12:00,1727200.0,1403800.0,323400.0
HD000896,DH002846,2024-10-05 18:17:00,2024-10-12 18:17:00,3333100.0,3333100.0,0.0
HD000897,DH002294,2024-10-02 18:58:00,2024-10-12 18:58:00,1543000.0,1042300.0,500700.0
HD000898,DH002246,2024-10-03 21:53:00,2024-10-12 21:53:00,1041600.0,1041600.0,0.0
HD000899,DH008704,2024-10-03 22:12:00,2024-10-13 22:12:00,3730400.0,3730400.0,0.0
HD000900,DH011964,2024-10-02 22:46:00,2024-10-15 22:46:00,4314000.0,3123200.0,1190800.0
HD000901,DH002414,2024-10-03 00:55:00,2024-11-19 00:55:00,373276600.0,162837300.0,210439300.0
HD000902,DH001754,2024-10-06 03:32:00,2024-10-13 03:32:00,6701400.0,6701400.0,0.0
HD000903,DH005565,2024-10-06 03:37:00,2024-12-01 03:37:00,267948300.0,171675900.0,96272400.0
HD000904,DH001811,2024-10-03 06:26:00,2024-10-18 06:26:00,1056000.0,1056000.0,0.0
HD000905,DH006146,2024-10-06 12:43:00,2024-12-02 12:43:00,350692400.0,73729700.0,276962700.0
HD000906,DH007309,2024-10-06 13:21:00,2024-12-13 13:21:00,464511000.0,220242400.0,244268600.0
HD000907,DH011524,2024-10-05 13:31:00,2024-12-17 13:31:00,476679500.0,164710600.0,311968900.0
HD000908,DH000179,2024-10-05 13:53:00,2024-12-04 13:53:00,143488200.0,143488200.0,0.0
HD000909,DH004765,2024-10-06 14:24:00,2024-12-21 14:24:00,349166300.0,349166300.0,0.0
HD000910,DH007323,2024-10-03 15:19:00,2024-12-15 15:19:00,807720400.0,807720400.0,0.0
