MaDonMuaHang,MaNhaCungCap,MaSanPham,NgayDatHang,SoLuong,DonGiaMua
PO000954,NCC028,SP0172,2025-01-22 19:58:00,162,483200.0
PO003435,NCC002,SP0114,2025-01-22 23:23:51,413,59000.0
PO000042,NCC023,SP0146,2025-01-23 09:23:55,229,60700.0
PO002425,NCC018,SP0049,2025-01-23 17:28:23,140,105800.0
PO003105,NCC024,SP0194,2025-01-24 05:27:23,60,90800.0
PO000021,NCC043,SP0084,2025-01-24 16:42:43,97,99300.0
PO001583,NCC033,SP0080,2025-01-24 19:39:42,831,98800.0
PO002087,NCC005,SP0132,2025-01-24 21:16:57,740,284000.0
PO000444,NCC040,SP0007,2025-01-25 14:17:51,745,139300.0
PO000916,NCC031,SP0012,2025-01-25 23:34:04,474,89100.0
PO003160,NCC031,SP0199,2025-01-26 00:33:32,942,96100.0
PO003458,NCC008,SP0189,2025-01-26 05:53:18,688,87100.0
PO000412,NCC026,SP0165,2025-01-26 09:25:45,806,26000.0
PO003199,NCC023,SP0177,2025-01-26 15:53:01,413,140800.0
PO001027,NCC003,SP0047,2025-01-26 17:11:35,837,96700.0
PO001150,NCC005,SP0012,2025-01-27 11:22:40,245,124200.0
PO001177,NCC016,SP0141,2025-01-27 15:49:46,603,44000.0
PO000255,NCC036,SP0009,2025-01-27 17:00:42,925,286600.0
PO002186,NCC006,SP0136,2025-01-27 19:10:37,877,638400.0
PO002850,NCC040,SP0138,2025-01-28 08:19:55,83,26500.0
PO000471,NCC025,SP0042,2025-01-28 09:29:50,896,130200.0
PO000570,NCC017,SP0042,2025-01-28 13:51:11,126,100200.0
PO002094,NCC031,SP0077,2025-01-28 13:55:45,570,90100.0
PO001096,NCC005,SP0037,2025-01-28 17:51:12,611,101800.0
PO000617,NCC028,SP0195,2025-01-29 01:57:26,464,139100.0
PO002280,NCC045,SP0136,2025-01-29 03:06:15,835,583000.0
PO001785,NCC043,SP0015,2025-01-29 10:23:20,91,69900.0
PO002761,NCC012,SP0046,2025-01-29 14:45:44,424,27000.0
PO000368,NCC035,SP0044,2025-01-29 15:45:43,512,811700.0
PO001625,NCC014,SP0180,2025-01-29 16:43:07,200,714600.0
PO002877,NCC012,SP0112,2025-01-29 17:33:29,813,99500.0
PO001790,NCC017,SP0014,2025-01-29 19:43:50,547,422400.0
PO001075,NCC004,SP0008,2025-01-30 20:30:12,909,745200.0
PO000389,NCC014,SP0198,2025-01-30 22:45:09,93,19200.0
PO000308,NCC037,SP0167,2025-01-31 00:14:56,498,29200.0
PO001209,NCC043,SP0187,2025-01-31 10:04:15,405,147700.0
PO002249,NCC033,SP0198,2025-01-31 14:20:59,515,16600.0
PO002750,NCC023,SP0181,2025-01-31 16:45:31,842,452700.0
PO002057,NCC026,SP0167,2025-02-01 00:22:11,450,30200.0
PO002417,NCC027,SP0181,2025-02-01 05:26:44,558,454100.0
PO001816,NCC029,SP0188,2025-02-01 09:39:28,996,77600.0
PO003155,NCC045,SP0055,2025-02-01 09:41:58,728,161700.0
PO001977,NCC010,SP0079,2025-02-01 12:27:33,270,21800.0
PO002483,NCC036,SP0196,2025-02-01 15:11:23,705,90400.0
PO000656,NCC011,SP0119,2025-02-01 15:13:00,327,132300.0
PO001384,NCC004,SP0012,2025-02-01 15:56:44,738,92200.0
PO001131,NCC014,SP0162,2025-02-01 21:35:12,634,118700.0
PO002217,NCC031,SP0002,2025-02-02 01:52:19,508,26100.0
PO003469,NCC032,SP0005,2025-02-02 09:47:08,681,131600.0
PO000298,NCC032,SP0181,2025-02-02 23:18:27,980,474000.0
PO003130,NCC045,SP0072,2025-02-03 16:32:59,820,394700.0
PO001155,NCC028,SP0201,2025-02-03 16:55:59,400,533900.0
PO001304,NCC025,SP0058,2025-02-03 22:48:37,944,33700.0
PO002329,NCC028,SP0073,2025-02-04 03:44:52,414,71100.0
PO001058,NCC024,SP0050,2025-02-04 04:48:39,513,413300.0
PO000871,NCC015,SP0178,2025-02-04 09:36:45,287,137600.0
PO002160,NCC041,SP0011,2025-02-04 10:41:21,452,27600.0
PO000013,NCC015,SP0124,2025-02-04 11:24:11,409,52100.0
PO002236,NCC037,SP0217,2025-02-04 13:36:58,605,161700.0
PO001496,NCC026,SP0016,2025-02-04 19:42:36,507,472500.0
PO000786,NCC030,SP0182,2025-02-04 19:43:31,833,65600.0
PO002676,NCC004,SP0159,2025-02-05 02:23:29,928,427400.0
PO001242,NCC045,SP0064,2025-02-05 03:33:41,608,126200.0
PO001505,NCC005,SP0154,2025-02-05 06:11:52,345,24200.0
PO000926,NCC007,SP0025,2025-02-05 16:29:37,726,26900.0
PO002132,NCC007,SP0024,2025-02-05 18:39:15,709,48800.0
PO002150,NCC008,SP0103,2025-02-05 21:31:44,153,114000.0
PO002596,NCC011,SP0218,2025-02-05 22:46:19,913,91800.0
PO000693,NCC042,SP0034,2025-02-06 07:29:14,988,144100.0
PO001801,NCC019,SP0135,2025-02-06 07:54:01,150,654500.0
PO001792,NCC009,SP0027,2025-02-06 11:51:55,648,55900.0
PO001326,NCC001,SP0092,2025-02-06 13:11:05,712,33200.0
PO002561,NCC011,SP0094,2025-02-06 17:13:27,574,91300.0
PO000179,NCC020,SP0141,2025-02-07 01:34:01,523,40900.0
PO001164,NCC012,SP0036,2025-02-07 01:45:47,684,150400.0
PO002115,NCC042,SP0005,2025-02-07 16:07:42,836,148500.0
PO001254,NCC024,SP0008,2025-02-07 17:20:18,816,906400.0
PO000912,NCC012,SP0069,2025-02-07 18:57:45,297,35200.0
PO003154,NCC020,SP0043,2025-02-08 00:01:06,875,149300.0
PO001340,NCC015,SP0135,2025-02-08 00:23:53,199,656200.0
PO000880,NCC035,SP0067,2025-02-08 03:30:31,455,11200.0
PO000266,NCC029,SP0090,2025-02-08 04:35:57,440,526800.0
PO000591,NCC043,SP0156,2025-02-08 04:36:50,514,63200.0
PO002133,NCC040,SP0190,2025-02-08 12:10:40,758,31800.0
PO003270,NCC043,SP0094,2025-02-08 12:19:11,381,85000.0
PO001819,NCC012,SP0162,2025-02-08 13:54:17,35,106900.0
PO000746,NCC010,SP0174,2025-02-08 15:53:50,246,524000.0
PO001911,NCC018,SP0155,2025-02-08 22:45:25,957,164300.0
PO001662,NCC040,SP0046,2025-02-08 23:10:30,556,28400.0
PO000998,NCC025,SP0056,2025-02-09 06:30:39,748,42600.0
PO003455,NCC026,SP0127,2025-02-09 07:27:13,391,28500.0
PO002262,NCC038,SP0180,2025-02-10 03:48:02,610,703800.0
PO003360,NCC022,SP0167,2025-02-10 05:41:36,295,32200.0
PO001306,NCC030,SP0074,2025-02-10 11:20:37,247,747700.0
PO002035,NCC044,SP0182,2025-02-10 12:19:29,277,62500.0
PO002720,NCC022,SP0069,2025-02-10 12:58:50,375,39400.0
PO001983,NCC027,SP0207,2025-02-10 22:48:03,829,20300.0
PO001010,NCC033,SP0138,2025-02-11 01:40:02,261,23400.0
PO000074,NCC044,SP0106,2025-02-11 10:17:53,689,126600.0
PO000772,NCC041,SP0142,2025-02-11 13:02:24,724,320500.0
PO000666,NCC038,SP0198,2025-02-11 13:49:15,535,18800.0
PO000186,NCC030,SP0218,2025-02-11 17:50:16,613,117000.0
PO002040,NCC034,SP0178,2025-02-11 21:43:06,926,148900.0
PO000417,NCC014,SP0091,2025-02-11 23:49:30,74,46300.0
PO000882,NCC024,SP0068,2025-02-12 05:52:13,784,38000.0
PO002528,NCC007,SP0159,2025-02-12 06:02:29,659,470800.0
PO001165,NCC034,SP0088,2025-02-12 12:55:45,374,72500.0
PO000354,NCC037,SP0097,2025-02-12 15:35:00,514,47200.0
PO003007,NCC020,SP0046,2025-02-12 22:31:03,119,24600.0
PO000966,NCC043,SP0172,2025-02-12 23:23:37,511,402900.0
PO000237,NCC037,SP0020,2025-02-13 03:14:48,151,68100.0
PO001927,NCC008,SP0090,2025-02-13 11:38:48,192,483200.0
PO000841,NCC010,SP0197,2025-02-14 06:46:54,35,589500.0
PO000719,NCC015,SP0162,2025-02-14 06:57:31,495,105500.0
PO000088,NCC007,SP0195,2025-02-14 12:54:06,851,162300.0
PO003402,NCC002,SP0085,2025-02-14 22:32:01,409,66100.0
PO000583,NCC043,SP0026,2025-02-15 00:36:32,720,65300.0
PO000364,NCC028,SP0177,2025-02-15 01:40:02,97,162800.0
PO001353,NCC002,SP0071,2025-02-15 03:43:22,386,594900.0
PO000476,NCC008,SP0112,2025-02-15 05:53:51,140,103400.0
PO001331,NCC016,SP0005,2025-02-15 16:06:06,410,154900.0
PO003111,NCC007,SP0066,2025-02-15 21:48:41,77,347200.0
PO001536,NCC033,SP0010,2025-02-16 02:53:49,958,529700.0
PO002991,NCC033,SP0003,2025-02-16 09:18:30,513,43700.0
PO000596,NCC042,SP0063,2025-02-16 15:41:12,273,53300.0
PO001836,NCC024,SP0133,2025-02-16 16:38:21,681,158000.0
PO001034,NCC008,SP0006,2025-02-16 16:49:03,880,682200.0
PO001748,NCC016,SP0087,2025-02-16 17:57:42,840,108000.0
PO000815,NCC036,SP0182,2025-02-16 20:13:27,947,79400.0
PO002525,NCC019,SP0107,2025-02-16 22:32:45,102,158800.0
PO000232,NCC009,SP0209,2025-02-17 11:44:39,127,85300.0
PO003072,NCC004,SP0138,2025-02-17 18:04:16,331,24600.0
PO001963,NCC036,SP0106,2025-02-17 18:59:50,298,147200.0
PO001566,NCC009,SP0040,2025-02-18 00:18:33,967,154600.0
PO001421,NCC022,SP0055,2025-02-18 00:50:21,316,175400.0
PO000324,NCC012,SP0080,2025-02-18 07:42:45,97,108300.0
PO001035,NCC032,SP0098,2025-02-18 09:02:49,322,80700.0
PO002361,NCC037,SP0117,2025-02-18 10:21:12,308,33600.0
PO001046,NCC041,SP0063,2025-02-18 11:29:22,595,57200.0
PO002670,NCC019,SP0177,2025-02-18 14:07:07,122,172400.0
PO000273,NCC030,SP0060,2025-02-19 00:24:12,62,21200.0
PO003370,NCC041,SP0218,2025-02-19 01:49:29,934,86500.0
PO003020,NCC015,SP0146,2025-02-19 07:50:33,670,70000.0
PO000973,NCC023,SP0109,2025-02-19 11:24:56,716,521900.0
PO001571,NCC016,SP0055,2025-02-19 13:40:20,850,169800.0
PO003277,NCC044,SP0098,2025-02-19 15:41:47,606,85100.0
PO000498,NCC033,SP0216,2025-02-19 22:04:26,233,55600.0
PO002474,NCC040,SP0184,2025-02-20 02:53:44,821,131700.0
PO000521,NCC032,SP0061,2025-02-20 06:15:07,295,146900.0
PO001906,NCC011,SP0175,2025-02-20 15:40:53,225,18500.0
PO001589,NCC028,SP0064,2025-02-20 21:54:11,942,110200.0
PO000038,NCC004,SP0033,2025-02-20 22:53:19,683,62000.0
PO000917,NCC027,SP0012,2025-02-21 04:35:14,922,121800.0
PO002799,NCC044,SP0097,2025-02-21 05:27:48,666,43600.0
PO003321,NCC006,SP0216,2025-02-21 11:57:37,88,53300.0
PO002742,NCC020,SP0043,2025-02-21 14:32:39,307,130300.0
PO002981,NCC026,SP0045,2025-02-21 18:46:40,619,127600.0
PO001687,NCC045,SP0043,2025-02-21 23:51:58,229,131400.0
PO002122,NCC012,SP0219,2025-02-23 00:23:47,744,37400.0
PO003495,NCC045,SP0219,2025-02-23 04:33:46,526,37700.0
PO002436,NCC030,SP0121,2025-02-23 05:23:25,566,122900.0
PO000561,NCC016,SP0082,2025-02-23 19:01:54,367,600300.0
PO002038,NCC020,SP0184,2025-02-24 15:12:28,547,114600.0
PO001771,NCC031,SP0185,2025-02-24 16:24:51,80,20900.0
PO002349,NCC009,SP0213,2025-02-25 01:00:15,746,25700.0
PO003408,NCC025,SP0097,2025-02-25 03:40:57,87,55000.0
PO001086,NCC012,SP0051,2025-02-25 06:35:52,400,174600.0
PO003291,NCC024,SP0204,2025-02-26 00:41:38,171,741500.0
PO002894,NCC015,SP0130,2025-02-26 02:54:11,354,198100.0
PO001268,NCC018,SP0152,2025-02-26 05:19:42,271,121200.0
PO001272,NCC022,SP0211,2025-02-26 11:30:30,576,164500.0
PO002300,NCC041,SP0072,2025-02-26 23:37:58,669,370100.0
PO002524,NCC011,SP0015,2025-02-27 00:00:05,823,62200.0
PO001196,NCC005,SP0117,2025-02-27 10:27:17,219,33200.0
PO001939,NCC034,SP0200,2025-02-27 14:09:04,545,318300.0
PO000414,NCC025,SP0083,2025-02-27 15:47:16,547,50500.0
PO003442,NCC014,SP0050,2025-02-27 21:14:23,662,500100.0
PO000252,NCC023,SP0141,2025-02-27 21:46:12,838,43300.0
PO001919,NCC008,SP0066,2025-02-27 22:05:33,889,304300.0
PO001613,NCC024,SP0177,2025-02-28 05:01:26,48,165800.0
PO001207,NCC034,SP0126,2025-02-28 17:18:10,329,64100.0
PO001284,NCC035,SP0123,2025-02-28 21:08:57,299,126000.0
PO000540,NCC009,SP0110,2025-02-28 21:17:56,368,39500.0
PO003173,NCC030,SP0054,2025-03-01 00:15:58,526,95600.0
PO001559,NCC009,SP0124,2025-03-01 05:36:42,566,48400.0
PO000349,NCC044,SP0105,2025-03-01 09:45:21,282,96400.0
PO001730,NCC010,SP0083,2025-03-01 13:40:50,520,47700.0
PO002738,NCC012,SP0158,2025-03-02 00:44:04,855,82100.0
PO002923,NCC008,SP0023,2025-03-02 13:00:14,399,101000.0
PO003188,NCC009,SP0173,2025-03-02 15:12:22,24,77100.0
PO002053,NCC030,SP0207,2025-03-03 02:06:54,554,19400.0
PO002383,NCC010,SP0034,2025-03-03 03:46:16,97,148000.0
PO001089,NCC023,SP0036,2025-03-03 06:20:23,220,139600.0
PO002284,NCC004,SP0014,2025-03-03 09:43:36,183,381200.0
PO002177,NCC044,SP0081,2025-03-03 17:50:13,494,32800.0
PO003186,NCC032,SP0045,2025-03-04 03:01:31,90,132000.0
PO000057,NCC006,SP0044,2025-03-04 04:23:15,235,721100.0
PO002183,NCC029,SP0046,2025-03-04 12:52:08,132,25100.0
PO001612,NCC002,SP0135,2025-03-04 17:38:10,296,573000.0
PO000144,NCC041,SP0078,2025-03-04 19:16:40,176,108400.0
PO000876,NCC002,SP0051,2025-03-04 22:55:50,102,191300.0
PO003217,NCC008,SP0082,2025-03-05 02:51:50,162,528100.0
PO002564,NCC042,SP0052,2025-03-05 07:37:59,491,26900.0
PO000436,NCC004,SP0159,2025-03-05 08:46:48,376,489600.0
PO000894,NCC023,SP0197,2025-03-05 12:03:27,162,586400.0
PO001319,NCC018,SP0001,2025-03-05 12:34:40,482,29200.0
PO002547,NCC026,SP0061,2025-03-06 04:06:33,315,131000.0
PO000713,NCC015,SP0092,2025-03-06 07:45:04,506,34600.0
PO000067,NCC026,SP0051,2025-03-06 11:09:29,412,195500.0
PO000235,NCC042,SP0204,2025-03-07 00:05:46,362,767500.0
PO003323,NCC034,SP0063,2025-03-07 23:37:03,757,51800.0
PO000323,NCC004,SP0034,2025-03-07 23:49:15,95,146700.0
PO002157,NCC019,SP0021,2025-03-08 02:47:34,323,33500.0
PO002663,NCC021,SP0012,2025-03-08 08:24:38,997,106800.0
PO002540,NCC036,SP0196,2025-03-08 09:00:18,509,94400.0
PO000467,NCC019,SP0083,2025-03-08 09:29:45,801,46700.0
PO002355,NCC042,SP0154,2025-03-08 09:38:32,591,26200.0
PO002188,NCC041,SP0166,2025-03-08 12:48:20,675,195700.0
PO000795,NCC036,SP0187,2025-03-08 22:56:25,23,117500.0
PO001219,NCC002,SP0129,2025-03-09 05:24:38,976,151200.0
PO002243,NCC038,SP0165,2025-03-09 06:04:46,449,24700.0
PO001350,NCC040,SP0120,2025-03-09 08:20:44,187,83600.0
PO001265,NCC040,SP0024,2025-03-09 09:01:46,235,47200.0
PO003352,NCC002,SP0002,2025-03-09 14:07:18,269,24700.0
PO000738,NCC031,SP0219,2025-03-09 16:36:06,34,34500.0
PO001698,NCC019,SP0023,2025-03-09 17:24:50,60,107900.0
PO001181,NCC012,SP0070,2025-03-09 23:23:31,415,116600.0
PO000545,NCC034,SP0077,2025-03-10 01:16:41,263,114100.0
PO001439,NCC002,SP0172,2025-03-10 07:54:44,774,461500.0
PO003433,NCC013,SP0098,2025-03-10 09:12:22,368,65200.0
PO000470,NCC028,SP0092,2025-03-10 10:40:14,627,32900.0
PO000479,NCC023,SP0078,2025-03-10 12:15:23,181,116700.0
PO000930,NCC044,SP0175,2025-03-10 12:34:49,405,20500.0
PO002229,NCC010,SP0154,2025-03-10 14:08:02,196,24600.0
PO002172,NCC028,SP0038,2025-03-10 14:15:55,369,624600.0
PO001986,NCC032,SP0138,2025-03-10 16:30:07,680,23900.0
PO000947,NCC014,SP0167,2025-03-10 20:26:31,758,31100.0
PO003339,NCC027,SP0200,2025-03-11 07:41:40,684,294900.0
PO001282,NCC011,SP0181,2025-03-11 10:07:04,790,551200.0
PO001251,NCC014,SP0104,2025-03-11 19:37:52,881,765200.0
PO002889,NCC023,SP0077,2025-03-12 00:22:37,247,90000.0
PO001241,NCC009,SP0085,2025-03-12 00:45:23,608,54000.0
PO001118,NCC029,SP0030,2025-03-13 03:02:28,754,631300.0
PO000491,NCC042,SP0122,2025-03-13 09:08:30,301,85300.0
PO000016,NCC016,SP0049,2025-03-13 15:07:23,861,122500.0
PO001392,NCC012,SP0114,2025-03-13 15:53:10,111,58100.0
PO001341,NCC023,SP0087,2025-03-13 21:06:37,251,102400.0
PO000566,NCC009,SP0219,2025-03-14 10:50:05,544,36500.0
PO001820,NCC021,SP0128,2025-03-14 18:40:16,905,143800.0
PO001212,NCC014,SP0141,2025-03-14 18:56:59,941,57500.0
PO003211,NCC022,SP0199,2025-03-15 03:52:41,948,74800.0
PO000226,NCC025,SP0030,2025-03-15 05:47:10,350,681900.0
PO002995,NCC028,SP0121,2025-03-15 10:11:43,976,112400.0
PO000142,NCC033,SP0006,2025-03-15 12:07:52,763,616500.0
PO003439,NCC018,SP0183,2025-03-15 14:30:35,36,96100.0
PO002662,NCC028,SP0058,2025-03-15 14:54:22,896,32300.0
PO003010,NCC002,SP0060,2025-03-15 20:01:26,165,20000.0
PO001655,NCC032,SP0055,2025-03-15 23:20:39,962,153900.0
PO000114,NCC042,SP0136,2025-03-16 08:34:43,173,545700.0
PO003497,NCC039,SP0095,2025-03-16 11:25:22,248,64700.0
PO000341,NCC015,SP0159,2025-03-17 00:00:10,235,411600.0
PO001005,NCC032,SP0076,2025-03-17 00:50:08,859,68300.0
PO002085,NCC023,SP0156,2025-03-17 03:25:40,747,66500.0
PO000971,NCC007,SP0206,2025-03-17 05:04:52,934,34900.0
PO000605,NCC040,SP0170,2025-03-17 09:14:01,591,146700.0
PO002683,NCC029,SP0189,2025-03-17 12:57:05,846,77300.0
PO002342,NCC008,SP0116,2025-03-17 21:52:18,565,349000.0
PO001275,NCC012,SP0043,2025-03-17 22:32:24,641,153800.0
PO002780,NCC019,SP0164,2025-03-17 23:59:23,369,525800.0
PO001719,NCC005,SP0168,2025-03-18 13:44:20,771,19400.0
PO002922,NCC035,SP0099,2025-03-19 14:35:07,921,134300.0
PO001923,NCC022,SP0080,2025-03-19 17:30:44,450,109600.0
PO002960,NCC011,SP0064,2025-03-20 05:19:49,211,118600.0
PO003317,NCC041,SP0171,2025-03-20 08:48:20,199,20800.0
PO002143,NCC032,SP0126,2025-03-20 15:57:05,144,71800.0
PO003342,NCC042,SP0045,2025-03-20 16:40:55,799,114700.0
PO001685,NCC031,SP0086,2025-03-21 03:07:00,115,118300.0
PO001661,NCC015,SP0014,2025-03-21 03:38:38,32,397300.0
PO001586,NCC036,SP0052,2025-03-21 17:24:39,199,29700.0
PO002032,NCC006,SP0157,2025-03-21 17:45:45,624,176000.0
PO002232,NCC039,SP0208,2025-03-21 19:00:53,190,63700.0
PO002848,NCC033,SP0111,2025-03-22 01:25:13,297,39000.0
PO001445,NCC021,SP0197,2025-03-22 03:26:28,445,593400.0
PO001039,NCC003,SP0216,2025-03-22 05:50:28,549,54500.0
PO000798,NCC029,SP0167,2025-03-22 12:38:44,759,30000.0
PO000885,NCC022,SP0027,2025-03-22 16:59:52,599,49800.0
PO000093,NCC028,SP0031,2025-03-22 20:14:12,959,40300.0
PO001332,NCC042,SP0213,2025-03-23 03:48:33,28,24100.0
PO003141,NCC028,SP0146,2025-03-23 17:39:27,32,69700.0
PO000751,NCC031,SP0065,2025-03-24 00:35:12,694,573100.0
PO000502,NCC033,SP0126,2025-03-24 04:17:56,298,50400.0
PO003418,NCC003,SP0055,2025-03-24 07:38:59,843,148900.0
PO001349,NCC011,SP0161,2025-03-24 13:51:55,709,67300.0
PO000587,NCC019,SP0211,2025-03-24 16:02:52,484,151700.0
PO002946,NCC025,SP0157,2025-03-24 23:46:33,115,198900.0
PO002357,NCC016,SP0023,2025-03-25 02:06:51,331,104700.0
PO003426,NCC011,SP0086,2025-03-25 20:47:13,588,119400.0
PO002546,NCC022,SP0070,2025-03-25 23:36:19,104,99500.0
PO000721,NCC027,SP0207,2025-03-26 04:19:38,222,19200.0
PO001453,NCC001,SP0151,2025-03-26 04:35:43,168,107600.0
PO001817,NCC009,SP0198,2025-03-26 08:19:44,854,16900.0
PO000891,NCC038,SP0199,2025-03-26 09:50:17,596,89000.0
PO001797,NCC034,SP0146,2025-03-26 14:58:39,779,79100.0
PO000037,NCC039,SP0106,2025-03-27 01:00:57,997,103000.0
PO003122,NCC042,SP0207,2025-03-27 06:07:31,586,19000.0
PO002449,NCC042,SP0185,2025-03-27 14:11:48,323,20500.0
PO003171,NCC027,SP0199,2025-03-27 20:27:33,259,71900.0
PO001455,NCC041,SP0119,2025-03-27 20:32:13,742,145900.0
PO000846,NCC022,SP0088,2025-03-28 16:52:37,698,71300.0
PO003260,NCC037,SP0012,2025-03-28 17:24:43,703,92700.0
PO002354,NCC020,SP0037,2025-03-28 23:55:55,391,101900.0
PO001756,NCC025,SP0110,2025-03-29 00:20:14,621,37700.0
PO002289,NCC032,SP0099,2025-03-29 05:35:42,984,160200.0
PO002438,NCC023,SP0212,2025-03-29 08:28:37,405,156500.0
PO000051,NCC009,SP0027,2025-03-29 13:02:13,469,53600.0
PO002696,NCC002,SP0121,2025-03-30 14:48:31,21,118600.0
PO003180,NCC019,SP0062,2025-03-30 23:55:15,694,184200.0
PO002348,NCC020,SP0079,2025-03-31 11:03:32,866,21100.0
PO001595,NCC044,SP0076,2025-03-31 12:17:55,878,66300.0
PO002080,NCC013,SP0063,2025-03-31 19:41:16,534,66300.0
PO001215,NCC017,SP0080,2025-03-31 19:49:00,484,86900.0
PO000759,NCC010,SP0158,2025-04-01 16:27:06,863,82000.0
PO000576,NCC024,SP0099,2025-04-01 17:32:17,689,141400.0
PO000379,NCC013,SP0208,2025-04-01 19:44:55,306,64600.0
PO002010,NCC038,SP0215,2025-04-01 22:03:13,251,45800.0
PO001787,NCC030,SP0216,2025-04-01 22:47:50,952,52800.0
PO000377,NCC006,SP0171,2025-04-02 05:50:43,486,20100.0
PO000724,NCC045,SP0149,2025-04-02 13:35:43,936,730600.0
PO003029,NCC003,SP0045,2025-04-02 15:04:07,204,120900.0
PO000723,NCC027,SP0173,2025-04-02 15:05:24,927,95100.0
PO002407,NCC040,SP0075,2025-04-02 22:18:11,521,101900.0
PO003387,NCC035,SP0048,2025-04-02 22:20:16,652,42000.0
PO003082,NCC024,SP0116,2025-04-03 09:09:24,403,374300.0
PO001292,NCC011,SP0195,2025-04-03 11:09:47,208,154900.0
PO003123,NCC042,SP0194,2025-04-03 18:47:32,714,99400.0
PO003001,NCC035,SP0008,2025-04-03 19:21:30,965,900300.0
PO000318,NCC009,SP0108,2025-04-03 19:42:24,155,85100.0
PO000496,NCC027,SP0104,2025-04-03 23:13:10,654,802500.0
PO001944,NCC015,SP0098,2025-04-04 10:12:54,323,84800.0
PO002444,NCC033,SP0129,2025-04-04 16:55:33,749,155300.0
PO002374,NCC022,SP0190,2025-04-04 19:47:22,790,30500.0
PO002345,NCC004,SP0086,2025-04-05 00:44:58,973,118500.0
PO002740,NCC027,SP0165,2025-04-05 09:07:38,309,23300.0
PO003480,NCC033,SP0042,2025-04-05 13:36:23,605,105600.0
PO002039,NCC045,SP0192,2025-04-05 17:15:19,567,366200.0
PO000415,NCC018,SP0181,2025-04-05 20:21:52,714,495900.0
PO000234,NCC037,SP0044,2025-04-06 05:05:02,806,737400.0
PO000689,NCC019,SP0157,2025-04-06 15:00:19,231,152100.0
PO001059,NCC025,SP0016,2025-04-06 18:28:45,700,633200.0
PO002762,NCC033,SP0184,2025-04-06 19:00:25,379,126200.0
PO002002,NCC027,SP0182,2025-04-06 22:23:58,616,77500.0
PO001138,NCC037,SP0133,2025-04-08 00:05:12,42,135200.0
PO002051,NCC017,SP0116,2025-04-08 02:00:44,983,390800.0
PO001949,NCC032,SP0180,2025-04-08 04:09:03,992,764600.0
PO001573,NCC032,SP0078,2025-04-08 04:31:37,919,109600.0
PO001834,NCC032,SP0112,2025-04-08 06:57:06,948,103900.0
PO000504,NCC019,SP0203,2025-04-08 09:49:25,41,709200.0
PO002648,NCC039,SP0078,2025-04-08 13:38:47,202,115300.0
PO000315,NCC013,SP0026,2025-04-08 14:29:05,692,67600.0
PO000108,NCC037,SP0151,2025-04-08 15:18:24,101,123600.0
PO001286,NCC023,SP0123,2025-04-08 16:19:54,945,135000.0
PO002153,NCC009,SP0169,2025-04-08 20:40:29,119,461900.0
PO000201,NCC017,SP0038,2025-04-09 00:17:49,741,755600.0
PO001064,NCC035,SP0170,2025-04-09 03:28:00,721,144900.0
PO001921,NCC021,SP0158,2025-04-09 06:31:39,165,114600.0
PO001132,NCC015,SP0124,2025-04-09 06:44:15,695,54800.0
PO000039,NCC015,SP0069,2025-04-09 07:25:35,677,44300.0
PO001788,NCC031,SP0180,2025-04-10 07:42:50,296,705500.0
PO000546,NCC040,SP0131,2025-04-10 08:55:32,673,28600.0
PO002802,NCC001,SP0046,2025-04-10 10:56:42,966,27300.0
PO000126,NCC028,SP0151,2025-04-10 11:54:50,544,133800.0
PO001142,NCC023,SP0158,2025-04-10 13:58:18,838,90000.0
PO000174,NCC039,SP0085,2025-04-10 18:05:34,932,57100.0
PO000494,NCC013,SP0206,2025-04-11 01:14:16,248,34100.0
PO000760,NCC043,SP0079,2025-04-11 05:25:02,785,22700.0
PO001715,NCC021,SP0174,2025-04-11 06:20:07,553,423100.0
PO001529,NCC043,SP0038,2025-04-11 11:02:19,663,648900.0
PO000225,NCC012,SP0114,2025-04-11 14:00:49,820,64000.0
PO001280,NCC030,SP0184,2025-04-11 17:16:56,122,140200.0
PO001248,NCC005,SP0045,2025-04-12 04:46:48,864,125800.0
PO003051,NCC017,SP0164,2025-04-12 05:53:17,382,537600.0
PO002136,NCC041,SP0161,2025-04-12 13:48:11,625,77600.0
PO002920,NCC004,SP0014,2025-04-12 14:55:50,386,447800.0
PO002494,NCC021,SP0151,2025-04-12 15:43:59,358,127100.0
PO002276,NCC003,SP0123,2025-04-13 00:08:03,573,131800.0
PO002294,NCC008,SP0109,2025-04-13 05:35:34,536,691800.0
PO002746,NCC018,SP0072,2025-04-13 11:12:43,103,482300.0
PO000171,NCC013,SP0034,2025-04-13 14:24:55,422,131400.0
PO001026,NCC006,SP0164,2025-04-13 22:29:07,979,532100.0
PO000612,NCC005,SP0146,2025-04-14 00:25:56,351,72300.0
PO001696,NCC021,SP0040,2025-04-14 11:00:28,768,114100.0
PO003348,NCC006,SP0151,2025-04-14 22:26:41,251,137800.0
PO000613,NCC007,SP0199,2025-04-15 01:22:31,385,101100.0
PO002209,NCC007,SP0216,2025-04-15 02:57:23,545,59100.0
PO002503,NCC043,SP0084,2025-04-15 04:51:51,777,90900.0
PO002999,NCC044,SP0195,2025-04-15 07:04:11,379,160400.0
PO002592,NCC024,SP0116,2025-04-15 07:39:17,447,438500.0
PO002418,NCC006,SP0014,2025-04-15 13:41:35,498,441400.0
