MaDonHang,MaKhachHang,NgayDatHang,KenhBan,NhanVienBanHang,TrangThai
DH010810,KH0391,03/01/2026 22:59:00,Đại lý,NV21,Đang xử lý
DH008606,KH0155,05/08/2024 14:05:00,Đại lý,NV25,Đã giao
DH001262,KH0262,08/05/2026 15:16:00,Bán lẻ,NV23,Đã giao
DH005518,KH0141,11/01/2026 20:23:00,Sàn Lazada,NV16,Đã giao
DH001837,KH0397,29/05/2026 10:08:00,TMĐT - Tiki,NV11,Đã giao
DH011046,KH9007,31/07/2026 07:21:00,Đại lý,NV19,Đã giao
DH006268,KH0367,28/05/2026 20:51:00,Đại lý,NV29,Đã giao
DH010417,KH0418,19/04/2025 20:45:00,Sàn Shopee,NV14,Trả hàng
DH001274,KH0326,04/12/2024 06:58:00,Đại lý,NV06,Đã giao
DH006043,KH0327,17/07/2026 13:38:00,TMĐT - Tiki,NV03,Đã giao
DH009496,KH0056,06/02/2026 04:44:00,TMĐT - Tiki,NV26,Đã giao
DH007232,KH0113,30/10/2024 00:18:00,TMĐT - Shopee,NV08,Đã giao
DH009944,KH0166,19/08/2024 23:28:00,TMĐT - Tiki,NV24,Đã giao
DH001120,KH0248,29/12/2025 21:37:00,Shopee,NV05,Đã giao
DH006994,KH0243,12/04/2025 00:23:00,Shopee,NV04,Đã giao
DH000897,KH0307,18/12/2024 05:32:00,Sàn Lazada,NV09,Đã giao
DH006350,KH0359,12/11/2024 17:40:00,Ban le,NV16,Đã giao
DH005676,KH0035,24/04/2026 02:06:00,Shopee,NV24,Đã giao
DH009161,KH0199,10/03/2025 05:39:00,TMĐT - Tiki,NV11,Đã giao
DH008956,KH0155,06/12/2024 14:55:00,Đại lý,NV21,Đã giao
DH008171,KH0262,20/09/2024 05:27:00,Bán lẻ,NV09,Đang xử lý
DH002052,KH9009,19/10/2024 04:28:00,Sàn Shopee,NV04,Đã hủy
DH006749,KH0044,19/12/2024 12:44:00,Shopee,NV13,Mới
DH008381,KH0391,13/09/2025 04:22:00,Bán lẻ,NV25,Đã hủy
DH009219,KH0085,12/04/2026 16:47:00,Showroom,NV08,Đã giao
DH002340,KH0031,29/12/2024 19:18:00,TMĐT - Tiki,NV05,Đã giao
DH003293,KH0012,10/09/2025 15:21:00,Shopee,NV18,Mới
DH010293,KH0242,01/10/2025 05:16:00,TMĐT - Tiki,NV17,Đã giao
DH000348,KH0262,21/09/2025 10:45:00,Lazada,NV05,Đã giao
DH002501,KH0306,17/11/2024 06:20:00,TMĐT - Tiki,NV25,Đã giao
DH009150,KH0170,05/06/2026 06:45:00,Sàn Lazada,NV26,Đã giao
DH005814,KH0003,15/01/2026 19:22:00,Showroom,NV28,Đã giao
DH004374,KH0306,28/12/2025 10:11:00,Showroom,NV29,Trả hàng
DH002476,KH0180,31/07/2026 04:47:00,Đại lý,NV13,Đã giao
DH007640,,11/03/2026 06:03:00,Bán lẻ,NV25,Đã giao
DH000050,KH0350,16/09/2024 12:47:00,Lazada,NV15,Mới
DH010802,KH0108,17/11/2025 04:05:00,Đại lý,NV27,Đã giao
DH010832,,24/06/2026 23:40:00,Showroom,NV28,Đang xử lý
DH005035,KH0424,29/05/2025 21:22:00,Sàn Lazada,NV15,Đã giao
DH005103,KH0128,17/01/2025 07:20:00,Đại lý,NV28,Đã giao
DH000387,KH0367,17/01/2025 15:36:00,Ban le,NV15,Đã hủy
DH011617,KH0367,10/03/2025 15:22:00,Ban le,NV10,Đã giao
DH003475,KH0428,21/07/2025 05:09:00,Showroom,NV29,Đã giao
DH010836,KH0392,2024-12-09 19:58:00,TMĐT - Tiki,NV18,Đã giao
DH004265,KH0242,30/11/2024 00:13:00,Showroom,NV08,Đã giao
DH004973,KH0155,31/03/2025 11:42:00,Showroom,NV07,Đã giao
DH005546,KH0388,28/03/2025 04:59:00,Sàn Lazada,NV25,Mới
DH004815,KH0322,11/04/2026 02:31:00,Ban le,NV03,Đang xử lý
DH002408,KH0052,10/03/2025 19:52:00,Đại lý,NV07,Mới
DH007632,KH0128,02/02/2025 18:47:00,Đại lý,NV21,Mới
DH010967,KH0274,10/07/2026 08:01:00,Lazada,NV20,Đã giao
DH008029,KH0233,25/07/2026 14:36:00,Showroom,NV09,Đã giao
DH000266,KH0138,31/12/2025 19:35:00,TMĐT - Tiki,NV30,Đã giao
DH004548,KH0359,29/04/2026 13:29:00,TMĐT - Tiki,NV24,Đã giao
DH010899,KH0051,19/12/2025 11:27:00,Lazada,NV01,Đã giao
DH004000,KH0325,12/04/2025 14:59:00,Đại lý,NV04,Đã giao
DH003066,KH0233,14/04/2025 20:24:00,TMĐT - Lazada,NV26,Đã giao
DH010609,KH0391,13/10/2025 19:39:00,TMĐT - Tiki,NV02,Đã hủy
DH011498,KH0364,12/02/2026 16:47:00,Sàn Shopee,NV11,Mới
DH001090,KH0257,19/07/2025 05:16:00,Bán lẻ,NV28,Đã giao
DH010456,KH0340,16/04/2025 22:04:00,Sàn Lazada,NV12,Đã giao
DH005067,KH0281,25/12/2025 13:53:00,Sàn Shopee,NV26,Đang xử lý
DH010017,KH0227,15/06/2025 13:13:00,Showroom,NV27,Đang xử lý
DH005758,KH0367,11/04/2025 17:08:00,Đại lý,NV24,Đã giao
DH003574,KH0227,25/12/2024 16:09:00,TMĐT - Tiki,NV03,Đã giao
DH001174,KH0274,02/11/2024 16:06:00,TMĐT - Tiki,NV11,Đang xử lý
DH001031,KH0446,01/06/2026 01:41:00,Bán lẻ trực tiếp,NV26,Đã giao
DH005512,KH0105,21/10/2024 15:49:00,Đại lý,NV01,Đã giao
DH000060,KH0070,13/02/2025 21:08:00,Đại lý,NV22,Đã giao
DH006886,KH0227,17/07/2025 02:53:00,Shopee,NV02,Đã giao
DH006186,KH0155,24/01/2026 20:42:00,Shopee,NV28,Đã giao
DH000518,KH0035,21/06/2026 01:57:00,Đại lý,NV13,Đã giao
DH009869,KH0262,29/05/2026 10:46:00,TMĐT - Tiki,NV23,Đã giao
DH009331,KH0183,06/01/2026 12:09:00,Showroom,NV04,Đã giao
DH011954,KH0096,05/05/2026 13:39:00,Đại lý,NV30,Đã giao
DH009627,KH0406,09/01/2026 00:39:00,Đại lý,NV10,Đã giao
DH010379,KH0198,24/05/2025 18:55:00,TMĐT - Tiki,NV03,Đang xử lý
DH007467,KH0193,28/01/2025 21:11:00,Showroom,NV02,Đã giao
DH004051,KH0163,14/02/2025 04:16:00,Sàn Shopee,NV10,Đang xử lý
DH008751,KH0432,01/02/2026 05:51:00,Sàn Shopee,NV15,Đã giao
DH007820,KH0081,27/12/2024 15:18:00,Showroom,NV17,Đã giao
DH004311,KH0447,01/02/2026 15:14:00,Bán lẻ,NV28,Đã giao
DH006770,KH0056,23/05/2026 20:08:00,Lazada,NV25,Đã giao
DH001573,KH0262,17/04/2026 18:42:00,Đại lý,NV02,Mới
DH004636,KH0250,24/09/2024 18:01:00,Lazada,NV22,Đã giao
DH011423,KH0068,25/01/2025 21:32:00,Lazada,NV16,Đang xử lý
DH006112,KH0241,16/12/2024 21:32:00,TMĐT - Lazada,NV30,Đã giao
DH010809,KH0155,23/06/2025 08:20:00,Bán lẻ,NV16,Đã giao
DH009808,KH0029,03/06/2025 08:38:00,Showroom,NV14,Mới
DH004536,KH0184,16/08/2025 04:29:00,Showroom,NV09,Đã giao
DH005611,KH0391,12/06/2026 10:26:00,Đại lý,NV29,Mới
DH010177,KH0264,09/04/2026 09:01:00,TMĐT - Tiki,NV02,Đã giao
DH004841,KH0063,12/11/2024 16:57:00,TMĐT - Tiki,NV06,Đã giao
DH001477,KH0227,22/11/2025 03:22:00,Đại lý,NV10,Đã giao
DH009754,KH0155,09/10/2024 22:21:00,TMĐT - Tiki,NV23,Đã giao
DH008631,KH0135,16/08/2025 04:16:00,Sàn Shopee,NV16,Đã giao
DH005533,KH0428,27/07/2026 20:20:00,Đại lý,NV05,Đã hủy
DH011588,KH0262,22/10/2024 07:45:00,TMĐT - Tiki,NV28,Đã giao
DH004309,KH0002,02/10/2024 07:35:00,Sàn Lazada,NV10,Đã giao
DH008030,KH0262,20/11/2025 12:31:00,Showroom,NV02,Đã giao
DH006109,KH0447,16/02/2026 17:06:00,Đại lý,NV30,Đã giao
DH003200,KH0035,05/03/2025 19:41:00,Showroom,NV11,Đã hủy
DH001659,KH0292,18/02/2025 20:05:00,Showroom,NV12,Đã giao
DH010326,KH0177,14/10/2024 04:48:00,Sàn Lazada,NV25,Đã giao
DH002629,KH0183,16/11/2025 23:48:00,Shopee,NV07,Đã giao
DH011642,KH0314,27/07/2025 02:40:00,TMĐT - Tiki,NV21,Đã giao
DH004005,KH0198,05/10/2025 18:19:00,Showroom,NV14,Trả hàng
DH002375,KH0355,25/12/2025 02:17:00,Showroom,NV03,Đã giao
DH001866,KH0391,15/11/2024 13:32:00,TMĐT - Tiki,NV09,Đang xử lý
DH011327,KH0406,26/06/2025 10:51:00,Lazada,NV14,Mới
DH002446,KH0409,07/03/2026 07:03:00,Shopee,NV13,Đã giao
DH010849,KH0327,04/10/2025 10:18:00,Ban le,NV01,Đã giao
DH003628,KH0070,04/05/2026 05:58:00,Showroom,NV13,Đã giao
DH001481,KH0155,04/11/2025 14:23:00,Bán lẻ,NV26,Trả hàng
DH005767,KH0258,24/04/2025 10:29:00,Đại lý,NV02,Đã giao
DH001299,KH0155,02/01/2026 12:48:00,Bán lẻ,NV04,Đã giao
DH005125,KH0246,13/05/2026 15:45:00,Ban le,NV24,Đã giao
DH003180,KH0035,19/06/2025 12:02:00,Sàn Lazada,NV08,Đã giao
DH008674,KH0365,23/10/2025 19:31:00,Sàn Shopee,NV09,Đã giao
DH007144,KH0215,08/02/2025 10:52:00,Showroom,NV02,Đã giao
DH002332,,05/01/2026 08:55:00,Ban le,NV23,Mới
DH007750,KH0070,05/03/2025 19:50:00,TMĐT - Tiki,NV14,Đã giao
DH007486,KH0081,24/12/2024 20:54:00,Đại lý,NV08,Trả hàng
DH010034,KH0447,27/07/2026 15:00:00,Showroom,NV26,Đã giao
DH000736,KH0236,19/03/2025 19:05:00,Showroom,NV21,Đã giao
DH008769,KH0002,12/02/2025 02:27:00,Đại lý,NV04,Đã giao
DH007146,KH0248,31/03/2025 02:43:00,Showroom,NV12,Đã giao
DH010328,KH0325,29/04/2026 10:47:00,Shopee,NV11,Đã giao
DH006389,KH0413,09/10/2024 18:51:00,Lazada,NV28,Đã giao
DH006272,KH0403,15/10/2024 12:39:00,Đại lý,NV29,Đã giao
DH009255,KH0249,16/12/2025 12:01:00,Showroom,NV02,Đã giao
DH9900001,KH0052,07/08/2024 21:43:00,Sàn Lazada,NV01,Đã giao
DH006704,KH0272,20/12/2025 18:04:00,Đại lý,NV30,Đang xử lý
DH000021,KH0155,27/10/2025 09:00:00,Đại lý,NV17,Đã giao
DH004191,KH0281,27/06/2025 22:09:00,Shopee,NV16,Đã giao
DH002043,KH0166,03/09/2025 16:46:00,Đại lý,NV28,Đã giao
DH009546,KH0377,05/06/2026 05:05:00,TMĐT - Tiki,NV29,Đã giao
DH009603,KH0447,27/10/2025 19:36:00,Showroom,NV15,Trả hàng
DH000919,KH0212,01/08/2024 22:30:00,Sàn Lazada,NV15,Đang xử lý
DH001742,KH0070,20/02/2026 23:27:00,Showroom,NV10,Mới
DH004100,KH0163,17/09/2025 04:08:00,Đại lý,NV01,Mới
DH001076,KH0241,22/03/2025 06:45:00,Showroom,NV30,Đã giao
DH007593,KH0365,21/08/2025 12:43:00,TMĐT - Tiki,NV18,Đang xử lý
DH005478,KH0242,31/03/2025 15:01:00,Sàn Lazada,NV29,Đang xử lý
DH009659,KH0242,07/08/2024 09:56:00,Sàn Lazada,NV24,Trả hàng
DH011763,KH0412,02/11/2024 06:47:00,Đại lý,NV18,Đã giao
DH010596,,11/10/2024 13:29:00,Bán lẻ,NV28,Đang xử lý
DH009051,KH0367,30/09/2025 18:29:00,TMĐT - Tiki,NV16,Đã giao
DH000983,KH0135,31/08/2024 23:53:00,Ban le,NV03,Đang xử lý
DH009428,KH0338,25/10/2025 13:00:00,Showroom,NV09,Đã giao
DH005863,KH0433,23/06/2025 16:33:00,Đại lý,NV16,Đã giao
DH001473,KH0328,25/08/2025 12:34:00,Ban le,NV08,Đã giao
DH010249,KH0274,12/06/2025 08:11:00,TMĐT - Tiki,NV03,Đã giao
DH007693,KH0116,30/03/2025 02:09:00,TMĐT - Tiki,NV05,Đang xử lý
DH003203,KH0070,11/22/2025 16:55:00,Lazada,NV03,Đã giao
DH011929,KH0258,04/07/2025 05:04:00,TMĐT - Tiki,NV19,Đã giao
DH002897,KH0262,21/08/2025 21:34:00,Bán lẻ,NV10,Đã giao
DH006861,KH0044,07/02/2026 07:42:00,Đại lý,NV19,Đã giao
DH007639,KH0204,23/08/2025 12:14:00,Bán lẻ trực tiếp,NV09,Đã giao
DH007293,KH0060,05/12/2025 23:55:00,Sàn Shopee,NV27,Đã giao
DH006400,,04/10/2024 06:31:00,Showroom,NV17,Đã giao
DH001881,KH0166,01/02/2025 16:46:00,Đại lý,NV29,Đã giao
DH000835,KH0184,08/10/2024 13:07:00,Showroom,NV24,Đã giao
DH002262,KH0306,05/08/2025 07:07:00,Ban le,NV30,Mới
DH009727,KH0246,19/05/2026 12:18:00,TMĐT - Tiki,NV14,Trả hàng
DH003029,KH0439,01/11/2025 23:10:00,Sàn Shopee,NV06,Mới
DH009699,KH0271,30/05/2026 23:05:00,TMĐT - Tiki,NV23,Đã giao
DH002392,KH0051,08/11/2024 13:24:00,Sàn Lazada,NV14,Đã giao
DH002471,KH0183,23/12/2025 08:58:00,Bán lẻ,NV21,Đã giao
DH011952,KH0400,18/02/2026 23:11:00,Lazada,NV10,Đã giao
DH008844,KH0325,27/04/2025 02:53:00,Sàn Shopee,NV18,Đã giao
DH004105,KH0157,12/09/2025 19:26:00,Shopee,NV09,Đã giao
DH008665,KH0189,21/08/2025 13:53:00,Sàn Lazada,NV05,Đã hủy
DH001015,KH0063,13/02/2026 08:19:00,TMĐT - Tiki,NV23,Đã giao
DH010624,KH0350,08/03/2026 12:38:00,TMĐT - Tiki,NV22,Đang xử lý
DH003004,KH0053,02/03/2026 20:41:00,Showroom,NV01,Đã giao
DH011951,,10/09/2024 03:50:00,Showroom,NV08,Đã giao
DH008905,KH0184,20/07/2026 17:23:00,TMĐT - Tiki,NV04,Đã giao
DH001599,KH0119,21/05/2026 18:58:00,Lazada,NV03,Đã giao
DH007140,KH0010,13/07/2025 01:43:00,Đại lý,NV02,Đã giao
DH003940,KH0184,09/08/2025 15:40:00,Đại lý,NV30,Mới
DH003712,KH0035,15/10/2025 09:02:00,Showroom,NV13,Đã giao
DH005618,KH0215,2026-07-31 21:15:00,Sàn Lazada,NV17,Đã giao
DH004450,KH0140,02/01/2025 06:06:00,TMĐT - Tiki,NV15,Đã giao
DH010628,KH0063,01/08/2024 12:11:00,TMĐT - Tiki,NV28,Đã hủy
DH011204,KH0280,24/06/2025 09:20:00,Bán lẻ,NV21,Đã giao
DH003255,KH0447,30/08/2024 13:43:00,TMĐT - Tiki,NV01,Trả hàng
DH005633,KH0242,28/11/2024 08:53:00,Showroom,NV22,Đã giao
DH001584,KH0391,19/03/2026 18:21:00,Đại lý,NV09,Đã giao
DH004800,KH0177,11/04/2025 23:24:00,Ban le,NV02,Đang xử lý
DH000293,KH0121,28/03/2026 19:16:00,Sàn Shopee,NV05,Đã giao
DH004879,KH0128,30/04/2026 00:19:00,TMĐT - Tiki,NV26,Đang xử lý
DH006862,KH0054,10/12/2024 20:41:00,Sàn Lazada,NV29,Đã giao
DH002467,KH0359,20/08/2024 05:32:00,Sàn Shopee,NV02,Đã giao
DH001326,KH0306,26/06/2025 17:37:00,Đại lý,NV06,Đã giao
DH005196,KH0222,01/09/2024 12:36:00,Bán lẻ,NV09,Đã giao
DH009939,KH0359,25/10/2025 04:21:00,Sàn Shopee,NV17,Đã hủy
DH005705,KH0105,07/12/2024 05:52:00,Ban le,NV21,Đã giao
DH006965,KH0306,29/05/2025 22:02:00,TMĐT - Tiki,NV17,Đã hủy
DH001041,KH0070,16/05/2025 23:08:00,Bán lẻ,NV21,Đã giao
DH011215,KH0337,30/11/2024 04:54:00,Bán lẻ,NV29,Trả hàng
DH006220,KH0248,13/10/2024 07:55:00,TMĐT - Shopee,NV18,Đã giao
DH007113,KH0409,07/01/2025 17:19:00,Showroom,NV08,Đã giao
DH007999,KH0126,15/11/2025 19:28:00,Đại lý,NV13,Đã giao
DH005566,KH0394,01/12/2025 03:57:00,Bán lẻ,NV29,Đang xử lý
DH000950,,06/08/2024 18:31:00,Shopee,NV11,Đã giao
DH005947,KH0095,25/07/2025 06:16:00,Showroom,NV14,Đã giao
DH003037,KH0356,29/05/2025 12:48:00,TMĐT - Tiki,NV14,Đã giao
DH004734,KH0122,16/01/2026 19:18:00,Shopee,NV10,Trả hàng
DH008727,,04/11/2025 02:13:00,Đại lý,NV12,Đã giao
DH003178,KH0262,03/01/2026 07:49:00,Bán lẻ,NV25,Đã giao
DH004166,KH0046,2024-11-18 14:42:00,TMĐT - Tiki,NV30,Mới
DH008095,KH0071,30/04/2025 09:19:00,Sàn Shopee,NV14,Đã giao
DH010170,KH0238,08/10/2024 13:31:00,Bán lẻ,NV08,Đã giao
DH010001,KH0420,15/07/2026 13:31:00,Showroom,NV13,Đang xử lý
DH005763,KH0409,21/08/2024 02:33:00,Đại lý,NV14,Đã giao
DH011395,KH0438,23/10/2024 09:41:00,Lazada,NV16,Đã giao
DH008998,KH0113,30/12/2025 05:37:00,Showroom,NV01,Đã giao
DH009710,KH0368,21/05/2026 21:35:00,TMĐT - Shopee,NV16,Đã giao
DH010598,KH0099,25/12/2024 08:23:00,Bán lẻ,NV01,Đã giao
DH000629,,20/04/2025 17:36:00,Lazada,NV12,Đã giao
DH008523,KH0439,02/07/2025 00:01:00,Showroom,NV09,Đã giao
DH011888,KH0293,10/06/2025 15:30:00,Showroom,NV15,Đã giao
DH011885,KH0274,08/07/2025 11:05:00,Shopee,NV02,Đã giao
DH009397,KH0314,2026-02-14 04:12:00,TMĐT - Tiki,NV17,Đã giao
DH009828,KH0265,23/07/2026 02:11:00,Đại lý,NV28,Đã giao
DH005495,KH0127,22/12/2025 19:17:00,Ban le,NV03,Đã giao
DH000809,KH0385,04/06/2025 01:50:00,TMĐT - Tiki,NV28,Đã giao
DH006115,KH0348,03/05/2026 15:57:00,TMĐT - Tiki,NV06,Đã giao
DH007949,KH0008,18/06/2025 12:12:00,Đại lý,NV01,Đã giao
DH004316,KH0070,31/08/2024 00:54:00,Ban le,NV20,Đã giao
DH008150,KH0160,10/12/2024 19:05:00,Sàn Lazada,NV20,Đã giao
DH003623,KH0262,19/02/2026 01:20:00,Ban le,NV01,Đã giao
DH009554,KH0131,21/11/2025 22:47:00,Sàn Shopee,NV19,Đang xử lý
DH003556,KH0350,01/06/2026 19:57:00,Sàn Shopee,NV28,Đã giao
DH011398,KH0447,01/03/2025 11:08:00,TMĐT - Tiki,NV13,Đã giao
DH004668,KH0262,01/01/2025 13:50:00,Đại lý,NV25,Đã giao
DH003599,KH0391,27/12/2025 06:17:00,Lazada,NV04,Đã giao
DH002976,KH0070,16/06/2026 19:44:00,Shopee,NV22,Đã giao
DH001520,KH0306,2025-11-03 18:51:00,Đại lý,NV30,Đã giao
DH003968,KH0306,17/09/2024 15:41:00,TMĐT - Tiki,NV25,Đã giao
DH010238,KH0200,18/05/2026 14:06:00,TMĐT - Tiki,NV03,Đã giao
DH007322,KH0115,22/01/2026 21:47:00,Sàn Shopee,NV26,Đã giao
DH004411,KH0036,27/06/2025 12:50:00,TMĐT - Tiki,NV22,Đã giao
DH000812,KH0054,2024-08-30 08:02:00,Đại lý,NV06,Đang xử lý
DH011185,KH0262,30/11/2024 11:41:00,Sàn Shopee,NV17,Đã hủy
DH004201,KH0186,30/11/2025 23:39:00,Bán lẻ,NV14,Đã giao
DH011721,KH0314,25/03/2026 00:41:00,TMĐT - Tiki,NV10,Đã giao
DH007476,KH0012,13/10/2025 16:51:00,Showroom,NV30,Đã giao
DH007619,KH0036,13/05/2025 09:19:00,Sàn Shopee,NV02,Đã giao
DH011147,KH0262,22/03/2025 20:38:00,Shopee,NV17,Đã giao
DH007735,KH0227,29/06/2025 20:05:00,Đại lý,NV20,Đã giao
DH004423,KH0391,30/07/2026 16:36:00,Ban le,NV14,Đã giao
DH010594,KH0220,01/12/2024 12:04:00,Đại lý,NV28,Đã giao
DH002619,KH0414,14/12/2025 11:11:00,Bán lẻ trực tiếp,NV19,Đã giao
DH004693,KH0257,10/05/2026 05:04:00,Ban le,NV13,Đang xử lý
DH009882,,17/06/2025 04:18:00,Showroom,NV05,Trả hàng
DH011814,KH0035,02/04/2025 13:23:00,Sàn Shopee,NV16,Đã giao
DH003999,KH0309,11/12/2025 08:34:00,Showroom,NV01,Đã giao
DH008575,KH0242,01/07/2025 04:45:00,Bán lẻ,NV26,Đã giao
DH007984,KH0262,06/12/2024 14:47:00,Showroom,NV06,Đã giao
DH000459,KH0183,06/12/2025 02:17:00,Đại lý,NV30,Đã giao
DH008370,KH0105,12/01/2025 16:14:00,Ban le,NV11,Mới
DH009821,KH9005,23/12/2025 17:37:00,TMĐT - Tiki,NV02,Đã giao
DH007184,KH0141,29/08/2025 05:34:00,TMĐT - Tiki,NV07,Đã giao
DH000784,KH0262,05/11/2024 16:18:00,Shopee,NV12,Đã giao
DH003655,,10/05/2026 02:11:00,Bán lẻ,NV04,Trả hàng
DH005749,KH0365,05/12/2025 01:33:00,Đại lý,NV02,Đã giao
DH008766,,13/01/2025 21:30:00,Bán lẻ trực tiếp,NV03,Đã giao
DH001546,KH0148,13/10/2024 12:06:00,TMĐT - Tiki,NV29,Đã giao
DH004133,KH0421,23/03/2026 03:30:00,Đại lý,NV09,Đã giao
DH010336,KH0442,30/10/2024 13:12:00,Ban le,NV16,Đã giao
DH010122,KH0158,16/12/2025 22:16:00,Sàn Shopee,NV04,Đã giao
DH001842,KH0412,01/01/2026 07:54:00,Shopee,NV20,Đã giao
DH008130,KH0239,28/10/2025 02:59:00,Shopee,NV16,Đã giao
DH011581,KH9013,21/10/2025 02:26:00,Lazada,NV03,Đã hủy
DH002441,KH0293,12/01/2026 11:54:00,Shopee,NV18,Đã hủy
DH000510,KH0253,28/07/2025 17:09:00,TMĐT - Lazada,NV24,Đã giao
DH011596,KH0183,26/06/2025 01:26:00,Đại lý,NV03,Đã giao
DH002701,KH0113,24/12/2024 08:59:00,Shopee,NV04,Đã giao
DH011528,KH0070,26/08/2025 22:12:00,Showroom,NV05,Đã giao
DH001578,KH0391,07/01/2026 06:40:00,TMĐT - Tiki,NV10,Đã giao
DH000255,KH9008,20/06/2025 02:21:00,Sàn Shopee,NV30,Mới
DH001114,KH0293,16/01/2025 03:54:00,Shopee,NV15,Đã hủy
DH002019,KH0242,15/06/2026 10:09:00,Shopee,NV15,Đã giao
DH007548,KH0155,08/06/2025 17:19:00,Showroom,NV17,Đã giao
DH005536,KH0442,02/03/2025 03:03:00,Đại lý,NV07,Mới
DH008598,KH0140,10/12/2025 21:55:00,Shopee,NV24,Đã giao
DH002692,KH0137,13/09/2024 10:40:00,Sàn Lazada,NV16,Đang xử lý
DH006352,KH0391,13/05/2026 04:55:00,Showroom,NV03,Đã giao
DH001241,KH0151,27/04/2026 22:42:00,Đại lý,NV27,Đã giao
DH008876,KH0052,05/03/2026 15:12:00,Ban le,NV03,Đã giao
DH010038,KH0253,15/04/2025 18:08:00,Showroom,NV20,Đang xử lý
DH002028,KH9001,16/05/2025 20:53:00,Đại lý,NV12,Mới
DH005137,KH0160,02/12/2024 13:40:00,Showroom,NV17,Đã giao
DH010021,KH0344,05/01/2026 07:37:00,Showroom,NV03,Đang xử lý
DH008406,KH0358,09/08/2024 18:26:00,TMĐT - Tiki,NV30,Đã giao
DH005822,KH0141,29/11/2024 17:58:00,TMĐT - Tiki,NV19,Đã giao
DH001211,KH0316,15/07/2025 04:30:00,Lazada,NV19,Đã giao
DH008904,KH0031,02/09/2024 09:10:00,Showroom,NV04,Đang xử lý
DH9900164,KH0003,16/12/2024 13:33:00,TMĐT - Lazada,NV10,Trả hàng
DH011683,KH0127,15/02/2026 03:51:00,TMĐT - Tiki,NV04,Đã giao
DH001734,KH0152,16/02/2026 14:29:00,Đại lý,NV01,Đã giao
DH011449,KH0379,06/06/2026 09:32:00,Sàn Shopee,NV14,Đã giao
DH008577,KH0242,06/03/2026 22:32:00,Ban le,NV24,Trả hàng
DH002653,KH0367,21/09/2024 12:53:00,TMĐT - Tiki,NV14,Đã giao
DH005790,KH0164,17/07/2025 02:09:00,Đại lý,NV21,Đã giao
DH010941,KH0415,23/08/2024 23:30:00,Bán lẻ,NV30,Đã giao
DH011307,KH0227,12/02/2025 14:24:00,TMĐT - Tiki,NV15,Mới
DH006573,KH0054,21/08/2025 18:01:00,Lazada,NV01,Mới
DH009653,KH0442,11/12/2024 07:32:00,Bán lẻ,NV30,Đã giao
DH007109,KH0413,14/03/2025 14:12:00,Bán lẻ trực tiếp,NV02,Đã giao
DH006121,KH0391,24/10/2025 15:50:00,Sàn Shopee,NV24,Đã giao
DH000943,KH0249,10/03/2025 13:42:00,Ban le,NV10,Đã giao
DH002751,KH0367,19/03/2025 20:26:00,Sàn Lazada,NV26,Đã giao
DH006333,KH0391,03/09/2024 04:12:00,Showroom,NV01,Đã giao
DH007539,KH0150,27/10/2025 20:50:00,Showroom,NV16,Đang xử lý
DH004770,KH0394,08/06/2026 07:40:00,Bán lẻ,NV29,Đã giao
DH004379,KH0155,13/08/2025 06:14:00,Showroom,NV24,Đã giao
DH009736,KH0070,08/01/2025 19:59:00,Showroom,NV06,Đã giao
DH001460,KH0212,20/01/2025 16:51:00,Lazada,NV24,Đã giao
DH002474,,30/05/2025 05:17:00,Shopee,NV23,Đã giao
DH9900170,KH0163,22/09/2025 22:33:00,Đại lý,NV25,Đã giao
DH000470,KH0266,09/09/2024 03:02:00,TMĐT - Tiki,NV10,Đã giao
DH003793,KH0447,25/11/2024 23:25:00,TMĐT - Tiki,NV03,Đang xử lý
DH009712,KH0326,01/06/2025 11:43:00,TMĐT - Tiki,NV23,Đã giao
DH006789,KH0114,25/01/2025 14:21:00,Shopee,NV22,Đã giao
DH006168,KH0278,23/05/2025 08:32:00,Sàn Shopee,NV04,Đã giao
DH005690,KH0314,08/11/2024 01:30:00,Sàn Shopee,NV26,Đã giao
DH011448,KH0386,09/22/2025 03:23:00,Shopee,NV10,Đã giao
DH005474,KH0407,11/02/2025 05:34:00,Showroom,NV28,Đã giao
DH009628,KH0177,18/12/2025 18:07:00,TMĐT - Tiki,NV09,Đã giao
DH009399,KH0246,02/06/2026 12:25:00,Showroom,NV29,Mới
DH009720,KH0413,06/08/2024 05:01:00,Đại lý,NV29,Đã giao
DH003073,KH0365,27/05/2026 09:59:00,Showroom,NV03,Đã giao
DH006675,KH0248,18/12/2024 07:21:00,Sàn Lazada,NV28,Đã giao
DH000029,KH0070,05/06/2026 22:44:00,Sàn Shopee,NV07,Đã giao
DH003132,KH0442,30/01/2025 07:28:00,Bán lẻ,NV18,Đã giao
DH000093,KH0122,17/05/2025 19:30:00,Ban le,NV13,Đã giao
DH008741,KH0070,25/05/2026 19:30:00,Đại lý,NV13,Đã giao
DH011568,,25/03/2025 15:38:00,Sàn Shopee,NV06,Đang xử lý
DH006068,KH0002,05/01/2025 23:25:00,Ban le,NV09,Đã giao
DH007067,KH0423,06/08/2025 13:05:00,Lazada,NV10,Trả hàng
DH002069,KH0445,23/04/2026 19:11:00,Showroom,NV25,Đã giao
DH005079,KH0447,25/11/2024 20:10:00,Showroom,NV04,Đã giao
DH004852,KH0262,15/10/2025 00:28:00,TMĐT - Lazada,NV08,Đã giao
